,FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry,best_solution,select_freq,status
81,81,,,,,,,,180713689.4,,,,,,,,,6911309.527,,,,"POLYGON ((147.8004986544065 -18.97295565758377, 147.8710268561065 -18.9354277435111, 147.9406663885118 -18.97441303956722, 147.9398129758678 -19.05095614927541, 147.8692467265326 -19.08851322763669, 147.7995719389367 -19.04949801709766, 147.8004986544065 -18.97295565758377))",0,18,0
82,82,,,,,,,,185341669.4,,,,,,,,,2283553.421,,,,"POLYGON ((147.9406663885118 -18.97441303956722, 148.0111593328618 -18.93682474566689, 148.0808367979959 -18.97575037982065, 148.0800566923777 -19.05229417794365, 148.0095258132596 -19.08991166840313, 147.9398129758678 -19.05095614927541, 147.9406663885118 -18.97441303956722))",0,18,0
83,83,,,,,,,,171532523.4,,,,,,,,,16092903.9,,,,"POLYGON ((148.0808367979959 -18.97575037982065, 148.1512943681089 -18.93810173530578, 148.2210096530918 -18.97696767510674, 148.2203028583388 -19.05351209986018, 148.149807466518 -19.09118997308872, 148.0800566923777 -19.05229417794365, 148.0808367979959 -18.97575037982065))",0,13,0
84,84,,,,,,,,178122665.2,,,,,,,,,9208837.386,,,294109.9282,"POLYGON ((148.2210096530918 -18.97696767510674, 148.2914317322486 -18.93925870933805, 148.3611847240089 -18.97806492247868, 148.3605512435998 -19.05460991207373, 148.2900914559871 -19.09234813859432, 148.2203028583388 -19.05351209986018, 148.2210096530918 -18.97696767510674))",0,17,0
85,85,,,,,,,,34830321.93,,,144407.2716,,,,,,597081.6307,,,3360837.818,"POLYGON ((148.3611847240089 -18.97806492247868, 148.431571195659 -18.94029566496422, 148.5013617809342 -18.97904211928027, 148.5008016179868 -19.05558761192397, 148.4303775513235 -19.09338616211189, 148.3605512435998 -19.05460991207373, 148.3611847240089 -18.97806492247868))",0,0,0
86,86,,,,,,,4933835.348,,,,,47227735.45,,,,,,,,,"POLYGON ((146.1914867387708 -18.83277399386104, 146.2623557422648 -18.79594090888816, 146.3314975022616 -18.83560934161676, 146.329804107923 -18.91214106780172, 146.2588958367149 -18.94900291811178, 146.1897202303907 -18.9093042620488, 146.1914867387708 -18.83277399386104))",0,1,0
87,87,,,,,,,182695073.8,,,,,4905114.939,,2401.886965,,,,,,,"POLYGON ((146.3314975022616 -18.83560934161676, 146.4023326552128 -18.79871559880505, 146.471513568513 -18.83832479815867, 146.4698932965303 -18.91485792074068, 146.3990189861797 -18.95178046242599, 146.329804107923 -18.91214106780172, 146.3314975022616 -18.83560934161676))",0,22,0
88,88,,,25756319.28,,,,125177089.9,,,,,,,,,,,1080950.284,,,"POLYGON ((146.471513568513 -18.83832479815867, 146.5423147524713 -18.80137042497187, 146.6115347087347 -18.84092035692722, 146.609987567064 -18.91745481429621, 146.5391473362256 -18.95443801977995, 146.4698932965303 -18.91485792074068, 146.471513568513 -18.83832479815867))",0,9,0
89,89,,,,,,,22167488.17,,,,,,,,,,,,,,"POLYGON ((146.6115347087347 -18.84092035692722, 146.6823018054038 -18.80390538097867, 146.7515606940866 -18.84339601165205, 146.7500866903256 -18.9199317421886, 146.6792806574993 -18.95697558374418, 146.609987567064 -18.91745481429621, 146.6115347087347 -18.84092035692722))",0,1,0
90,90,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.7515606940866 -18.84339601165205, 146.8222935853252 -18.80632046070435, 146.8915912956812 -18.84575175635219, 146.8901904370689 -18.92228869842768, 146.8194187205986 -18.95939314817904, 146.7500866903256 -18.9199317421886, 146.7515606940866 -18.84339601165205))",0,0,0
91,91,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.8915912956812 -18.84575175635219, 146.962289863504 -18.80861565831688, 147.0316262845855 -18.84798758533589, 147.0302985780022 -18.92452567731318, 146.9595612960747 -18.96169070723491, 146.8901904370689 -18.92228869842768, 146.8915912956812 -18.84575175635219))",0,0,0
92,92,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.0316262845855 -18.84798758533589, 147.1022904111645 -18.81079096827343, 147.1716654318236 -18.8501034932009, 147.1704108837909 -18.92664267343467, 147.0997081544345 -18.96386825535221, 147.0302985780022 -18.92452567731318, 147.0316262845855 -18.84798758533589))",0,0,0
93,93,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.1716654318236 -18.8501034932009, 147.2422949994894 -18.8128463853205, 147.3117085083786 -18.85209947483434, 147.310527125059 -18.92863968167151, 147.2398590661426 -18.96592578726148, 147.1704108837909 -18.92664267343467, 147.1716654318236 -18.8501034932009))",0,0,0
94,94,,,,,,,,16912542.32,,,,,,,,,,,,,"POLYGON ((147.3117085083786 -18.85209947483434, 147.3823033996213 -18.81478190449369, 147.4517552851953 -18.85397552541297, 147.4506470723924 -18.9305166971931, 147.3800138016241 -18.96786329798323, 147.310527125059 -18.92863968167151, 147.3117085083786 -18.85209947483434))",0,0,0
95,95,,,,,,,,1519214.372,,,,,,,,,,,,,"POLYGON ((147.4517552851953 -18.85397552541297, 147.5223153826658 -18.81659752111806, 147.5918055331819 -18.85573164040292, 147.5907704963401 -18.93227371545885, 147.5201721312661 -18.96968078282842, 147.4506470723924 -18.9305166971931, 147.4517552851953 -18.85397552541297))",0,0,0
96,96,,,,,,,,68433681.34,,,,,,,,,32554184.29,,,,"POLYGON ((147.5918055331819 -18.85573164040292, 147.6623307196931 -18.8182932308079, 147.7318590232126 -18.85736781556029, 147.7308971674171 -18.93391073221833, 147.6603338254207 -18.9713782373981, 147.5907704963401 -18.93227371545885, 147.5918055331819 -18.85573164040292))",0,2,0
97,97,,,,,,,,140947535.1,,,,,,,,,46658591.07,,,,"POLYGON ((147.7318590232126 -18.85736781556029, 147.8023491817407 -18.81986902946719, 147.8719155261298 -18.85888404693057, 147.8710268561065 -18.9354277435111, 147.8004986544065 -18.97295565758377, 147.7308971674171 -18.93391073221833, 147.7318590232126 -18.85736781556029))",0,20,0
98,98,,,,,,,,153186242.3,,,,,,,,,34420126.25,,,,"POLYGON ((147.8719155261298 -18.85888404693057, 147.9423705398151 -18.82132491328921, 148.0119748127462 -18.86028033084908, 148.0111593328618 -18.93682474566689, 147.9406663885118 -18.97441303956722, 147.8710268561065 -18.9354277435111, 147.8719155261298 -18.85888404693057))",1,20,0
99,99,,,,,,,,177507075.2,,,,,,,,,7500631.85,,,2598883.892,"POLYGON ((148.0119748127462 -18.86028033084908, 148.0823945648947 -18.82266087875687, 148.1520366538475 -18.86155666394095, 148.1512943681089 -18.93810173530578, 148.0808367979959 -18.97575037982065, 148.0111593328618 -18.93682474566689, 148.0119748127462 -18.86028033084908))",0,20,0
100,100,,,,,,,,143974390.7,,,41475722,,,,,,,,,2156680.512,"POLYGON ((148.1520366538475 -18.86155666394095, 148.2224210279315 -18.82387692264257, 148.2921008201938 -18.86271304312121, 148.2914317322486 -18.93925870933805, 148.2210096530918 -18.97696767510674, 148.1512943681089 -18.93810173530578, 148.1520366538475 -18.86155666394095))",0,17,0
101,101,,,,,,,,54548630.64,,,132189034,,,,,,,,,809209.2407,"POLYGON ((148.2921008201938 -18.86271304312121, 148.3624496998538 -18.82497304200851, 148.4321670825227 -18.8637494655946, 148.431571195659 -18.94029566496422, 148.3611847240089 -18.97806492247868, 148.2914317322486 -18.93925870933805, 148.2921008201938 -18.86271304312121))",0,27,0
102,102,,,,,,,103046879.8,,,,,57818879.51,,380905.7573,,,,,,,"POLYGON ((146.2640829871746 -18.71940893582048, 146.3348789909382 -18.68254395557051, 146.4039868962168 -18.72218220065443, 146.4023326552128 -18.79871559880505, 146.3314975022616 -18.83560934161676, 146.2623557422648 -18.79594090888816, 146.2640829871746 -18.71940893582048))",0,23,0
103,103,,,48766979.56,,,,137481273.7,,,,,,,284108.2614,,,,1050860.339,,,"POLYGON ((146.4039868962168 -18.72218220065443, 146.4747490411491 -18.68525662345754, 146.5438959814596 -18.72483566325235, 146.5423147524713 -18.80137042497187, 146.471513568513 -18.83832479815867, 146.4023326552128 -18.79871559880505, 146.4039868962168 -18.72218220065443))",0,29,0
104,104,,,147090382.3,,,,,,,,,,,,,,,15185179.41,,,"POLYGON ((146.5438959814596 -18.72483566325235, 146.6146241494677 -18.68784951660882, 146.6838100146239 -18.72736931721381, 146.6823018054038 -18.80390538097867, 146.6115347087347 -18.84092035692722, 146.5423147524713 -18.80137042497187, 146.5438959814596 -18.72483566325235))",0,58,0
105,105,,,8525804.8,,,,,,,,,,,,,,,1584215.213,,,"POLYGON ((146.6838100146239 -18.72736931721381, 146.754504087769 -18.69032262877303, 146.8237287673819 -18.72978315642691, 146.8222935853252 -18.80632046070435, 146.7515606940866 -18.84339601165205, 146.6823018054038 -18.80390538097867, 146.6838100146239 -18.72736931721381))",0,0,0
106,106,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.8237287673819 -18.72978315642691, 146.8943886278799 -18.69267595398712, 146.9636520113597 -18.73207717506858, 146.962289863504 -18.80861565831688, 146.8915912956812 -18.84575175635219, 146.8222935853252 -18.80632046070435, 146.8237287673819 -18.72978315642691))",0,0,0
107,107,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.9636520113597 -18.73207717506858, 147.0342775415831 -18.69490948657656, 147.1035795181393 -18.73425136760427, 147.1022904111645 -18.81079096827343, 147.0316262845855 -18.84798758533589, 146.962289863504 -18.80861565831688, 146.9636520113597 -18.73207717506858))",0,0,0
108,108,,,,,,,,73360553.16,,,,,,,,,,,,,"POLYGON ((147.1035795181393 -18.73425136760427, 147.1741706006177 -18.69702322115533, 147.243511059261 -18.73630572878841, 147.2422949994894 -18.8128463853205, 147.1716654318236 -18.8501034932009, 147.1022904111645 -18.81079096827343, 147.1035795181393 -18.73425136760427))",0,1,0
109,109,,,,,,,,164005862.4,,,,,,,,,5044360.335,,,,"POLYGON ((147.243511059261 -18.73630572878841, 147.3140675766827 -18.6990171526261, 147.3834464062253 -18.73824025366406, 147.3823033996213 -18.81478190449369, 147.3117085083786 -18.85209947483434, 147.2422949994894 -18.8128463853205, 147.243511059261 -18.73630572878841))",1,12,0
110,110,,,,,,,,177063150.6,,,,,,,,,2262851.17,,,,"POLYGON ((147.3834464062253 -18.73824025366406, 147.4539682414385 -18.70089127618, 147.5233853304959 -18.74005493756337, 147.5223153826658 -18.81659752111806, 147.4517552851953 -18.85397552541297, 147.3823033996213 -18.81478190449369, 147.3834464062253 -18.73824025366406))",0,14,0
111,111,,,,,,,,159375796.1,,,,,,,,,15800350.71,,,,"POLYGON ((147.5233853304959 -18.74005493756337, 147.5938723665094 -18.70264558729703, 147.6633276035009 -18.74174977610734, 147.6623307196931 -18.8182932308079, 147.5918055331819 -18.85573164040292, 147.5223153826658 -18.81659752111806, 147.5233853304959 -18.74005493756337))",1,18,0
112,112,,,,,,,,147275396.1,,,,,,,,,40311123.96,,,,"POLYGON ((147.6633276035009 -18.74174977610734, 147.7337797234858 -18.70428008174596, 147.8032729966359 -18.74332476520597, 147.8023491817407 -18.81986902946719, 147.7318590232126 -18.85736781556029, 147.6623307196931 -18.8182932308079, 147.6633276035009 -18.74174977610734))",1,21,0
113,113,,,,,,,,173874044.5,,,,,,,,,8331454.561,,,5381282.813,"POLYGON ((147.8032729966359 -18.74332476520597, 147.8736900839265 -18.70579475558427, 147.9432212812657 -18.74477990105838, 147.9423705398151 -18.82132491328921, 147.8719155261298 -18.85888404693057, 147.8023491817407 -18.81986902946719, 147.8032729966359 -18.74332476520597))",0,14,0
114,114,,,,,,,,155543991.1,,,29811960.94,,,,,,228515.5652,,,2002555.161,"POLYGON ((147.9432212812657 -18.74477990105838, 148.0136032193606 -18.7071896051584, 148.083172228727 -18.74611518015276, 148.0823945648947 -18.82266087875687, 148.0119748127462 -18.86028033084908, 147.9423705398151 -18.82132491328921, 147.9432212812657 -18.74477990105838))",0,20,0
115,115,,,,,,,,43147409.49,,,143985969.3,,,,,,,,,453864.1625,"POLYGON ((148.083172228727 -18.74611518015276, 148.1535189012904 -18.70846462710351, 148.2231256103302 -18.74733059926646, 148.2224210279315 -18.82387692264257, 148.1520366538475 -18.86155666394095, 148.0823945648947 -18.82266087875687, 148.083172228727 -18.74611518015276))",1,17,0
116,116,,,,,,,,,,,120543748.8,,,,,,,,,,"POLYGON ((148.2231256103302 -18.74733059926646, 148.293436901193 -18.70961981834404, 148.3630811973618 -18.74842615546596, 148.3624496998538 -18.82497304200851, 148.2921008201938 -18.86271304312121, 148.2224210279315 -18.82387692264257, 148.2231256103302 -18.74733059926646))",0,10,0
117,117,,,,,,,,,,,7854646.917,,,,,,,,,,"POLYGON ((148.3630811973618 -18.74842615546596, 148.4333569905227 -18.71065517609307, 148.5030387610867 -18.74940184610704, 148.5024803515679 -18.82594923420633, 148.4321670825227 -18.8637494655946, 148.3624496998538 -18.82497304200851, 148.3630811973618 -18.74842615546596))",0,0,0
118,118,,,,,,,,,,,,9399994.021,,,,,,,,,"POLYGON ((146.1967752124348 -18.60317931770021, 146.2675320753756 -18.56634306376331, 146.3365670908019 -18.60601030010277, 146.3348789909382 -18.68254395557051, 146.2640829871746 -18.71940893582048, 146.195014226911 -18.67971151948752, 146.1967752124348 -18.60317931770021))",0,0,0
119,119,,,4257058.96,,,,156372577.9,,,,,26647606.77,,132506.1449,,,,,,,"POLYGON ((146.3365670908019 -18.60601030010277, 146.4072902047161 -18.5691134826513, 146.4763642470899 -18.60872157572728, 146.4747490411491 -18.68525662345754, 146.4039868962168 -18.72218220065443, 146.3348789909382 -18.68254395557051, 146.3365670908019 -18.60601030010277))",0,22,0
120,120,,,120197939.1,,,,600958.0742,,,,,,,,,,,12301291.66,,,"POLYGON ((146.4763642470899 -18.60872157572728, 146.5470534940883 -18.57176422214911, 146.6161664535795 -18.61131313804395, 146.6146241494677 -18.68784951660882, 146.5438959814596 -18.72483566325235, 146.4747490411491 -18.68525662345754, 146.4763642470899 -18.60872157572728))",1,46,0
121,121,,,3566927.626,,,,,,,,,,,,,,,,,,"POLYGON ((146.6161664535795 -18.61131313804395, 146.6868217159252 -18.57429527587573, 146.7559734825012 -18.61378498081078, 146.754504087769 -18.69032262877303, 146.6838100146239 -18.72736931721381, 146.6146241494677 -18.68784951660882, 146.6161664535795 -18.61131313804395))",0,0,0
122,122,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.7559734825012 -18.61378498081078, 146.8265946426118 -18.57670663773773, 146.8957851060389 -18.6161370980738, 146.8943886278799 -18.69267595398712, 146.8237287673819 -18.72978315642691, 146.754504087769 -18.69032262877303, 146.7559734825012 -18.61378498081078))",0,0,0
123,123,,,,,,,,54500099.48,,,,,,,,,1869469.266,,,,"POLYGON ((146.8957851060389 -18.6161370980738, 146.9663720464868 -18.57899830192937, 147.0356010963314 -18.61836948416691, 147.0342775415831 -18.69490948657656, 146.9636520113597 -18.73207717506858, 146.8943886278799 -18.69267595398712, 146.8957851060389 -18.6161370980738))",0,1,0
124,124,,,,,,,,149898481.7,,,,,,,,,20220480.1,,,,"POLYGON ((147.0356010963314 -18.61836948416691, 147.1061536998454 -18.58117026293303, 147.1754212254747 -18.62048213371235, 147.1741706006177 -18.69702322115533, 147.1035795181393 -18.73425136760427, 147.0342775415831 -18.69490948657656, 147.0356010963314 -18.61836948416691))",0,21,0
125,125,,,,,,,,186636210.1,,,,,,,,,928996.2591,,,,"POLYGON ((147.1754212254747 -18.62048213371235, 147.2459393749412 -18.58322251551875, 147.3152452655241 -18.62247504162041, 147.3140675766827 -18.6990171526261, 147.243511059261 -18.73630572878841, 147.1741706006177 -18.69702322115533, 147.1754212254747 -18.62048213371235))",1,18,0
126,126,,,,,,,,169268525.7,,,,,,,,,18297027.39,,,,"POLYGON ((147.3152452655241 -18.62247504162041, 147.3857288439882 -18.58515505474465, 147.4550729884971 -18.62434820308943, 147.4539682414385 -18.70089127618, 147.3834464062253 -18.73824025366406, 147.3140675766827 -18.6990171526261, 147.3152452655241 -18.62247504162041))",0,21,0
127,127,,,,,,,,163617586.2,,,,,,,,,23948291.88,,,,"POLYGON ((147.4550729884971 -18.62434820308943, 147.5255218791636 -18.58696787595689, 147.5949041663747 -18.62610161360636, 147.5938723665094 -18.70264558729703, 147.5233853304959 -18.74005493756337, 147.4539682414385 -18.70089127618, 147.4550729884971 -18.62434820308943))",0,16,0
128,128,,,,,,,,179537311.4,,,,,,,,,8028870.099,,,,"POLYGON ((147.5949041663747 -18.62610161360636, 147.6653182526096 -18.58866097478968, 147.7347385711043 -18.62773526894616, 147.7337797234858 -18.70428008174596, 147.6633276035009 -18.74174977610734, 147.5938723665094 -18.70264558729703, 147.5949041663747 -18.62610161360636))",0,14,0
129,129,,,,,,,,112471917.6,,,74705632.37,,,,,,,,,388913.2912,"POLYGON ((147.7347385711043 -18.62773526894616, 147.8051177364357 -18.5902343471654, 147.8745759746018 -18.6292491651724, 147.8736900839265 -18.70579475558427, 147.8032729966359 -18.74332476520597, 147.7337797234858 -18.70428008174596, 147.7347385711043 -18.62773526894616))",0,22,0
130,130,,,,,,,,30884345.76,,,156075547,,,,,,,,,606830.7026,"POLYGON ((147.8745759746018 -18.6292491651724, 147.9449201027209 -18.5916879892945, 148.0144161487536 -18.63064329863693, 148.0136032193606 -18.7071896051584, 147.9432212812657 -18.74477990105838, 147.8736900839265 -18.70579475558427, 147.8745759746018 -18.6292491651724))",0,23,0
131,131,,,,,,,,,,,143391145.1,,,,,,,,,,"POLYGON ((148.0144161487536 -18.63064329863693, 148.0847251235162 -18.59302189767592, 148.1542588654189 -18.63191766598014, 148.1535189012904 -18.70846462710351, 148.083172228727 -18.74611518015276, 148.0136032193606 -18.7071896051584, 148.0144161487536 -18.63064329863693))",0,19,0
132,132,,,,,,,,,,,24768688.79,,,,,,,,,,"POLYGON ((148.1542588654189 -18.63191766598014, 148.2245325708465 -18.59423606909658, 148.2941038964321 -18.6330722641309, 148.293436901193 -18.70961981834404, 148.2231256103302 -18.74733059926646, 148.1535189012904 -18.70846462710351, 148.1542588654189 -18.63191766598014))",0,1,0
133,133,,,,,,,,,,,,,,,,,,,,,"POLYGON ((148.2941038964321 -18.6330722641309, 148.3643422167129 -18.59533050063193, 148.433951013605 -18.63410709030678, 148.4333569905227 -18.71065517609307, 148.3630811973618 -18.74842615546596, 148.293436901193 -18.70961981834404, 148.2941038964321 -18.6330722641309))",0,0,0
134,134,,,,,,,4276916.49,,,,,11605870.04,,,,,,,,,"POLYGON ((146.1295739501203 -18.48692055976393, 146.2002916807542 -18.45011299595411, 146.2692539242938 -18.48980916918327, 146.2675320753756 -18.56634306376331, 146.1967752124348 -18.60317931770021, 146.127779333583 -18.56345297215393, 146.1295739501203 -18.48692055976393))",0,0,0
135,135,,,,,,,54375812.01,,,,,73717270.85,,,,,,,,,"POLYGON ((146.2692539242938 -18.48980916918327, 146.3399380153506 -18.45294107529552, 146.4089392776011 -18.49257816720339, 146.4072902047161 -18.5691134826513, 146.3365670908019 -18.60601030010277, 146.2675320753756 -18.56634306376331, 146.2692539242938 -18.48980916918327))",0,17,0
136,136,,,81343872.96,,,,46076308.98,,,,,,,,,,,3057773.579,,,"POLYGON ((146.4089392776011 -18.49257816720339, 146.4795896113948 -18.45564957051351, 146.5486297828809 -18.4952275471656, 146.5470534940883 -18.57176422214911, 146.4763642470899 -18.60872157572728, 146.4072902047161 -18.5691134826513, 146.4089392776011 -18.49257816720339))",0,6,0
137,137,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.5486297828809 -18.4952275471656, 146.6192462418768 -18.45823847509789, 146.6883252129211 -18.49775730269842, 146.6868217159252 -18.57429527587573, 146.6161664535795 -18.61131313804395, 146.5470534940883 -18.57176422214911, 146.5486297828809 -18.4952275471656))",0,0,0
