"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
21,,0.500000,0.500030,0,310,0,0,yes,1.000000
20,,23853801.540661,131887467.683880,0,24,0,0,yes,1.000000
19,,102797716.068924,644228288.804469,0,29,0,0,yes,1.000000
18,,3456201.354849,13885506.878018,0,2,0,0,yes,1.000000
17,,227195960.353977,1392194488.898307,0,55,0,0,yes,1.000000
16,,148175890.094612,820362213.770958,0,24,0,0,yes,1.000000
15,,13102763.391318,98815879.460652,0,15,0,0,yes,1.000000
14,,6001996.155702,11275322.929911,0,9,0,0,yes,1.000000
13,,8931772.451034,24856933.905543,0,9,0,0,yes,1.000000
12,,352533215.344209,549284386.831528,0,16,0,0,yes,1.000000
11,,501908512.966683,2319360662.930076,0,42,0,0,yes,1.000000
10,,551448418.822755,3410490716.089499,0,32,0,0,yes,1.000000
9,,6062635.478561,21959016.016928,0,10,0,0,yes,1.000000
8,,1170071012.657410,8070738128.124941,0,66,0,0,yes,1.000000
7,,376396272.768339,1371953637.865409,0,15,0,0,yes,1.000000
6,,283242187.381411,2011884495.900603,0,20,0,0,yes,1.000000
5,,501694534.627578,2196282596.022156,0,26,0,0,yes,1.000000
4,,145211448.600232,857998471.427784,0,13,0,0,yes,1.000000
3,,746665780.128168,2687550899.604721,0,37,0,0,yes,1.000000
2,,213197082.166299,1267522373.103248,0,14,0,0,yes,1.000000
1,,111056428.065240,491089978.158556,0,15,0,0,yes,1.000000
