id,cost,status,xloc,yloc
277,1,0,146.640626397658,-17.3866458975938
278,1,0,146.779277124169,-17.389097598901202
279,1,0,146.917932332207,-17.391430549678
280,1,0,146.0195151941,-17.2593328567527
281,1,0,146.158035633927,-17.2623165796964
282,1,0,146.296561542142,-17.265181671040498
283,1,0,146.435092697215,-17.2679281240036
284,1,0,146.573628877563,-17.2705559320849
285,1,0,146.712169861558,-17.2730650890639
286,1,0,146.850715427521,-17.2754555890006
287,1,0,146.98926535373502,-17.2777274262356
288,1,0,145.95306207379102,-17.1429853163776
289,1,0,146.091472498422,-17.1460260308544
290,1,0,146.229888489241,-17.1489482076473
291,1,0,146.368309825254,-17.151751839850302
292,1,0,146.506736285419,-17.1544369208373
293,1,0,146.64516764864402,-17.157003444261697
294,1,0,146.78360369378902,-17.1594514040569
295,1,0,146.922044199671,-17.1617807944361
296,1,0,145.886713168354,-17.026609157712098
297,1,0,146.02501370144302,-17.029706774969
298,1,0,146.163319898032,-17.03268594838
299,1,0,146.301631537666,-17.0355466709152
300,1,0,146.43994839984,-17.038288935823697
301,1,0,146.578270263999,-17.0409127366335
302,1,0,146.716596909537,-17.0434180671519
303,1,0,146.85492811580602,-17.0458049214654
304,1,0,145.820468257147,-16.9102044519134
305,1,0,145.958659022293,-16.9133588833633
306,1,0,146.09685554776698,-16.9163949647278
307,1,0,146.235057613652,-16.9193126888534
308,1,0,146.373264999979,-16.9221120488651
309,1,0,146.511477486726,-16.924793038166
310,1,0,146.649694853825,-16.9273556504381
311,1,0,146.787916881159,-16.9297998796416
312,1,0,145.61625207532302,-16.790441863917902
313,1,0,145.75432712006702,-16.7937712699887
314,1,0,145.892408240812,-16.7969824272105
315,1,0,146.030495218233,-16.8000753280295
316,1,0,146.168587832947,-16.8030499651694
317,1,0,146.306685865521,-16.8059063316314
318,1,0,146.444789096466,-16.808644420694698
319,1,0,146.582897306248,-16.811264225916098
320,1,0,146.721010275281,-16.8137657411306
321,1,0,145.55032410905199,-16.6739237329359
322,1,0,145.68828953755,-16.677309682796302
323,1,0,145.826261137381,-16.6805774775342
324,1,0,145.964238689755,-16.683727109474006
325,1,0,146.102221975824,-16.6867585712171
326,1,0,146.240210776688,-16.6896718556419
327,1,0,146.37820487339198,-16.6924669559037
328,1,0,146.516204046932,-16.6951438654353
329,1,0,146.654208078255,-16.6977025779465
330,1,0,145.48449935441005,-16.5573773554082
331,1,0,145.62235529056602,-16.560819761045803
332,1,0,145.76021749291098,-16.5641441052089
333,1,0,145.89808574319,-16.5673503801007
334,1,0,146.035959823087,-16.5704385782009
335,1,0,146.173839514235,-16.573408692265502
336,1,0,146.311724598209,-16.5762607153268
337,1,0,146.449614856537,-16.5789946406938
338,1,0,146.587510070696,-16.5816104619522
339,1,0,145.418777592961,-16.4408028017314
340,1,0,145.556524160621,-16.4443015752987
341,1,0,145.694277088852,-16.4476823809606
342,1,0,145.83203615993,-16.4509452108002
343,1,0,145.969801156074,-16.4540900571758
344,1,0,146.10757185944598,-16.4571169127216
345,1,0,146.245348052153,-16.4600257703476
346,1,0,146.38312951625,-16.4628166232397
347,1,0,146.520916033744,-16.4654894648596
348,1,0,146.658707386591,-16.4680442889453
349,1,0,145.353158606807,-16.3242001421551
350,1,0,145.490795929754,-16.3277551959685
351,1,0,145.628439707182,-16.3311923753673
352,1,0,145.766089721899,-16.334511672314502
353,1,0,145.903745756654,-16.337713079047806
354,1,0,146.04140759413798,-16.3407965880804
355,1,0,146.179075016989,-16.3437621922002
356,1,0,146.316747807789,-16.3466098844707
357,1,0,146.45442574907102,-16.3493396582304
358,1,0,146.592108623319,-16.3519515070935
359,1,0,145.425170380538,-16.211180693322
360,1,0,145.562705130416,-16.2146741588594
361,1,0,145.70024621155198,-16.2180498352377
362,1,0,145.837793407226,-16.2213077145749
363,1,0,145.975346500657,-16.2244477892633
364,1,0,146.11290527501,-16.2274700519696
365,1,0,146.25046951339598,-16.2303744956354
366,1,0,146.388038998872,-16.233161113476502
367,1,0,146.525613514449,-16.2358298989839
368,1,0,145.497073141594,-16.0981278017199
369,1,0,145.634505411873,-16.1015597700164
370,1,0,145.77194389071698,-16.1048740343668
371,1,0,145.90938836187598,-16.1080705870433
372,1,0,146.046838609039,-16.111149420592
373,1,0,146.184294415843,-16.114110527833
374,1,0,146.321755565872,-16.1169539018602
375,1,0,146.459221842658,-16.1196795360418
376,1,0,145.43154352429,-15.9815533740854
377,1,0,145.568867106373,-15.9850415469502
378,1,0,145.706196990583,-15.988412108886099
379,1,0,145.843532961194,-15.991665052045901
380,1,0,145.980874802421,-15.9948003688556
381,1,0,146.118222298426,-15.997818052014502
382,1,0,146.255575233315,-16.0007180944951
383,1,0,146.392933391146,-16.0035004895434
384,1,0,145.366116062603,-15.8649509459462
385,1,0,145.503331079093,-15.8684952361918
386,1,0,145.640552490805,-15.8719220084482
387,1,0,145.777780082537,-15.875231254749
388,1,0,145.915013639028,-15.878422967400804
389,1,0,146.052252944963,-15.8814971389826
390,1,0,146.18949778497299,-15.884453762346098
391,1,0,146.326747943633,-15.8872928306159
392,1,0,145.30079054115802,-15.7483205871469
393,1,0,145.437897114599,-15.751920907748305
394,1,0,145.57501017589,-15.755403803222102
395,1,0,145.712129510355,-15.758769265483801
396,1,0,145.849254903255,-15.762017286720901
397,1,0,145.986386139799,-15.7651478593926
398,1,0,146.123523005135,-15.768160976230499
399,1,0,146.260665284363,-15.7710566302382
400,1,0,145.372564997979,-15.635318631480699
401,1,0,145.509569830868,-15.6388575632309
402,1,0,145.64658102962,-15.642279154435
403,1,0,145.78359838001998,-15.645583397162099
404,1,0,145.920621667795,-15.648770283752501
405,1,0,146.057650678615,-15.6518398068178
406,1,0,146.194685198098,-15.6547919592414
407,1,0,146.331725011809,-15.6576267341781
408,1,0,145.307334514849,-15.5186884771049
409,1,0,145.44423124129298,-15.5222833583518
410,1,0,145.581134425828,-15.5257609916414
411,1,0,145.71804385476102,-15.529121368924699
412,1,0,145.85495931433599,-15.532364482423501
413,1,0,145.991880590743,-15.5354903246305
414,1,0,146.128807470119,-15.538498888309
415,1,0,146.26573973854602,-15.5413901664937
416,1,0,145.242205451342,-15.4020305141921
417,1,0,145.378994193238,-15.405681258317196
418,1,0,145.515789484994,-15.4092148469962
419,1,0,145.652591113434,-15.4126312720628
420,1,0,145.789398865324,-15.415930525620801
421,1,0,145.92621252736998,-15.4191126000444
422,1,0,146.063031886225,-15.4221774879778
423,1,0,146.19985672848802,-15.425125182335501
424,1,0,145.31385847329798,-15.289051332714699
425,1,0,145.450545993652,-15.2926407902476
426,1,0,145.587239942519,-15.2961131764852
427,1,0,145.723940107181,-15.2994684834137
428,1,0,145.860646274863,-15.302706703289402
429,1,0,145.997358232731,-15.305827828637801
430,1,0,146.134075767901,-15.3088318522541
431,1,0,145.248823868588,-15.1723936509876
432,1,0,145.385403738855,-15.1760388909994
433,1,0,145.521990129007,-15.1795671519558
434,1,0,145.658582826844,-15.182978425726304
435,1,0,145.795181620103,-15.186272704449598
436,1,0,145.931786296467,-15.1894499805331
437,1,0,146.06839664356198,-15.1925102466535
438,1,0,145.320362508172,-15.059409218711
439,1,0,145.45684146041,-15.062993268093901
440,1,0,145.593326811765,-15.066460422337599
441,1,0,145.729818350488,-15.0698106734637
442,1,0,145.866315864775,-15.0730440137623
443,1,0,146.002819142766,-15.0761604357917
444,1,0,145.255422089689,-14.9427518426981
445,1,0,145.391793724753,-14.9463915943748
446,1,0,145.528171849911,-14.9499145428822
447,1,0,145.664556253928,-14.9533206801258
448,1,0,145.800946725512,-14.9566099982786
449,1,0,145.937343053314,-14.9597824897813
450,1,0,145.05432462472,-14.822254761338199
451,1,0,145.190582272006,-14.8260668321333
452,1,0,145.326846710574,-14.8297622001301
453,1,0,145.463117729762,-14.833340856851
454,1,0,145.599395118846,-14.836802794085695
455,1,0,145.735678667046,-14.8401480038906
456,1,0,145.87196816352198,-14.8433764785896
457,1,0,146.008263397379,-14.8464882107737
458,1,0,144.989692362393,-14.7054867466773
459,1,0,145.125842844236,-14.7093542560463
460,1,0,145.262000206925,-14.713105154548302
461,1,0,145.398164240309,-14.716739433591002
462,1,0,145.534334734177,-14.7202570848489
463,1,0,145.670511478255,-14.7236581002627
464,1,0,145.806694262214,-14.7269424720396
465,1,0,145.942882875667,-14.7301101926536
466,1,0,143.973068851555,-14.5579695391215
467,1,0,144.653095031932,-14.580496075346696
468,1,0,144.78912390074302,-14.5846519485558
469,1,0,144.925160158604,-14.588691320960699
470,1,0,145.06120359600402,-14.592614183324402
471,1,0,145.197254003369,-14.5964205266749
472,1,0,145.333311171056,-14.600110342306195
473,1,0,145.469374889363,-14.603683621777899
474,1,0,145.60544494852502,-14.6071403569153
475,1,0,145.741521138721,-14.610480539809801
476,1,0,145.877603250071,-14.6137041628187
477,1,0,143.77351487671,-14.435853278527501
478,1,0,143.90938740099898,-14.44076247707
479,1,0,144.04526865447,-14.4455553284648
480,1,0,144.181158428565,-14.450231821775
481,1,0,144.588876787872,-14.4635630477954
482,1,0,144.724798557361,-14.4677740046867
483,1,0,144.860727803553,-14.4718685527757
484,1,0,144.996664317447,-14.4758466827129
485,1,0,145.132607889978,-14.479708385413499
486,1,0,145.268558312012,-14.483453652058001
487,1,0,145.404515374356,-14.487082474091801
488,1,0,145.540478867752,-14.4905948432255
489,1,0,145.676448582884,-14.4939907514351
490,1,0,145.81242431037901,-14.497270190961899
491,1,0,143.710039697323,-14.3185650923597
492,1,0,143.845804731494,-14.323528735627198
493,1,0,143.981578578991,-14.3283761243272
494,1,0,144.117361031771,-14.3331072474151
495,1,0,144.253151881711,-14.3377220941098
496,1,0,144.388950920611,-14.342220653894
497,1,0,144.524757940196,-14.3466029165141
498,1,0,144.66057273211598,-14.350868871980698
499,1,0,144.796395087951,-14.355018510568302
500,1,0,144.932224799209,-14.3590518228155
501,1,0,145.068061657334,-14.3629687995254
502,1,0,145.203905453699,-14.366769431765402
503,1,0,145.339755979617,-14.3704537108673
504,1,0,145.475613026337,-14.3740216284274
505,1,0,145.611476385048,-14.377473176307001
506,1,0,145.74734584688,-14.3808083466318
507,1,0,143.646662966437,-14.201250378470002
508,1,0,143.78232063478,-14.206268381995402
509,1,0,143.917987200162,-14.2111702234519
510,1,0,144.053662455052,-14.2159558916875
511,1,0,144.18934619183796,-14.2206253758131
512,1,0,144.32503820283,-14.225178665202598
513,1,0,144.460738280263,-14.2296157494933
514,1,0,144.596446216297,-14.233936618585696
515,1,0,144.732161803019,-14.2381412626438
516,1,0,144.867884832446,-14.242229672095098
517,1,0,145.003615096527,-14.246201837630696
518,1,0,145.139352387143,-14.2500577502057
519,1,0,145.275096496112,-14.2537974010387
520,1,0,145.410847215187,-14.257420781612597
521,1,0,145.546604336062,-14.2609278836741
522,1,0,145.682367650371,-14.2643186992341
523,1,0,143.718934903109,-14.088981483239401
524,1,0,143.854494310154,-14.093937693061
525,1,0,143.990062490501,-14.0987778219716
526,1,0,144.125639237047,-14.1035018589747
527,1,0,144.261224342614,-14.1081097933359
528,1,0,144.396817599943,-14.1126016145839
529,1,0,144.532418801702,-14.116977312509697
530,1,0,144.668027740486,-14.121236877167304
531,1,0,144.80364420881799,-14.1253802988735
532,1,0,144.93926799915198,-14.1294075682083
533,1,0,145.074898903876,-14.1333186760146
534,1,0,145.21053671531,-14.1371136133988
535,1,0,145.346181225713,-14.1407923717305
536,1,0,145.48183222728,-14.1443549426426
537,1,0,145.617489512148,-14.1478013180317
538,1,0,143.655647329247,-13.9716681062867
539,1,0,143.79109970165,-13.9766786002389
540,1,0,143.92656093072202,-13.9815731055087
541,1,0,144.062030809867,-13.986351610992598
542,1,0,144.19750913241396,-13.991014105848803
543,1,0,144.33299569161198,-13.9955605794976
544,1,0,144.46849028063698,-13.9999910216211
545,1,0,144.60399269258698,-14.004305422163801
546,1,0,144.739502720492,-14.0085037713325
547,1,0,144.87502015731198,-14.0125860595964
548,1,0,145.010544795935,-14.016552277687099
549,1,0,145.146076429188,-14.0204024165989
550,1,0,145.28161484983,-14.024136467588804
551,1,0,145.41715985055902,-14.0277544221765
552,1,0,145.552711224012,-14.0312562721449
553,1,0,143.727803167844,-13.8593930119325
554,1,0,143.863157568827,-13.864341809402301
555,1,0,143.99852070333,-13.869174699126999
556,1,0,144.13389236518802,-13.8738916701578
557,1,0,144.269272348155,-13.878492711807196
558,1,0,144.404660445912,-13.882977813649195
559,1,0,144.540056452063,-13.887346965519097
560,1,0,144.675460160142,-13.8916001575141
561,1,0,144.810871363611,-13.895737379993301
562,1,0,144.946289855862,-13.8997586235775
563,1,0,145.081715430223,-13.903663879149402
564,1,0,145.21714787995398,-13.907453137853999
565,1,0,145.352586998255,-13.911126391098499
566,1,0,145.488032578263,-13.914683630552199
567,1,0,143.664604502435,-13.742080994952099
568,1,0,143.799852198437,-13.747084000618699
569,1,0,143.935108710979,-13.7519711905003
570,1,0,144.07037383440002,-13.7567425535415
571,1,0,144.20564736296,-13.7613980789475
572,1,0,144.340929090844,-13.765937756184499
573,1,0,144.476218812159,-13.770361574979502
574,1,0,144.611516320942,-13.7746695253207
575,1,0,144.746821411157,-13.778861597457302
576,1,0,144.882133876698,-13.7829377818998
577,1,0,145.017453511393,-13.7868980694202
578,1,0,145.152780109003,-13.7907424510518
579,1,0,145.288113463227,-13.794470918089699
580,1,0,145.42345336769898,-13.7980834620904
581,1,0,143.736644613679,-13.629799745987404
582,1,0,143.87179462686,-13.6347411520976
583,1,0,144.00695333402,-13.6395668231406
584,1,0,144.142120529922,-13.644276748215
585,1,0,144.277296009253,-13.648870916679401
586,1,0,144.412479566623,-13.6533493181531
587,1,0,144.54767099657101,-13.6577119425157
588,1,0,144.682870093561,-13.6619587799073
589,1,0,144.81807665198798,-13.6660898207286
590,1,0,144.953290466178,-13.670105055641198
591,1,0,145.088511330394,-13.6740044755674
592,1,0,145.223739038829,-13.6777880716906
593,1,0,145.35897338561898,-13.681455835455301
594,1,0,143.67353460918198,-13.5124891122013
595,1,0,143.80857824552496,-13.5174846507675
596,1,0,143.94363065852102,-13.522364545959102
597,1,0,144.078691643437,-13.5271287867687
598,1,0,144.213760995461,-13.5317773624483
599,1,0,144.348838509706,-13.5363102625095
600,1,0,144.483923981208,-13.540727476724
601,1,0,144.619017204933,-13.545028995123301
602,1,0,144.754117975774,-13.5492148079989
603,1,0,144.889226088557,-13.5532849059024
604,1,0,145.024341338041,-13.5572392796458
605,1,0,145.159463518917,-13.561077920301399
606,1,0,145.294592425817,-13.564800819201698
607,1,0,143.745459362029,-13.4002017532219
608,1,0,143.88040560288,-13.405135788864
609,1,0,144.015360498405,-13.4099542616308
610,1,0,144.150323844294,-13.414657160668002
611,1,0,144.28529543615699,-13.4192444753805
612,1,0,144.420275069533,-13.4237161954323
613,1,0,144.55526253988302,-13.4280723107469
614,1,0,144.6902576426,-13.432312811507002
615,1,0,144.825260173006,-13.436437688155
616,1,0,144.960269926357,-13.4404469313928
617,1,0,145.095286697841,-13.4443405321821
618,1,0,145.230310282582,-13.448118481744599
619,1,0,143.682437771927,-13.282892526036699
620,1,0,143.817277962573,-13.2878806185858
621,1,0,143.952126890226,-13.292753239686403
622,1,0,144.08698435107402,-13.297510378378401
623,1,0,144.221850141228,-13.302152023960302
624,1,0,144.356724056723,-13.306678165989402
625,1,0,144.491605893518,-13.311088794281199
626,1,0,144.626495447504,-13.3153838989105
627,1,0,144.761392514499,-13.3195634702107
628,1,0,144.896296890251,-13.3236274987745
629,1,0,145.031208370446,-13.3275759754535
