species,pu,amount
12,0,76146210.79643922
22,0,91.0
25,0,91.0
26,0,0.9999999999999664
27,0,0.006392407899999997
28,0,0.0013961338716730201
29,0,0.006392407899999998
12,1,40524764.27550471
22,1,91.0
25,1,91.0
26,1,0.9999999999999668
27,1,0.004669656271794871
28,1,0.00110162110458292
29,1,0.004669656271794872
12,2,181154249.445363
22,2,104.0
23,2,632.6410214039583
25,2,104.0
26,2,0.9999999999999682
27,2,0.004552410399999999
28,2,0.0010815554554717839
29,2,0.004552410399999998
12,3,106351934.752169
22,3,104.0
23,3,632.6410214039583
25,3,104.0
26,3,0.9999999999999671
27,3,0.004388245069230769
28,3,0.001039410062794841
29,3,0.004388245069230764
12,4,23406928.269807
22,4,104.0
23,4,632.6410214039583
25,4,104.0
26,4,0.9999999999999686
27,4,0.006555753107692312
28,4,0.0014122476813768284
29,4,0.006555753107692308
18,5,11996.1768717168
22,5,22.0
23,5,14.868526531794593
25,5,22.0
26,5,0.9999999999999668
27,5,0.006272525148717952
28,5,0.0013548258185826219
29,5,0.006272525148717953
12,6,67072157.2087865
22,6,91.0
25,6,91.0
26,6,0.9999999999999677
27,6,0.0067567774666666735
28,6,0.0014274793294642852
29,6,0.00675677746666667
12,7,170718813.789112
22,7,96.0
23,7,34.4522916892261
25,7,96.0
26,7,0.9999999999999674
27,7,0.007603524030769226
28,7,0.0015797031393137836
29,7,0.007603524030769225
12,8,62128511.6519389
22,8,162.0
23,8,1129.7397859105272
25,8,162.0
26,8,0.9999999999999677
27,8,0.005724541648717949
28,8,0.001164181444608871
29,8,0.005724541648717947
22,9,94.0
23,9,213.19758919032225
25,9,94.0
26,9,0.999999999999968
27,9,0.00529883460769231
28,9,0.00116264442662896
29,9,0.005298834607692315
22,10,16.0
25,10,16.0
26,10,0.9999999999999679
27,10,0.009024411043589751
28,10,0.0018551243832667693
29,10,0.009024411043589751
18,11,10128.3701042794
22,11,22.0
23,11,14.868526531794593
25,11,22.0
26,11,0.999999999999968
27,11,0.010469739402564104
28,11,0.0021110007956546112
29,11,0.0104697394025641
18,12,279618.514689053
22,12,22.0
23,12,14.868526531794593
25,12,22.0
26,12,0.9999999999999676
27,12,0.006759407620512819
28,12,0.0014408408685263004
29,12,0.006759407620512819
12,13,15111054.508295001
22,13,91.0
25,13,91.0
26,13,0.9999999999999674
27,13,0.005298800076923074
28,13,0.0011271572496719257
29,13,0.005298800076923071
12,14,182603975.642256
22,14,153.0
23,14,366.2531892650142
25,14,153.0
26,14,0.999999999999967
27,14,0.008268687625641025
28,14,0.0016626044097051843
29,14,0.00826868762564103
12,15,35951568.0605489
22,15,153.0
23,15,366.2531892650142
25,15,153.0
26,15,0.9999999999999665
27,15,0.00851388114358975
28,15,0.0015044533324799255
29,15,0.008513881143589757
22,16,82.0
25,16,82.0
26,16,0.9999999999999661
27,16,0.008929167617948711
28,16,0.0015628634980276884
29,16,0.008929167617948713
22,17,94.0
23,17,213.19758919032225
25,17,94.0
26,17,0.999999999999967
27,17,0.0072470546948717966
28,17,0.0014515080404185195
29,17,0.007247054694871795
22,18,16.0
25,18,16.0
26,18,0.9999999999999667
27,18,0.010073579833333339
28,18,0.002029089746264884
29,18,0.010073579833333339
22,19,16.0
25,19,16.0
26,19,0.9999999999999667
27,19,0.009571079969230768
28,19,0.0019600561110774484
29,19,0.009571079969230767
12,20,17455806.954698402
22,20,91.0
25,20,91.0
26,20,0.9999999999999679
27,20,0.006640631748717944
28,20,0.001284170216385297
29,20,0.006640631748717944
12,21,21646436.5207734
22,21,91.0
25,21,91.0
26,21,0.9999999999999665
27,21,0.006589527771794874
28,21,0.0012825272208052527
29,21,0.006589527771794873
12,22,35248463.243565395
22,22,91.0
25,22,91.0
26,22,0.999999999999967
27,22,0.0068655092230769255
28,22,0.0013473366648606034
29,22,0.006865509223076927
12,23,141508968.252377
22,23,153.0
23,23,366.2531892650142
25,23,153.0
26,23,0.9999999999999668
27,23,0.008159913587179489
28,23,0.0015547082523771016
29,23,0.008159913587179485
12,24,1754350.25191392
22,24,153.0
23,24,366.2531892650142
25,24,153.0
26,24,0.9999999999999679
27,24,0.010651950992307693
28,24,0.001736809179239015
29,24,0.010651950992307684
22,25,84.0
23,25,8.004935241243354
25,25,84.0
26,25,0.9999999999999665
27,25,0.012348317789743586
28,25,0.0020057073970102058
29,25,0.012348317789743584
22,26,82.0
25,26,82.0
26,26,0.9999999999999676
27,26,0.009848699761538458
28,26,0.001697127859759842
29,26,0.009848699761538461
17,27,9189314.51990268
22,27,162.0
23,27,1916.5832399088792
25,27,162.0
26,27,0.9999999999999677
27,27,0.006791251387179489
28,27,0.0014072862255423324
29,27,0.006791251387179488
22,28,16.0
25,28,16.0
26,28,0.9999999999999658
27,28,0.008960022958974363
28,28,0.001884993798665715
29,28,0.008960022958974363
22,29,16.0
25,29,16.0
26,29,0.9999999999999674
27,29,0.0058780087743589724
28,29,0.0013179846197004992
29,29,0.005878008774358972
12,30,17578132.3531318
22,30,91.0
25,30,91.0
26,30,0.9999999999999685
27,30,0.005062642774358974
28,30,0.001035350784075498
29,30,0.005062642774358976
7,31,67295551.74342321
12,31,49784149.3423198
22,31,91.0
25,31,91.0
26,31,0.9999999999999692
27,31,0.009630282448717949
28,31,0.0017589232684514255
29,31,0.009630282448717945
7,32,161475533.674425
12,32,25688034.000726998
22,32,91.0
25,32,91.0
26,32,0.9999999999999685
27,32,0.011090170310256409
28,32,0.002003252013904439
29,32,0.011090170310256407
7,33,43577191.4529019
12,33,136280246.11794698
22,33,91.0
25,33,91.0
26,33,0.9999999999999691
27,33,0.009311985146153851
28,33,0.001726892530177938
29,33,0.009311985146153858
12,34,86756540.6376927
22,34,153.0
23,34,366.2531892650142
25,34,153.0
26,34,0.9999999999999659
27,34,0.008867296835897437
28,34,0.0015481385886960777
29,34,0.00886729683589744
22,35,84.0
23,35,8.004935241243354
25,35,84.0
26,35,0.999999999999967
27,35,0.012172764456410252
28,35,0.0019161301206917587
29,35,0.012172764456410256
22,36,84.0
23,36,8.004935241243354
25,36,84.0
26,36,0.9999999999999667
27,36,0.013559284279487176
28,36,0.0021221694018051882
29,36,0.013559284279487174
22,37,84.0
23,37,8.004935241243354
25,37,84.0
26,37,0.9999999999999677
27,37,0.012010588684615388
28,37,0.001965344064673078
29,37,0.012010588684615386
17,38,87180607.3660693
22,38,151.0
23,38,499.76647786275987
25,38,151.0
26,38,0.9999999999999688
27,38,0.0052468990179487165
28,38,0.0010467733016978763
29,38,0.005246899017948716
8,39,3598564.8604141
22,39,180.0
23,39,4193.912083302482
25,39,180.0
26,39,0.9999999999999679
27,39,0.00503948014102564
28,39,0.0011397252169759616
29,39,0.005039480141025639
17,40,4715152.0560086
22,40,101.0
23,40,1280.841641833727
25,40,101.0
26,40,0.9999999999999674
27,40,0.004005985389743592
28,40,0.0011213435997649997
29,40,0.004005985389743595
12,41,6026779.19367021
22,41,91.0
25,41,91.0
26,41,0.9999999999999689
27,41,0.005327481371794873
28,41,0.0010840346703653763
29,41,0.005327481371794874
7,42,6161964.89536068
12,42,46081999.84464721
14,42,603189.675198246
22,42,91.0
25,42,91.0
26,42,0.9999999999999689
27,42,0.008805548641025635
28,42,0.0016300292938562597
29,42,0.008805548641025633
7,43,116777992.73864399
12,43,60462379.63910329
14,43,1895887.64069539
22,43,91.0
25,43,91.0
26,43,0.9999999999999692
27,43,0.010732631261538462
28,43,0.0019443142292796395
29,43,0.010732631261538467
7,44,57446015.225354396
12,44,74182968.2906011
22,44,96.0
23,44,34.4522916892261
25,44,96.0
26,44,0.9999999999999677
27,44,0.01025434185384616
28,44,0.0018435535930236516
29,44,0.01025434185384616
7,45,187659034.348753
22,45,91.0
25,45,91.0
26,45,0.9999999999999682
27,45,0.00971355827179487
28,45,0.0017549404925632018
29,45,0.009713558271794872
7,46,119605723.672292
12,46,2064.55900422391
22,46,153.0
23,46,366.2531892650142
25,46,153.0
26,46,0.9999999999999667
27,46,0.008891800705128204
28,46,0.001563578155885518
29,46,0.0088918007051282
7,47,1677143.50966728
12,47,23625850.200173397
22,47,153.0
23,47,366.2531892650142
25,47,153.0
26,47,0.9999999999999697
27,47,0.010656804528205126
28,47,0.001704587672158026
29,47,0.010656804528205126
22,48,82.0
25,48,82.0
26,48,0.9999999999999686
27,48,0.013336999664102568
28,48,0.00204992838945638
29,48,0.013336999664102567
22,49,82.0
25,49,82.0
26,49,0.9999999999999674
27,49,0.01388386703846153
28,49,0.0021356935058053817
29,49,0.013883867038461534
22,50,82.0
25,50,82.0
26,50,0.9999999999999679
27,50,0.01205283752820512
28,50,0.0019302943238463425
29,50,0.012052837528205117
8,51,30143466.8221595
17,51,14805542.608798001
22,51,172.0
23,51,1002.1985765493081
25,51,172.0
26,51,0.9999999999999688
27,51,0.007759050805128207
28,51,0.0014002899081518828
29,51,0.00775905080512821
8,52,67811327.357164
17,52,69789301.5677637
22,52,172.0
23,52,1002.1985765493081
25,52,172.0
26,52,0.9999999999999667
27,52,0.004494837397435899
28,52,0.0010188560469812518
29,52,0.004494837397435906
8,53,41288189.983398795
17,53,42415507.936030395
22,53,115.0
23,53,4.369572933765798
25,53,115.0
26,53,0.9999999999999661
27,53,0.0030115793384615378
28,53,0.0009776005111172023
29,53,0.0030115793384615395
17,54,17565247.599728398
22,54,87.0
23,54,0.06302521008403361
25,54,87.0
26,54,0.9999999999999656
27,54,0.0020461469205128205
28,54,0.0007847743317960518
29,54,0.0020461469205128196
12,55,3128309.73587516
26,55,2.5143761055286053e-16
28,55,0.00023304591004550987
7,56,41515949.2451558
