"planning_unit","number"
321,4
320,0
319,0
318,0
317,20
316,0
315,20
314,0
313,0
312,0
311,0
310,0
309,0
308,0
307,0
306,0
305,0
304,20
303,20
302,17
301,6
300,1
299,2
298,0
297,20
296,20
295,0
294,11
293,0
292,0
291,2
290,0
289,0
288,20
287,0
286,16
285,0
284,0
283,9
282,3
281,1
280,20
279,20
278,1
277,0
276,12
275,20
274,0
273,0
272,20
271,20
270,20
269,3
268,1
267,0
266,0
265,0
264,0
263,0
262,0
261,20
260,0
259,0
258,0
257,0
256,0
255,20
254,20
253,0
252,0
251,2
250,3
249,20
248,0
247,20
246,0
245,3
244,0
243,0
242,0
241,20
240,20
239,1
238,1
237,19
236,0
235,0
234,0
233,0
232,0
231,0
230,20
229,0
228,9
227,0
226,8
225,0
224,0
223,14
222,20
221,20
220,0
219,20
218,0
217,19
216,0
215,20
214,5
213,1
212,0
211,20
210,8
209,1
208,20
207,0
206,19
205,17
204,0
203,1
202,20
201,0
200,0
199,0
198,0
197,0
196,0
195,0
194,0
193,0
192,18
191,0
190,3
189,20
188,19
187,20
186,0
185,7
184,0
183,0
182,20
181,15
180,0
179,0
178,20
177,0
176,0
175,0
174,0
173,0
172,0
171,20
170,0
169,0
168,4
167,20
166,20
165,0
164,1
163,0
162,20
161,20
160,0
159,0
158,0
157,0
156,0
155,0
154,0
153,0
152,16
151,0
150,0
149,12
148,0
147,0
146,18
145,0
144,0
143,20
142,0
141,0
140,0
139,0
138,0
137,15
136,0
135,0
134,0
133,0
132,0
131,0
130,0
129,7
128,0
127,0
126,0
125,0
124,20
123,0
122,11
121,0
120,20
119,0
118,0
117,0
116,0
115,0
114,19
113,0
112,0
111,0
110,0
109,0
108,0
107,0
106,12
105,0
104,4
103,0
102,1
101,20
100,0
99,0
98,0
97,0
96,0
95,1
94,0
93,0
92,0
91,0
90,2
89,0
88,0
87,0
86,1
85,0
84,0
83,1
82,0
81,0
80,0
79,0
78,0
77,0
76,0
75,0
74,0
73,0
72,0
71,0
70,0
69,0
68,20
67,12
66,20
65,0
64,0
63,1
62,0
61,7
60,0
59,0
58,0
57,0
56,0
55,0
54,0
53,0
52,0
51,0
50,0
49,0
48,0
47,0
46,0
45,1
44,0
43,0
42,0
41,0
40,1
39,0
38,0
37,0
36,0
35,3
34,3
33,20
32,20
31,1
30,0
29,2
28,0
27,0
26,0
25,3
24,0
23,0
22,0
21,3
20,19
19,2
18,0
17,0
16,0
15,0
14,0
13,0
12,0
11,13
10,0
9,0
8,0
7,0
6,20
5,20
4,0
3,20
2,0
1,20
