"planning_unit","number"
321,1
320,1
319,4
318,0
317,20
316,1
315,3
314,1
313,2
312,0
311,0
310,2
309,2
308,1
307,4
306,0
305,0
304,8
303,1
302,1
301,1
300,2
299,8
298,1
297,3
296,0
295,2
294,3
293,1
292,1
291,3
290,1
289,1
288,1
287,1
286,0
285,1
284,2
283,1
282,0
281,0
280,1
279,4
278,0
277,6
276,4
275,1
274,1
273,1
272,5
271,0
270,1
269,1
268,1
267,4
266,0
265,2
264,3
263,0
262,0
261,4
260,2
259,0
258,1
257,3
256,0
255,8
254,3
253,1
252,1
251,0
250,1
249,3
248,1
247,10
246,1
245,1
244,0
243,0
242,3
241,1
240,0
239,0
238,3
237,4
236,0
235,0
234,0
233,0
232,1
231,4
230,1
229,0
228,2
227,2
226,2
225,1
224,2
223,0
222,0
221,3
220,2
219,0
218,2
217,5
216,4
215,1
214,3
213,0
212,3
211,0
210,2
209,0
208,2
207,0
206,0
205,1
204,1
203,1
202,2
201,1
200,2
199,1
198,10
197,1
196,0
195,1
194,0
193,3
192,0
191,4
190,2
189,2
188,0
187,0
186,1
185,16
184,1
183,1
182,0
181,0
180,2
179,0
178,3
177,0
176,1
175,0
174,2
173,0
172,0
171,1
170,3
169,2
168,1
167,0
166,1
165,0
164,0
163,2
162,1
161,1
160,0
159,2
158,2
157,0
156,4
155,1
154,2
153,3
152,2
151,0
150,1
149,4
148,1
147,0
146,0
145,2
144,2
143,20
142,1
141,0
140,7
139,0
138,0
137,0
136,2
135,3
134,1
133,1
132,0
131,1
130,1
129,3
128,0
127,0
126,1
125,5
124,1
123,1
122,6
121,5
120,4
119,5
118,2
117,0
116,0
115,1
114,2
113,0
112,1
111,3
110,3
109,1
108,4
107,5
106,1
105,2
104,4
103,3
102,1
101,0
100,3
99,2
98,0
97,3
96,3
95,1
94,1
93,3
92,0
91,1
90,1
89,2
88,1
87,2
86,3
85,1
84,0
83,1
82,1
81,2
80,0
79,2
78,2
77,3
76,2
75,2
74,0
73,1
72,0
71,0
70,0
69,1
68,2
67,0
66,10
65,0
64,0
63,1
62,1
61,0
60,2
59,0
58,0
57,2
56,3
55,0
54,1
53,0
52,7
51,0
50,1
49,0
48,0
47,0
46,1
45,0
44,3
43,0
42,1
41,3
40,2
39,2
38,4
37,0
36,2
35,3
34,2
33,1
32,0
31,1
30,2
29,3
28,0
27,0
26,5
25,4
24,7
23,1
22,3
21,2
20,3
19,9
18,0
17,2
16,3
15,0
14,3
13,3
12,2
11,13
10,1
9,2
8,4
7,1
6,2
5,20
4,3
3,0
2,1
1,20
