"planning_unit","number"
321,3
320,0
319,1
318,1
317,20
316,0
315,9
314,0
313,0
312,0
311,0
310,0
309,0
308,0
307,0
306,0
305,0
304,9
303,0
302,0
301,0
300,2
299,8
298,0
297,1
296,0
295,1
294,0
293,0
292,0
291,2
290,0
289,0
288,0
287,0
286,0
285,0
284,0
283,0
282,0
281,0
280,0
279,2
278,0
277,0
276,0
275,0
274,0
273,0
272,0
271,0
270,0
269,0
268,0
267,0
266,0
265,0
264,0
263,0
262,0
261,0
260,0
259,0
258,0
257,0
256,0
255,2
254,0
253,0
252,0
251,0
250,0
249,0
248,0
247,5
246,1
245,1
244,1
243,0
242,0
241,1
240,0
239,0
238,7
237,2
236,2
235,4
234,2
233,3
232,2
231,11
230,4
229,7
228,16
227,16
226,13
225,14
224,15
223,17
222,19
221,17
220,15
219,20
218,20
217,19
216,14
215,19
214,18
213,15
212,17
211,12
210,7
209,14
208,15
207,7
206,3
205,6
204,7
203,15
202,13
201,9
200,9
199,7
198,16
197,5
196,8
195,9
194,3
193,3
192,3
191,14
190,14
189,12
188,8
187,12
186,8
185,15
184,8
183,8
182,10
181,10
180,4
179,2
178,8
177,8
176,6
175,9
174,4
173,1
172,10
171,9
170,8
169,0
168,4
167,12
166,7
165,5
164,6
163,8
162,1
161,4
160,6
159,5
158,4
157,0
156,1
155,1
154,2
153,3
152,2
151,3
150,0
149,5
148,2
147,1
146,2
145,1
144,0
143,20
142,4
141,2
140,6
139,0
138,1
137,3
136,0
135,1
134,2
133,1
132,1
131,0
130,1
129,6
128,0
127,1
126,0
125,4
124,0
123,0
122,4
121,0
120,0
119,3
118,0
117,1
116,0
115,0
114,0
113,0
112,0
111,0
110,0
109,0
108,1
107,0
106,0
105,0
104,1
103,0
102,1
101,0
100,0
99,1
98,0
97,0
96,0
95,0
94,0
93,1
92,0
91,0
90,0
89,0
88,0
87,0
86,0
85,0
84,0
83,0
82,0
81,0
80,0
79,0
78,0
77,0
76,0
75,0
74,0
73,0
72,0
71,0
70,0
69,0
68,0
67,0
66,13
65,0
64,0
63,0
62,0
61,0
60,0
59,0
58,0
57,0
56,0
55,0
54,0
53,0
52,4
51,0
50,0
49,0
48,0
47,2
46,0
45,0
44,1
43,0
42,0
41,0
40,0
39,0
38,0
37,0
36,0
35,0
34,0
33,0
32,0
31,0
30,0
29,9
28,0
27,0
26,1
25,0
24,0
23,0
22,0
21,0
20,0
19,2
18,0
17,0
16,0
15,0
14,0
13,0
12,0
11,11
10,0
9,1
8,0
7,0
6,0
5,20
4,0
3,0
2,0
1,20
