"planning_unit","number"
321,0
320,1
319,4
318,1
317,20
316,2
315,3
314,3
313,2
312,3
311,0
310,1
309,3
308,1
307,2
306,0
305,0
304,6
303,3
302,1
301,1
300,1
299,8
298,1
297,3
296,2
295,5
294,7
293,0
292,2
291,2
290,2
289,4
288,1
287,0
286,0
285,1
284,3
283,2
282,0
281,2
280,2
279,3
278,0
277,3
276,2
275,2
274,1
273,3
272,9
271,1
270,0
269,2
268,0
267,1
266,1
265,1
264,2
263,1
262,1
261,5
260,4
259,0
258,0
257,1
256,1
255,5
254,3
253,1
252,2
251,1
250,1
249,2
248,1
247,10
246,1
245,3
244,0
243,0
242,1
241,2
240,2
239,0
238,1
237,4
236,2
235,0
234,0
233,3
232,1
231,3
230,0
229,0
228,2
227,0
226,2
225,1
224,2
223,2
222,0
221,5
220,0
219,0
218,1
217,1
216,1
215,1
214,0
213,0
212,0
211,0
210,0
209,1
208,3
207,1
206,1
205,1
204,0
203,3
202,1
201,3
200,1
199,5
198,11
197,0
196,2
195,2
194,1
193,0
192,1
191,2
190,0
189,8
188,0
187,0
186,0
185,10
184,0
183,0
182,0
181,0
180,1
179,1
178,2
177,0
176,2
175,0
174,2
173,0
172,0
171,2
170,4
169,2
168,4
167,0
166,1
165,1
164,0
163,0
162,2
161,1
160,0
159,1
158,2
157,2
156,1
155,2
154,1
153,2
152,5
151,0
150,2
149,4
148,0
147,2
146,0
145,4
144,0
143,20
142,0
141,0
140,10
139,0
138,0
137,3
136,1
135,0
134,1
133,1
132,2
131,0
130,0
129,6
128,1
127,1
126,0
125,10
124,0
123,1
122,1
121,1
120,2
119,2
118,3
117,0
116,1
115,0
114,1
113,1
112,0
111,5
110,1
109,0
108,1
107,3
106,1
105,1
104,3
103,1
102,1
101,1
100,3
99,1
98,1
97,2
96,1
95,4
94,1
93,3
92,1
91,0
90,2
89,1
88,1
87,3
86,3
85,4
84,0
83,1
82,4
81,4
80,1
79,0
78,3
77,1
76,3
75,1
74,1
73,1
72,0
71,0
70,0
69,0
68,1
67,0
66,11
65,0
64,1
63,4
62,3
61,3
60,0
59,0
58,0
57,3
56,1
55,0
54,0
53,0
52,5
51,0
50,3
49,1
48,1
47,1
46,3
45,0
44,1
43,1
42,1
41,0
40,1
39,0
38,1
37,0
36,2
35,1
34,2
33,1
32,0
31,1
30,1
29,5
28,0
27,0
26,9
25,3
24,2
23,4
22,3
21,2
20,2
19,4
18,1
17,0
16,1
15,0
14,0
13,3
12,2
11,16
10,3
9,3
8,2
7,0
6,1
5,20
4,1
3,2
2,1
1,20
