"planning_unit","number"
321,4
320,1
319,4
318,0
317,20
316,4
315,3
314,1
313,1
312,0
311,0
310,1
309,1
308,1
307,0
306,0
305,0
304,5
303,0
302,0
301,0
300,6
299,8
298,1
297,3
296,3
295,2
294,6
293,0
292,3
291,1
290,0
289,1
288,2
287,0
286,0
285,1
284,1
283,1
282,0
281,5
280,0
279,5
278,0
277,2
276,9
275,1
274,0
273,0
272,4
271,0
270,0
269,0
268,1
267,2
266,1
265,0
264,1
263,1
262,2
261,7
260,3
259,1
258,2
257,0
256,2
255,7
254,1
253,2
252,5
251,4
250,0
249,1
248,0
247,14
246,1
245,1
244,0
243,0
242,1
241,3
240,2
239,2
238,2
237,2
236,0
235,1
234,2
233,1
232,1
231,3
230,3
229,0
228,1
227,0
226,2
225,0
224,4
223,0
222,0
221,2
220,0
219,0
218,1
217,4
216,0
215,2
214,2
213,0
212,1
211,0
210,2
209,1
208,0
207,0
206,1
205,1
204,0
203,0
202,1
201,2
200,1
199,4
198,7
197,1
196,1
195,0
194,0
193,2
192,1
191,3
190,3
189,5
188,1
187,3
186,2
185,20
184,1
183,1
182,3
181,2
180,3
179,0
178,1
177,0
176,2
175,1
174,0
173,0
172,1
171,1
170,3
169,2
168,1
167,0
166,1
165,3
164,0
163,2
162,4
161,1
160,1
159,2
158,1
157,1
156,1
155,3
154,0
153,3
152,0
151,2
150,0
149,2
148,1
147,0
146,0
145,2
144,2
143,20
142,1
141,1
140,10
139,1
138,2
137,2
136,2
135,2
134,0
133,0
132,4
131,0
130,2
129,3
128,1
127,1
126,0
125,3
124,2
123,0
122,10
121,3
120,5
119,6
118,1
117,0
116,0
115,1
114,0
113,2
112,0
111,0
110,2
109,0
108,1
107,2
106,1
105,1
104,4
103,0
102,0
101,1
100,5
99,0
98,0
97,1
96,1
95,3
94,2
93,1
92,1
91,1
90,2
89,0
88,3
87,2
86,3
85,2
84,2
83,0
82,2
81,0
80,1
79,1
78,2
77,1
76,1
75,1
74,0
73,3
72,0
71,0
70,0
69,1
68,2
67,1
66,9
65,0
64,1
63,4
62,1
61,1
60,3
59,0
58,0
57,3
56,3
55,0
54,1
53,0
52,4
51,0
50,0
49,2
48,2
47,1
46,1
45,2
44,2
43,0
42,0
41,0
40,2
39,0
38,4
37,2
36,0
35,2
34,0
33,1
32,2
31,1
30,0
29,2
28,1
27,0
26,4
25,1
24,4
23,3
22,2
21,2
20,3
19,13
18,1
17,2
16,2
15,0
14,1
13,0
12,0
11,16
10,2
9,3
8,0
7,0
6,1
5,20
4,2
3,2
2,1
1,20
