"planning_unit","number"
321,0
320,19
319,20
318,0
317,20
316,1
315,20
314,0
313,0
312,0
311,1
310,0
309,0
308,0
307,0
306,1
305,0
304,8
303,0
302,2
301,0
300,0
299,10
298,0
297,17
296,11
295,1
294,9
293,0
292,3
291,0
290,0
289,6
288,19
287,19
286,14
285,0
284,0
283,1
282,2
281,20
280,0
279,20
278,0
277,20
276,20
275,1
274,20
273,0
272,20
271,19
270,0
269,0
268,1
267,20
266,0
265,0
264,0
263,0
262,0
261,20
260,20
259,0
258,0
257,20
256,0
255,18
254,20
253,16
252,18
251,16
250,2
249,20
248,0
247,15
246,0
245,20
244,0
243,1
242,0
241,20
240,20
239,14
238,20
237,20
236,20
235,1
234,0
233,0
232,0
231,0
230,20
229,20
228,20
227,0
226,20
225,0
224,2
223,13
222,0
221,5
220,0
219,11
218,20
217,20
216,0
215,1
214,20
213,0
212,0
211,20
210,17
209,0
208,20
207,0
206,0
205,0
204,0
203,6
202,20
201,2
200,20
199,0
198,5
197,1
196,9
195,0
194,0
193,0
192,13
191,0
190,2
189,6
188,1
187,20
186,20
185,20
184,20
183,0
182,20
181,20
180,0
179,0
178,20
177,0
176,1
175,0
174,0
173,0
172,19
171,6
170,18
169,1
168,10
167,14
166,14
165,0
164,0
163,1
162,19
161,2
160,0
159,0
158,0
157,0
156,0
155,0
154,0
153,0
152,14
151,0
150,0
149,2
148,0
147,7
146,18
145,0
144,1
143,20
142,0
141,0
140,5
139,0
138,0
137,15
136,2
135,0
134,0
133,0
132,0
131,0
130,0
129,10
128,0
127,0
126,0
125,2
124,20
123,0
122,10
121,0
120,20
119,0
118,0
117,0
116,0
115,0
114,20
113,0
112,2
111,0
110,0
109,1
108,0
107,0
106,16
105,4
104,1
103,0
102,0
101,16
100,0
99,0
98,0
97,0
96,0
95,0
94,0
93,0
92,0
91,0
90,13
89,0
88,0
87,0
86,0
85,0
84,0
83,0
82,0
81,0
80,0
79,0
78,0
77,0
76,1
75,0
74,0
73,0
72,0
71,0
70,0
69,0
68,3
67,0
66,20
65,0
64,0
63,0
62,3
61,4
60,3
59,0
58,0
57,0
56,0
55,0
54,0
53,0
52,13
51,0
50,15
49,1
48,0
47,0
46,0
45,20
44,0
43,0
42,2
41,0
40,3
39,7
38,0
37,20
36,0
35,20
34,5
33,20
32,17
31,20
30,0
29,19
28,19
27,20
26,18
25,0
24,4
23,0
22,0
21,2
20,16
19,20
18,0
17,14
16,2
15,15
14,14
13,11
12,0
11,20
10,2
9,13
8,20
7,20
6,20
5,20
4,0
3,19
2,0
1,20
