"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
38,,0.000000,0.226066,0,225,0,0,,1.000000
37,,0.000000,7186.415111,0,224,0,0,,1.000000
36,,224.700000,225.000000,0,225,0,0,yes,1.000000
35,,0.000000,284.936684,0,225,0,0,,1.000000
34,,0.000000,10952.207008,0,224,0,0,,1.000000
33,,0.000000,39947.000000,0,225,0,0,,1.000000
32,,0.000000,273.202973,0,225,0,0,,1.000000
31,,0.000000,273.202973,0,225,0,0,,1.000000
30,,0.000000,0.686589,0,225,0,0,,1.000000
29,,0.000000,0.419662,0,225,0,0,,1.000000
28,,0.000000,284.936684,0,225,0,0,,1.000000
27,,0.000000,42515.411769,0,223,0,0,,1.000000
26,,0.000000,39947.000000,0,225,0,0,,1.000000
25,,83.960600,576.235000,0,14,0,0,yes,1.000000
24,,208.627000,1368.468000,0,65,0,0,yes,1.000000
23,,111.385700,754.026000,0,61,0,0,yes,1.000000
22,,47.074880,360.013600,0,42,0,0,yes,1.000000
21,,25.215290,189.372800,0,32,0,0,yes,1.000000
20,,2000.000000,10000.000000,0,1,0,0,yes,1.000000
19,,8000.000000,70000.000000,0,6,0,0,yes,1.000000
18,,3000.000000,30000.000000,0,1,0,0,yes,1.000000
17,,15000.000000,90000.000000,0,8,0,0,yes,1.000000
16,,1000.000000,10000.000000,0,1,0,0,yes,1.000000
15,,11000.000000,80000.000000,0,5,0,0,yes,1.000000
14,,17000.000000,160000.000000,0,13,0,0,yes,1.000000
13,,7000.000000,10000.000000,0,1,0,0,yes,1.000000
12,,4000.000000,40000.000000,0,3,0,0,yes,1.000000
11,,1000.000000,10000.000000,0,1,0,0,yes,1.000000
10,,1000.000000,10000.000000,0,1,0,0,yes,1.000000
9,,1527000.000000,12780000.000000,0,8,0,0,yes,1.000000
8,,155863000.000000,1145150000.000000,0,54,0,0,yes,1.000000
7,,141523000.000000,1008960000.000000,0,57,0,0,yes,1.000000
6,,10969000.000000,66000000.000000,0,30,0,0,yes,1.000000
5,,1726000.000000,12830000.000000,0,15,0,0,yes,1.000000
4,,1458000.000000,9150000.000000,0,15,0,0,yes,1.000000
3,,1713000.000000,9220000.000000,0,3,0,0,yes,1.000000
2,,17408000.000000,125540000.000000,0,20,0,0,yes,1.000000
1,,79138000.000000,402360000.000000,0,32,0,0,yes,1.000000
