"planning_unit","number"
321,7
320,0
319,0
318,0
317,20
316,0
315,20
314,0
313,0
312,0
311,0
310,0
309,0
308,0
307,0
306,0
305,0
304,7
303,0
302,0
301,0
300,1
299,9
298,0
297,0
296,0
295,3
294,0
293,0
292,0
291,0
290,0
289,0
288,0
287,0
286,0
285,0
284,0
283,0
282,0
281,1
280,0
279,0
278,0
277,0
276,0
275,0
274,0
273,1
272,0
271,0
270,1
269,0
268,0
267,1
266,0
265,0
264,0
263,0
262,1
261,0
260,0
259,0
258,0
257,0
256,0
255,1
254,0
253,0
252,1
251,1
250,1
249,0
248,0
247,4
246,0
245,3
244,3
243,1
242,7
241,7
240,7
239,4
238,13
237,7
236,9
235,12
234,16
233,9
232,3
231,14
230,18
229,17
228,19
227,20
226,20
225,20
224,20
223,20
222,20
221,20
220,20
219,20
218,20
217,20
216,19
215,20
214,20
213,20
212,20
211,20
210,19
209,20
208,20
207,19
206,19
205,17
204,20
203,18
202,20
201,19
200,19
199,19
198,16
197,17
196,18
195,17
194,18
193,17
192,18
191,18
190,20
189,16
188,20
187,20
186,20
185,20
184,16
183,17
182,17
181,20
180,17
179,20
178,16
177,17
176,17
175,15
174,17
173,16
172,17
171,18
170,17
169,7
168,19
167,18
166,18
165,15
164,14
163,17
162,9
161,16
160,16
159,13
158,11
157,5
156,4
155,7
154,9
153,9
152,13
151,12
150,9
149,10
148,10
147,4
146,12
145,6
144,11
143,20
142,9
141,2
140,6
139,8
138,7
137,13
136,10
135,3
134,7
133,0
132,8
131,2
130,7
129,2
128,5
127,1
126,2
125,3
124,1
123,4
122,3
121,3
120,3
119,5
118,1
117,3
116,1
115,4
114,1
113,1
112,0
111,0
110,2
109,0
108,2
107,0
106,0
105,0
104,0
103,1
102,0
101,0
100,0
99,0
98,0
97,0
96,0
95,0
94,0
93,1
92,2
91,0
90,0
89,0
88,0
87,0
86,0
85,0
84,0
83,0
82,0
81,0
80,0
79,0
78,0
77,0
76,0
75,0
74,0
73,0
72,0
71,0
70,0
69,0
68,0
67,0
66,7
65,0
64,1
63,0
62,0
61,0
60,0
59,0
58,0
57,0
56,0
55,0
54,0
53,0
52,3
51,0
50,0
49,0
48,0
47,0
46,0
45,0
44,0
43,0
42,0
41,1
40,0
39,0
38,2
37,0
36,0
35,0
34,0
33,0
32,0
31,0
30,0
29,11
28,0
27,0
26,0
25,1
24,0
23,0
22,0
21,0
20,1
19,2
18,0
17,0
16,0
15,0
14,0
13,1
12,0
11,6
10,0
9,2
8,0
7,0
6,0
5,20
4,0
3,0
2,0
1,20
