"planning_unit","number"
321,5
320,0
319,6
318,2
317,20
316,4
315,0
314,0
313,4
312,1
311,0
310,3
309,0
308,2
307,1
306,0
305,1
304,5
303,3
302,2
301,0
300,2
299,8
298,1
297,0
296,0
295,6
294,2
293,1
292,1
291,3
290,0
289,1
288,1
287,0
286,1
285,0
284,1
283,0
282,0
281,3
280,0
279,3
278,0
277,3
276,3
275,3
274,1
273,5
272,3
271,1
270,0
269,0
268,0
267,4
266,2
265,1
264,2
263,0
262,1
261,10
260,1
259,1
258,0
257,0
256,1
255,6
254,2
253,1
252,1
251,1
250,0
249,0
248,1
247,11
246,2
245,2
244,0
243,0
242,0
241,0
240,1
239,2
238,3
237,6
236,0
235,2
234,0
233,1
232,0
231,2
230,1
229,2
228,3
227,1
226,1
225,2
224,2
223,1
222,6
221,2
220,1
219,0
218,1
217,3
216,1
215,2
214,0
213,1
212,1
211,0
210,3
209,0
208,2
207,2
206,0
205,1
204,1
203,1
202,0
201,5
200,1
199,2
198,9
197,2
196,4
195,1
194,1
193,1
192,2
191,0
190,0
189,5
188,1
187,1
186,2
185,10
184,0
183,0
182,0
181,1
180,0
179,2
178,1
177,0
176,1
175,1
174,1
173,1
172,0
171,1
170,1
169,2
168,3
167,1
166,2
165,1
164,1
163,2
162,1
161,3
160,1
159,2
158,1
157,2
156,2
155,2
154,2
153,2
152,1
151,2
150,1
149,7
148,0
147,0
146,0
145,3
144,0
143,20
142,2
141,1
140,9
139,0
138,0
137,3
136,1
135,0
134,0
133,0
132,2
131,0
130,4
129,3
128,4
127,1
126,1
125,7
124,2
123,3
122,4
121,6
120,1
119,3
118,1
117,0
116,0
115,2
114,2
113,0
112,0
111,0
110,3
109,0
108,1
107,1
106,0
105,0
104,4
103,0
102,1
101,0
100,3
99,5
98,1
97,2
96,2
95,1
94,1
93,0
92,0
91,1
90,1
89,0
88,0
87,1
86,3
85,4
84,1
83,1
82,2
81,3
80,0
79,0
78,2
77,1
76,3
75,2
74,1
73,2
72,1
71,0
70,1
69,2
68,0
67,0
66,4
65,0
64,1
63,4
62,6
61,1
60,0
59,1
58,0
57,0
56,2
55,0
54,0
53,0
52,4
51,0
50,1
49,3
48,0
47,3
46,1
45,0
44,5
43,1
42,0
41,0
40,1
39,0
38,2
37,0
36,0
35,3
34,1
33,0
32,0
31,3
30,2
29,5
28,0
27,0
26,4
25,3
24,4
23,3
22,5
21,2
20,5
19,6
18,1
17,2
16,3
15,0
14,0
13,6
12,1
11,14
10,1
9,3
8,1
7,2
6,3
5,20
4,1
3,1
2,2
1,20
