"planning_unit","number"
321,0
320,15
319,17
318,0
317,20
316,0
315,6
314,0
313,0
312,0
311,0
310,0
309,0
308,0
307,0
306,0
305,0
304,8
303,0
302,0
301,0
300,3
299,9
298,0
297,0
296,1
295,0
294,1
293,0
292,0
291,0
290,0
289,0
288,6
287,10
286,0
285,0
284,0
283,0
282,0
281,8
280,0
279,20
278,0
277,20
276,20
275,0
274,7
273,0
272,20
271,1
270,0
269,0
268,0
267,16
266,0
265,0
264,0
263,0
262,0
261,20
260,9
259,0
258,0
257,15
256,0
255,1
254,20
253,10
252,20
251,9
250,1
249,4
248,0
247,11
246,0
245,5
244,0
243,4
242,0
241,17
240,13
239,0
238,7
237,19
236,16
235,0
234,0
233,0
232,0
231,0
230,20
229,20
228,20
227,0
226,12
225,0
224,0
223,0
222,0
221,0
220,0
219,0
218,18
217,20
216,0
215,0
214,11
213,0
212,0
211,3
210,0
209,0
208,7
207,0
206,0
205,0
204,0
203,0
202,20
201,0
200,20
199,0
198,9
197,0
196,17
195,0
194,0
193,1
192,0
191,0
190,0
189,5
188,0
187,20
186,20
185,20
184,0
183,0
182,4
181,17
180,0
179,0
178,2
177,0
176,0
175,0
174,0
173,0
172,20
171,1
170,15
169,0
168,0
167,0
166,0
165,0
164,0
163,0
162,0
161,0
160,0
159,0
158,0
157,0
156,0
155,0
154,0
153,0
152,0
151,0
150,0
149,12
148,0
147,0
146,2
145,0
144,0
143,20
142,0
141,0
140,4
139,0
138,0
137,13
136,3
135,0
134,2
133,0
132,0
131,0
130,1
129,0
128,0
127,0
126,0
125,2
124,3
123,0
122,1
121,0
120,10
119,0
118,0
117,0
116,0
115,0
114,19
113,1
112,0
111,0
110,0
109,2
108,0
107,0
106,0
105,1
104,3
103,0
102,0
101,1
100,1
99,0
98,0
97,0
96,0
95,1
94,1
93,0
92,0
91,0
90,1
89,0
88,0
87,0
86,0
85,0
84,0
83,0
82,0
81,0
80,0
79,1
78,0
77,0
76,0
75,0
74,0
73,0
72,0
71,0
70,0
69,0
68,0
67,0
66,16
65,1
64,0
63,0
62,0
61,6
60,2
59,0
58,0
57,0
56,0
55,0
54,0
53,0
52,3
51,0
50,1
49,0
48,0
47,0
46,0
45,7
44,0
43,0
42,0
41,0
40,0
39,0
38,0
37,12
36,0
35,1
34,0
33,20
32,1
31,18
30,0
29,5
28,4
27,20
26,0
25,1
24,1
23,1
22,0
21,0
20,0
19,20
18,0
17,0
16,0
15,0
14,8
13,1
12,0
11,20
10,0
9,9
8,17
7,20
6,20
5,20
4,0
3,0
2,0
1,20
