"planning_unit","number"
321,13
320,3
319,2
318,3
317,20
316,4
315,15
314,14
313,2
312,1
311,2
310,0
309,2
308,1
307,1
306,5
305,3
304,4
303,0
302,3
301,2
300,6
299,7
298,2
297,3
296,4
295,5
294,0
293,3
292,3
291,3
290,2
289,5
288,2
287,2
286,4
285,1
284,1
283,2
282,4
281,1
280,4
279,3
278,1
277,3
276,2
275,0
274,3
273,0
272,4
271,1
270,3
269,3
268,3
267,3
266,5
265,4
264,5
263,4
262,2
261,3
260,0
259,3
258,4
257,3
256,3
255,6
254,3
253,5
252,5
251,4
250,5
249,4
248,4
247,9
246,4
245,2
244,7
243,2
242,4
241,3
240,2
239,4
238,13
237,7
236,5
235,6
234,8
233,3
232,6
231,11
230,10
229,5
228,7
227,8
226,7
225,8
224,8
223,10
222,11
221,9
220,9
219,6
218,14
217,12
216,10
215,11
214,8
213,7
212,8
211,11
210,12
209,9
208,12
207,8
206,9
205,11
204,10
203,10
202,8
201,6
200,11
199,11
198,14
197,12
196,11
195,9
194,14
193,7
192,13
191,9
190,13
189,12
188,12
187,11
186,14
185,15
184,15
183,12
182,17
181,11
180,10
179,15
178,11
177,14
176,15
175,15
174,14
173,17
172,15
171,12
170,14
169,15
168,13
167,12
166,14
165,16
164,15
163,18
162,9
161,16
160,14
159,14
158,19
157,13
156,16
155,15
154,11
153,13
152,16
151,12
150,14
149,13
148,17
147,10
146,13
145,17
144,16
143,20
142,15
141,18
140,14
139,14
138,11
137,12
136,15
135,11
134,16
133,11
132,14
131,13
130,13
129,11
128,14
127,12
126,14
125,12
124,13
123,8
122,14
121,10
120,11
119,14
118,17
117,15
116,12
115,13
114,17
113,13
112,12
111,11
110,14
109,14
108,14
107,9
106,14
105,13
104,13
103,14
102,11
101,13
100,11
99,14
98,13
97,14
96,13
95,7
94,12
93,11
92,10
91,16
90,13
89,9
88,11
87,13
86,12
85,11
84,9
83,11
82,10
81,12
80,11
79,11
78,11
77,10
76,11
75,15
74,11
73,13
72,11
71,10
70,10
69,14
68,10
67,12
66,11
65,9
64,9
63,8
62,12
61,11
60,11
59,6
58,8
57,6
56,9
55,12
54,10
53,11
52,11
51,8
50,11
49,9
48,9
47,10
46,9
45,8
44,4
43,5
42,9
41,9
40,9
39,10
38,13
37,10
36,7
35,8
34,9
33,4
32,8
31,10
30,8
29,9
28,8
27,8
26,9
25,8
24,3
23,11
22,11
21,9
20,8
19,12
18,6
17,8
16,7
15,6
14,7
13,8
12,10
11,9
10,8
9,5
8,10
7,2
6,6
5,20
4,5
3,2
2,3
1,20
