"planning_unit","number"
321,16
320,12
319,14
318,10
317,20
316,12
315,11
314,16
313,10
312,12
311,10
310,13
309,14
308,11
307,11
306,7
305,12
304,13
303,13
302,11
301,8
300,14
299,15
298,10
297,11
296,14
295,11
294,14
293,13
292,11
291,10
290,9
289,12
288,16
287,15
286,12
285,15
284,13
283,10
282,18
281,12
280,15
279,10
278,12
277,13
276,12
275,12
274,7
273,9
272,13
271,11
270,11
269,15
268,12
267,13
266,11
265,12
264,16
263,13
262,10
261,13
260,14
259,14
258,13
257,14
256,12
255,14
254,13
253,15
252,13
251,15
250,15
249,12
248,13
247,17
246,14
245,13
244,13
243,15
242,11
241,14
240,18
239,11
238,13
237,10
236,12
235,10
234,17
233,10
232,11
231,10
230,14
229,14
228,13
227,9
226,17
225,12
224,13
223,15
222,13
221,14
220,17
219,12
218,14
217,18
216,15
215,8
214,16
213,14
212,11
211,16
210,13
209,17
208,13
207,13
206,12
205,15
204,16
203,14
202,13
201,16
200,12
199,12
198,17
197,13
196,15
195,14
194,14
193,12
192,16
191,15
190,14
189,18
188,16
187,14
186,12
185,15
184,16
183,14
182,13
181,15
180,13
179,12
178,11
177,14
176,19
175,12
174,13
173,13
172,14
171,11
170,14
169,10
168,16
167,15
166,16
165,15
164,18
163,15
162,15
161,15
160,14
159,17
158,14
157,14
156,14
155,15
154,15
153,17
152,15
151,13
150,13
149,13
148,12
147,14
146,15
145,15
144,13
143,20
142,15
141,11
140,16
139,17
138,12
137,14
136,14
135,14
134,15
133,14
132,12
131,13
130,16
129,16
128,19
127,16
126,18
125,14
124,15
123,16
122,15
121,16
120,15
119,18
118,16
117,14
116,14
115,18
114,17
113,15
112,15
111,14
110,13
109,15
108,13
107,16
106,8
105,18
104,18
103,15
102,15
101,15
100,14
99,16
98,17
97,17
96,13
95,16
94,12
93,13
92,12
91,13
90,14
89,16
88,13
87,14
86,15
85,14
84,13
83,17
82,12
81,13
80,14
79,13
78,18
77,14
76,16
75,13
74,12
73,14
72,12
71,13
70,15
69,14
68,14
67,15
66,14
65,18
64,17
63,17
62,15
61,16
60,13
59,15
58,14
57,13
56,14
55,13
54,15
53,12
52,15
51,14
50,12
49,14
48,17
47,15
46,12
45,12
44,13
43,13
42,13
41,14
40,10
39,12
38,13
37,14
36,14
35,11
34,15
33,15
32,13
31,14
30,14
29,17
28,12
27,14
26,11
25,16
24,15
23,13
22,14
21,13
20,18
19,15
18,16
17,17
16,9
15,17
14,12
13,16
12,13
11,14
10,12
9,12
8,15
7,13
6,13
5,20
4,13
3,15
2,12
1,20
