"planning_unit","number"
321,1
320,2
319,3
318,0
317,20
316,2
315,3
314,2
313,5
312,0
311,0
310,0
309,1
308,0
307,3
306,0
305,0
304,4
303,1
302,1
301,0
300,4
299,9
298,1
297,2
296,1
295,4
294,2
293,1
292,2
291,1
290,2
289,2
288,2
287,1
286,4
285,1
284,1
283,1
282,1
281,3
280,2
279,4
278,0
277,5
276,2
275,2
274,0
273,3
272,12
271,1
270,2
269,1
268,0
267,2
266,2
265,3
264,3
263,1
262,2
261,4
260,4
259,0
258,1
257,0
256,0
255,6
254,6
253,0
252,4
251,4
250,1
249,5
248,2
247,11
246,0
245,2
244,0
243,0
242,0
241,0
240,2
239,2
238,2
237,2
236,0
235,0
234,1
233,1
232,0
231,6
230,0
229,1
228,3
227,2
226,2
225,1
224,2
223,1
222,1
221,5
220,1
219,0
218,1
217,0
216,0
215,2
214,0
213,0
212,0
211,3
210,1
209,1
208,2
207,0
206,0
205,1
204,0
203,2
202,3
201,4
200,0
199,3
198,10
197,1
196,2
195,1
194,2
193,2
192,2
191,2
190,2
189,6
188,0
187,4
186,2
185,11
184,1
183,1
182,0
181,2
180,1
179,0
178,2
177,0
176,1
175,0
174,2
173,0
172,0
171,1
170,4
169,3
168,1
167,0
166,2
165,0
164,1
163,2
162,3
161,1
160,2
159,2
158,1
157,3
156,1
155,3
154,2
153,3
152,0
151,0
150,0
149,4
148,0
147,2
146,0
145,1
144,3
143,20
142,1
141,1
140,9
139,0
138,3
137,2
136,2
135,1
134,0
133,1
132,1
131,1
130,0
129,4
128,2
127,1
126,0
125,6
124,2
123,0
122,3
121,4
120,5
119,1
118,1
117,1
116,1
115,0
114,1
113,0
112,1
111,0
110,3
109,0
108,1
107,0
106,0
105,2
104,1
103,1
102,1
101,4
100,1
99,2
98,0
97,2
96,1
95,1
94,0
93,1
92,0
91,0
90,6
89,2
88,1
87,1
86,1
85,1
84,3
83,1
82,2
81,5
80,0
79,1
78,2
77,2
76,3
75,2
74,1
73,3
72,0
71,0
70,0
69,2
68,2
67,0
66,5
65,0
64,0
63,0
62,0
61,0
60,1
59,1
58,0
57,1
56,0
55,0
54,0
53,0
52,6
51,0
50,0
49,1
48,3
47,0
46,3
45,0
44,5
43,1
42,1
41,3
40,0
39,1
38,1
37,0
36,0
35,1
34,1
33,2
32,1
31,0
30,1
29,3
28,2
27,0
26,6
25,2
24,1
23,1
22,3
21,1
20,2
19,9
18,0
17,0
16,3
15,0
14,3
13,5
12,2
11,16
10,0
9,5
8,3
7,2
6,4
5,20
4,1
3,0
2,0
1,20
