"planning_unit","number"
321,0
320,8
319,12
318,0
317,20
316,0
315,19
314,0
313,0
312,0
311,0
310,0
309,0
308,0
307,0
306,0
305,0
304,6
303,1
302,0
301,0
300,3
299,11
298,0
297,3
296,2
295,0
294,0
293,0
292,0
291,0
290,0
289,0
288,7
287,13
286,2
285,0
284,0
283,0
282,0
281,13
280,0
279,20
278,0
277,20
276,20
275,0
274,20
273,0
272,20
271,12
270,0
269,0
268,0
267,12
266,0
265,0
264,0
263,0
262,0
261,20
260,10
259,0
258,0
257,18
256,0
255,9
254,20
253,4
252,5
251,3
250,2
249,20
248,0
247,14
246,0
245,17
244,0
243,0
242,0
241,20
240,20
239,3
238,7
237,20
236,15
235,0
234,0
233,0
232,0
231,0
230,20
229,19
228,20
227,0
226,16
225,0
224,0
223,2
222,0
221,0
220,0
219,4
218,20
217,20
216,0
215,0
214,15
213,0
212,0
211,18
210,3
209,0
208,20
207,0
206,0
205,0
204,0
203,1
202,20
201,0
200,20
199,0
198,6
197,0
196,1
195,0
194,0
193,0
192,2
191,0
190,0
189,4
188,0
187,20
186,20
185,20
184,15
183,0
182,20
181,19
180,0
179,0
178,20
177,0
176,0
175,0
174,0
173,0
172,8
171,0
170,5
169,0
168,1
167,7
166,1
165,0
164,0
163,0
162,10
161,0
160,0
159,0
158,0
157,0
156,0
155,0
154,0
153,0
152,3
151,0
150,0
149,1
148,0
147,1
146,2
145,0
144,0
143,20
142,0
141,0
140,10
139,0
138,0
137,0
136,2
135,0
134,0
133,0
132,0
131,0
130,0
129,1
128,0
127,0
126,0
125,0
124,16
123,0
122,0
121,0
120,19
119,0
118,0
117,0
116,0
115,0
114,15
113,0
112,0
111,0
110,0
109,0
108,0
107,0
106,4
105,1
104,4
103,0
102,0
101,5
100,0
99,0
98,0
97,0
96,0
95,0
94,0
93,0
92,0
91,0
90,1
89,2
88,0
87,0
86,0
85,1
84,0
83,0
82,0
81,0
80,0
79,0
78,0
77,0
76,0
75,0
74,0
73,0
72,0
71,0
70,0
69,0
68,2
67,0
66,17
65,0
64,0
63,0
62,1
61,1
60,0
59,0
58,0
57,0
56,0
55,0
54,0
53,0
52,0
51,0
50,0
49,0
48,0
47,0
46,0
45,14
44,0
43,0
42,0
41,0
40,0
39,1
38,0
37,17
36,1
35,14
34,1
33,20
32,4
31,8
30,0
29,8
28,9
27,12
26,5
25,0
24,1
23,0
22,0
21,0
20,1
19,20
18,0
17,1
16,0
15,2
14,0
13,2
12,0
11,20
10,0
9,4
8,20
7,20
6,20
5,20
4,0
3,6
2,0
1,20
