"planning_unit","number"
321,4
320,0
319,3
318,0
317,20
316,4
315,0
314,1
313,1
312,2
311,0
310,1
309,0
308,2
307,1
306,0
305,1
304,5
303,1
302,1
301,1
300,3
299,8
298,2
297,4
296,1
295,5
294,3
293,1
292,1
291,2
290,2
289,3
288,5
287,0
286,0
285,1
284,2
283,1
282,1
281,3
280,2
279,0
278,1
277,3
276,0
275,3
274,2
273,4
272,6
271,2
270,1
269,1
268,1
267,3
266,1
265,0
264,1
263,0
262,0
261,9
260,4
259,1
258,1
257,1
256,0
255,4
254,2
253,1
252,0
251,1
250,2
249,4
248,1
247,8
246,1
245,0
244,0
243,0
242,2
241,1
240,5
239,2
238,2
237,3
236,0
235,1
234,1
233,0
232,1
231,9
230,1
229,4
228,3
227,1
226,0
225,0
224,2
223,1
222,1
221,3
220,2
219,0
218,1
217,5
216,0
215,1
214,2
213,1
212,0
211,1
210,0
209,0
208,2
207,2
206,0
205,2
204,3
203,2
202,2
201,3
200,0
199,1
198,13
197,1
196,1
195,1
194,2
193,0
192,1
191,2
190,0
189,7
188,0
187,2
186,2
185,12
184,0
183,0
182,0
181,0
180,3
179,0
178,0
177,0
176,1
175,2
174,1
173,0
172,2
171,0
170,4
169,5
168,2
167,0
166,2
165,1
164,1
163,2
162,0
161,1
160,2
159,5
158,3
157,3
156,2
155,1
154,2
153,1
152,1
151,1
150,1
149,2
148,0
147,1
146,0
145,1
144,1
143,20
142,1
141,1
140,8
139,2
138,0
137,7
136,0
135,0
134,2
133,0
132,0
131,0
130,2
129,2
128,2
127,0
126,0
125,5
124,0
123,2
122,3
121,4
120,3
119,4
118,0
117,0
116,1
115,0
114,3
113,0
112,1
111,4
110,2
109,0
108,2
107,1
106,0
105,0
104,0
103,2
102,1
101,4
100,5
99,1
98,1
97,0
96,3
95,0
94,0
93,2
92,0
91,1
90,1
89,1
88,0
87,0
86,1
85,1
84,1
83,0
82,1
81,0
80,1
79,1
78,3
77,2
76,1
75,0
74,0
73,2
72,1
71,0
70,0
69,1
68,3
67,1
66,8
65,0
64,1
63,4
62,2
61,3
60,0
59,1
58,0
57,1
56,2
55,0
54,1
53,0
52,8
51,0
50,3
49,1
48,1
47,3
46,1
45,1
44,0
43,1
42,0
41,0
40,1
39,1
38,1
37,2
36,2
35,1
34,1
33,1
32,2
31,1
30,4
29,4
28,0
27,0
26,8
25,2
24,5
23,3
22,1
21,0
20,2
19,10
18,1
17,0
16,3
15,0
14,3
13,2
12,1
11,13
10,1
9,3
8,2
7,0
6,2
5,20
4,3
3,1
2,3
1,20
