"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
38,,0.000000,0.266568,0,255,0,0,,1.000000
37,,0.000000,8202.825137,0,254,0,0,,1.000000
36,,0.000000,255.000000,0,255,0,0,,1.000000
35,,0.000000,197.768607,0,255,0,0,,1.000000
34,,12536.797190,12537.660904,0,255,0,0,yes,1.000000
33,,0.000000,45478.000000,0,255,0,0,,1.000000
32,,0.000000,251.408652,0,255,0,0,,1.000000
31,,0.000000,251.408652,0,255,0,0,,1.000000
30,,0.000000,0.695142,0,255,0,0,,1.000000
29,,0.000000,0.490049,0,255,0,0,,1.000000
28,,0.000000,197.768607,0,255,0,0,,1.000000
27,,0.000000,45093.304616,0,253,0,0,,1.000000
26,,0.000000,45478.000000,0,255,0,0,,1.000000
25,,83.960600,556.034000,0,14,0,0,yes,1.000000
24,,208.627000,1616.152000,0,77,0,0,yes,1.000000
23,,111.385700,886.732000,0,71,0,0,yes,1.000000
22,,47.074880,404.140400,0,47,0,0,yes,1.000000
21,,25.215290,191.107400,0,32,0,0,yes,1.000000
20,,2000.000000,20000.000000,0,2,0,0,yes,1.000000
19,,8000.000000,60000.000000,0,5,0,0,yes,1.000000
18,,3000.000000,30000.000000,0,1,0,0,yes,1.000000
17,,15000.000000,110000.000000,0,10,0,0,yes,1.000000
16,,1000.000000,10000.000000,0,1,0,0,yes,1.000000
15,,11000.000000,60000.000000,0,5,0,0,yes,1.000000
14,,17000.000000,90000.000000,0,8,0,0,yes,1.000000
13,,7000.000000,40000.000000,0,3,0,0,yes,1.000000
12,,4000.000000,30000.000000,0,2,0,0,yes,1.000000
11,,1000.000000,10000.000000,0,1,0,0,yes,1.000000
10,,1000.000000,10000.000000,0,1,0,0,yes,1.000000
9,,1527000.000000,13680000.000000,0,10,0,0,yes,1.000000
8,,155863000.000000,998360000.000000,0,57,0,0,yes,1.000000
7,,141523000.000000,827590000.000000,0,63,0,0,yes,1.000000
6,,10969000.000000,83480000.000000,0,32,0,0,yes,1.000000
5,,1726000.000000,15690000.000000,0,15,0,0,yes,1.000000
4,,1458000.000000,13470000.000000,0,22,0,0,yes,1.000000
3,,1713000.000000,17130000.000000,0,5,0,0,yes,1.000000
2,,17408000.000000,159400000.000000,0,21,0,0,yes,1.000000
1,,79138000.000000,644650000.000000,0,45,0,0,yes,1.000000
