"planning_unit","number"
321,2
320,0
319,5
318,0
317,20
316,1
315,0
314,1
313,1
312,1
311,2
310,1
309,2
308,1
307,1
306,0
305,1
304,11
303,1
302,1
301,1
300,1
299,6
298,1
297,1
296,0
295,0
294,5
293,3
292,1
291,1
290,2
289,0
288,2
287,0
286,1
285,0
284,0
283,3
282,1
281,3
280,1
279,5
278,2
277,9
276,2
275,3
274,0
273,3
272,14
271,0
270,0
269,0
268,0
267,1
266,4
265,0
264,0
263,1
262,1
261,8
260,2
259,1
258,0
257,1
256,0
255,7
254,1
253,2
252,0
251,1
250,1
249,3
248,1
247,9
246,2
245,0
244,0
243,0
242,1
241,3
240,1
239,1
238,0
237,3
236,0
235,0
234,2
233,0
232,0
231,1
230,3
229,2
228,2
227,0
226,1
225,1
224,3
223,1
222,1
221,1
220,0
219,0
218,1
217,0
216,0
215,0
214,1
213,1
212,0
211,0
210,1
209,1
208,7
207,1
206,1
205,0
204,0
203,1
202,1
201,2
200,1
199,0
198,12
197,0
196,2
195,1
194,2
193,0
192,2
191,1
190,0
189,5
188,0
187,19
186,3
185,13
184,2
183,0
182,4
181,0
180,1
179,1
178,2
177,0
176,0
175,1
174,3
173,1
172,1
171,1
170,5
169,1
168,2
167,1
166,1
165,2
164,0
163,1
162,3
161,1
160,0
159,2
158,3
157,3
156,3
155,4
154,0
153,4
152,0
151,1
150,0
149,4
148,1
147,2
146,0
145,0
144,0
143,20
142,0
141,1
140,4
139,0
138,0
137,3
136,2
135,1
134,0
133,0
132,0
131,1
130,0
129,1
128,2
127,2
126,2
125,3
124,3
123,2
122,3
121,1
120,4
119,5
118,3
117,0
116,2
115,1
114,4
113,0
112,0
111,0
110,3
109,0
108,2
107,0
106,1
105,0
104,6
103,2
102,1
101,2
100,5
99,3
98,0
97,1
96,1
95,1
94,3
93,2
92,0
91,1
90,2
89,0
88,1
87,1
86,2
85,3
84,0
83,2
82,5
81,2
80,1
79,1
78,3
77,2
76,1
75,0
74,2
73,2
72,0
71,0
70,0
69,1
68,2
67,0
66,8
65,0
64,0
63,1
62,2
61,2
60,2
59,1
58,0
57,0
56,0
55,0
54,0
53,0
52,6
51,0
50,0
49,1
48,3
47,1
46,0
45,2
44,0
43,0
42,0
41,1
40,3
39,2
38,1
37,1
36,1
35,1
34,2
33,2
32,2
31,1
30,0
29,2
28,0
27,0
26,4
25,3
24,4
23,4
22,3
21,2
20,5
19,12
18,0
17,1
16,1
15,0
14,0
13,3
12,2
11,15
10,1
9,2
8,6
7,1
6,8
5,20
4,0
3,2
2,2
1,20
