"planning_unit","number"
321,4
320,0
319,5
318,2
317,20
316,0
315,7
314,2
313,0
312,0
311,1
310,0
309,0
308,0
307,1
306,1
305,0
304,7
303,1
302,1
301,0
300,1
299,8
298,0
297,2
296,1
295,5
294,1
293,0
292,1
291,0
290,0
289,1
288,2
287,0
286,0
285,0
284,2
283,1
282,1
281,0
280,1
279,6
278,1
277,1
276,1
275,1
274,0
273,2
272,5
271,3
270,0
269,0
268,0
267,1
266,0
265,0
264,2
263,1
262,1
261,6
260,0
259,1
258,0
257,1
256,1
255,4
254,0
253,0
252,3
251,0
250,0
249,1
248,0
247,7
246,2
245,3
244,1
243,1
242,2
241,3
240,2
239,5
238,2
237,2
236,2
235,1
234,2
233,2
232,2
231,8
230,2
229,0
228,2
227,3
226,6
225,1
224,2
223,5
222,2
221,7
220,2
219,1
218,5
217,5
216,1
215,3
214,6
213,4
212,8
211,1
210,2
209,2
208,2
207,5
206,5
205,3
204,4
203,4
202,4
201,2
200,6
199,4
198,14
197,3
196,2
195,3
194,2
193,8
192,2
191,6
190,6
189,5
188,7
187,5
186,4
185,9
184,10
183,3
182,3
181,7
180,3
179,8
178,2
177,4
176,5
175,9
174,5
173,7
172,6
171,7
170,4
169,7
168,7
167,4
166,5
165,7
164,4
163,5
162,7
161,6
160,8
159,6
158,6
157,6
156,2
155,3
154,6
153,5
152,8
151,4
150,6
149,9
148,7
147,3
146,7
145,4
144,5
143,20
142,5
141,3
140,9
139,3
138,4
137,7
136,6
135,5
134,6
133,4
132,7
131,5
130,7
129,3
128,5
127,9
126,6
125,6
124,2
123,3
122,5
121,9
120,3
119,9
118,5
117,4
116,4
115,4
114,6
113,6
112,7
111,5
110,8
109,5
108,1
107,4
106,5
105,4
104,3
103,1
102,3
101,5
100,8
99,6
98,2
97,1
96,6
95,6
94,6
93,2
92,4
91,5
90,8
89,4
88,4
87,5
86,3
85,5
84,4
83,5
82,3
81,4
80,4
79,4
78,1
77,9
76,6
75,5
74,1
73,5
72,4
71,2
70,2
69,2
68,2
67,4
66,7
65,2
64,3
63,4
62,3
61,4
60,3
59,4
58,2
57,3
56,4
55,4
54,1
53,1
52,10
51,3
50,1
49,4
48,2
47,2
46,2
45,1
44,3
43,3
42,1
41,2
40,2
39,2
38,4
37,4
36,2
35,1
34,3
33,5
32,3
31,4
30,4
29,6
28,3
27,2
26,2
25,3
24,3
23,1
22,3
21,2
20,7
19,3
18,2
17,4
16,2
15,3
14,4
13,3
12,2
11,9
10,2
9,4
8,2
7,2
6,1
5,20
4,0
3,1
2,1
1,20
