"planning_unit","number"
321,2
320,0
319,1
318,1
317,20
316,0
315,10
314,0
313,1
312,0
311,0
310,0
309,2
308,0
307,1
306,0
305,1
304,11
303,11
302,1
301,0
300,0
299,6
298,0
297,14
296,12
295,4
294,3
293,1
292,0
291,0
290,0
289,0
288,5
287,0
286,0
285,1
284,0
283,0
282,0
281,3
280,2
279,14
278,0
277,1
276,1
275,20
274,0
273,1
272,20
271,17
270,2
269,2
268,1
267,0
266,1
265,0
264,1
263,0
262,0
261,20
260,0
259,0
258,0
257,0
256,1
255,4
254,14
253,0
252,1
251,0
250,1
249,10
248,0
247,20
246,0
245,1
244,0
243,0
242,0
241,9
240,6
239,1
238,0
237,0
236,0
235,2
234,0
233,1
232,0
231,0
230,1
229,0
228,1
227,0
226,0
225,0
224,1
223,3
222,7
221,5
220,1
219,0
218,0
217,3
216,1
215,0
214,0
213,0
212,0
211,18
210,0
209,0
208,3
207,0
206,0
205,1
204,2
203,0
202,10
201,2
200,0
199,2
198,2
197,0
196,3
195,0
194,1
193,0
192,0
191,4
190,0
189,12
188,0
187,2
186,1
185,0
184,1
183,0
182,14
181,2
180,1
179,0
178,10
177,0
176,1
175,0
174,0
173,0
172,0
171,1
170,0
169,0
168,4
167,6
166,7
165,0
164,0
163,1
162,8
161,0
160,0
159,1
158,1
157,1
156,0
155,0
154,0
153,0
152,0
151,1
150,1
149,4
148,0
147,0
146,0
145,1
144,0
143,20
142,0
141,1
140,4
139,1
138,0
137,3
136,0
135,0
134,0
133,0
132,0
131,0
130,0
129,2
128,2
127,0
126,0
125,0
124,1
123,0
122,7
121,3
120,4
119,1
118,1
117,0
116,1
115,0
114,5
113,0
112,0
111,0
110,1
109,0
108,1
107,1
106,1
105,0
104,7
103,0
102,0
101,4
100,0
99,1
98,1
97,0
96,1
95,0
94,0
93,0
92,0
91,0
90,2
89,1
88,0
87,0
86,0
85,1
84,0
83,1
82,1
81,1
80,0
79,2
78,4
77,1
76,0
75,2
74,0
73,0
72,0
71,0
70,0
69,0
68,2
67,0
66,18
65,0
64,0
63,1
62,2
61,2
60,1
59,0
58,0
57,1
56,0
55,0
54,0
53,0
52,2
51,0
50,0
49,0
48,0
47,2
46,0
45,0
44,1
43,1
42,0
41,0
40,1
39,0
38,0
37,0
36,0
35,0
34,1
33,20
32,20
31,0
30,0
29,8
28,0
27,0
26,6
25,0
24,1
23,1
22,4
21,1
20,3
19,6
18,1
17,0
16,1
15,0
14,0
13,0
12,1
11,8
10,1
9,0
8,1
7,0
6,2
5,20
4,0
3,1
2,1
1,20
