"planning_unit","number"
321,2
320,2
319,5
318,1
317,20
316,1
315,2
314,0
313,0
312,0
311,0
310,0
309,1
308,1
307,2
306,0
305,0
304,8
303,8
302,3
301,0
300,2
299,10
298,0
297,5
296,2
295,0
294,2
293,0
292,1
291,0
290,2
289,2
288,3
287,2
286,0
285,0
284,1
283,1
282,1
281,1
280,3
279,1
278,0
277,1
276,1
275,8
274,0
273,1
272,20
271,3
270,4
269,1
268,0
267,0
266,2
265,0
264,0
263,0
262,0
261,14
260,1
259,0
258,0
257,0
256,0
255,9
254,3
253,0
252,1
251,0
250,1
249,3
248,0
247,11
246,0
245,1
244,0
243,0
242,0
241,3
240,5
239,3
238,2
237,2
236,2
235,0
234,1
233,0
232,0
231,0
230,1
229,0
228,0
227,2
226,2
225,0
224,2
223,2
222,1
221,3
220,0
219,0
218,1
217,3
216,4
215,1
214,0
213,0
212,0
211,3
210,0
209,0
208,3
207,0
206,0
205,0
204,1
203,4
202,3
201,3
200,0
199,0
198,10
197,0
196,1
195,0
194,2
193,4
192,1
191,3
190,0
189,4
188,1
187,1
186,1
185,9
184,0
183,1
182,6
181,1
180,2
179,1
178,7
177,0
176,0
175,0
174,1
173,2
172,0
171,1
170,4
169,3
168,1
167,2
166,5
165,1
164,2
163,6
162,2
161,3
160,0
159,1
158,0
157,2
156,0
155,2
154,1
153,4
152,1
151,0
150,0
149,3
148,0
147,2
146,0
145,1
144,4
143,20
142,0
141,1
140,3
139,2
138,1
137,4
136,1
135,1
134,0
133,1
132,1
131,0
130,1
129,4
128,1
127,1
126,0
125,0
124,2
123,3
122,4
121,3
120,0
119,2
118,3
117,0
116,0
115,0
114,4
113,1
112,0
111,1
110,1
109,0
108,1
107,3
106,0
105,2
104,5
103,1
102,0
101,3
100,2
99,2
98,0
97,0
96,0
95,0
94,2
93,3
92,0
91,1
90,4
89,1
88,0
87,1
86,3
85,0
84,0
83,0
82,1
81,1
80,0
79,2
78,3
77,2
76,1
75,2
74,0
73,3
72,1
71,0
70,0
69,0
68,1
67,0
66,14
65,0
64,2
63,1
62,1
61,2
60,3
59,0
58,0
57,2
56,1
55,0
54,0
53,0
52,2
51,0
50,1
49,2
48,2
47,2
46,0
45,0
44,2
43,0
42,0
41,3
40,1
39,1
38,4
37,0
36,2
35,1
34,0
33,14
32,9
31,0
30,3
29,5
28,0
27,0
26,9
25,3
24,6
23,1
22,3
21,4
20,3
19,3
18,1
17,1
16,2
15,0
14,1
13,3
12,1
11,14
10,0
9,1
8,0
7,0
6,3
5,20
4,2
3,3
2,1
1,20
