,FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry,best_solution,select_freq
171,171.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.413876203018 -18.26296842159638, 146.4844150782777 -18.22603682146194, 146.5533488099724 -18.26561373098233, 146.5517774382628 -18.34215229936875, 146.4811997750133 -18.37911261744591, 146.4122322740741 -18.33950563446025, 146.413876203018 -18.26296842159638))",0,31
172,172.0,,,,,,,,119405309.257704,,,,,,,,,9097838.69460894,,,,"POLYGON ((146.5533488099724 -18.26561373098233, 146.6238539121019 -18.22862174925714, 146.6928263186706 -18.26813959960247, 146.6913275118517 -18.34467946235049, 146.6207837310802 -18.38170019512811, 146.5517774382628 -18.34215229936875, 146.5533488099724 -18.26561373098233))",0,26
173,173.0,,,,,,,,110632306.910964,,,,,,,,,76866381.3471451,,,,"POLYGON ((146.6928263186706 -18.26813959960247, 146.7632975308423 -18.23108726378275, 146.8323085029139 -18.27054602140012, 146.8308822682891 -18.34708711733955, 146.7603724870229 -18.38416823720952, 146.6913275118517 -18.34467946235049, 146.6928263186706 -18.26813959960247))",0,21
174,174.0,,,,,,,,140524381.790934,,,,,,,,,46974772.0977461,,,,"POLYGON ((146.8323085029139 -18.27054602140012, 146.9027457084534 -18.23343335912937, 146.9717951364581 -18.27283299060448, 146.9704414809773 -18.34937525855653, 146.8999658160898 -18.38651673776284, 146.8308822682891 -18.34708711733955, 146.8323085029139 -18.27054602140012))",0,10
175,175.0,,,,,,,,187170095.418608,,,,,,,,,329500.122912299,,,,"POLYGON ((146.9717951364581 -18.27283299060448, 147.0421982188452 -18.23566002967357, 147.1112859930154 -18.27500050173085, 147.1100049232757 -18.35154388050847, 147.0395634914847 -18.38874569114774, 146.9704414809773 -18.34937525855653, 146.9717951364581 -18.27283299060448))",0,10
176,176.0,,,,,,,,124365442.56749,,,61018703.2971747,,,,,,,,,2115867.39404211,"POLYGON ((147.1112859930154 -18.27500050173085, 147.1816548358857 -18.23776727007775, 147.2507808462569 -18.27704854958084, 147.249572368502 -18.35359297798914, 147.1791652863687 -18.39085509201053, 147.1100049232757 -18.35154388050847, 147.1112859930154 -18.27500050173085))",0,11
177,177.0,,,,,,,,1399049.38285978,,,135909301.301477,,,,,,,,,856419.888422624,"POLYGON ((147.2507808462569 -18.27704854958084, 147.3211153334025 -18.23975507529049, 147.3902794698151 -18.2789771292423, 147.3891435899351 -18.35552254607892, 147.3187709738631 -18.39284493528436, 147.249572368502 -18.35359297798914, 147.2507808462569 -18.27704854958084))",0,13
178,178.0,,,,,,,,,,,88863692.1841776,,,,,,,,,,"POLYGON ((147.3902794698151 -18.2789771292423, 147.4605794851859 -18.24162344054621, 147.5297816372854 -18.28078623608917, 147.5287183608172 -18.35733258014487, 147.458380327051 -18.39471521618963, 147.3891435899351 -18.35552254607892, 147.3902794698151 -18.2789771292423))",0,14
179,179.0,,,,,,,,,,,41007969.9625963,,,,,,,,,,"POLYGON ((147.5297816372854 -18.28078623608917, 147.6000470649903 -18.24337236136557, 147.6692871222288 -18.282475865782, 147.6682964543554 -18.359023075841, 147.5979931189798 -18.39646593023327, 147.5287183608172 -18.35733258014487, 147.5297816372854 -18.28078623608917))",0,11
180,180.0,,,,,,,,,,,195100.259930462,,,,,,,,,,"POLYGON ((147.6692871222288 -18.282475865782, 147.7395178465369 -18.24500183355534, 147.8087956981741 -18.28404601426769, 147.8078776437249 -18.36059402910799, 147.7376091226633 -18.39809707320956, 147.6682964543554 -18.359023075841, 147.6692871222288 -18.282475865782))",0,14
181,181.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.8087956981741 -18.28404601426769, 147.8789916035155 -18.2465118532086, 147.9483071386198 -18.2854966777795, 147.9474617020705 -18.36204543617361, 147.877228111084 -18.39960864119962, 147.8078776437249 -18.36059402910799, 147.8087956981741 -18.28404601426769))",0,14
182,182.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.9483071386198 -18.2854966777795, 148.0184681095872 -18.24790241670462, 148.0878212170365 -18.2868278528372, 148.087048402509 -18.36337729355224, 148.0168498571953 -18.40100063057194, 147.9474617020705 -18.36204543617361, 147.9483071386198 -18.2854966777795))",0,14
183,183.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((148.0878212170365 -18.2868278528372, 148.157947138386 -18.24917352070898, 148.2273377068692 -18.28803953624724, 148.2266375181314 -18.36458959804563, 148.1564741339237 -18.40227303798202, 148.087048402509 -18.36337729355224, 148.0878212170365 -18.2868278528372))",0,14
184,184.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((148.2273377068692 -18.28803953624724, 148.2974284635218 -18.25032516217366, 148.3668563815394 -18.28913172510249, 148.3662288220052 -18.36568234674219, 148.2961007141708 -18.40342586037259, 148.2266375181314 -18.36458959804563, 148.2273377068692 -18.28803953624724))",0,14
185,185.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((148.3668563815394 -18.28913172510249, 148.4369118585817 -18.25135733833693, 148.5063770144472 -18.2901044167825, 148.5058220871767 -18.36665553701755, 148.4357293708161 -18.40445909497366, 148.3662288220052 -18.36568234674219, 148.3668563815394 -18.28913172510249))",0,14
186,186.0,,,,,,,11704908.2005735,,,,,59942385.4264923,,,,,,,,,"POLYGON ((145.9286069669012 -18.13797016981945, 145.9992073532118 -18.10124845990132, 146.067951986848 -18.14103111869064, 146.0661295460476 -18.21756562183864, 145.9954900538777 -18.25431591370166, 145.9267121113805 -18.21450310577329, 145.9286069669012 -18.13797016981945))",0,48
187,187.0,,,,,,,183852015.679727,,,,,,,3621068.22684882,,,,,,,"POLYGON ((146.067951986848 -18.14103111869064, 146.1385190598091 -18.10424897902836, 146.207302686543 -18.14397274182262, 146.2055526693258 -18.22050875112896, 146.1349465988957 -18.25731950618445, 146.0661295460476 -18.21756562183864, 146.067951986848 -18.14103111869064))",0,48
188,188.0,,,118088209.874574,,,,64925470.5485336,,,,,,,82977.2389413416,2063029.21561733,,,,,,"POLYGON ((146.207302686543 -18.14397274182262, 146.2778363290771 -18.10713019935794, 146.3466588404914 -18.14679503217394, 146.344981255369 -18.22333248659224, 146.2744087239588 -18.26020367778755, 146.2055526693258 -18.22050875112896, 146.207302686543 -18.14397274182262))",0,32
189,189.0,,,1785032.47815239,,,,,,,,,,,,,,,,,,"POLYGON ((146.3466588404914 -18.14679503217394, 146.4171589356697 -18.10989211399614, 146.4860202231455 -18.14949798298811, 146.4844150782777 -18.22603682146194, 146.413876203018 -18.26296842159638, 146.344981255369 -18.22333248659224, 146.3466588404914 -18.14679503217394))",0,31
190,190.0,,,,,,,,126070610.231513,,,,,,,,,,,,,"POLYGON ((146.4860202231455 -18.14949798298811, 146.556486654189 -18.11253471633426, 146.6253866089066 -18.15208158779399, 146.6238539121019 -18.22862174925714, 146.5533488099724 -18.26561373098233, 146.4844150782777 -18.22603682146194, 146.4860202231455 -18.14949798298811))",0,31
191,191.0,,,,,,,,114438795.500139,,,,,,,,,73036505.2851925,,,,"POLYGON ((146.6253866089066 -18.15208158779399, 146.6958192591875 -18.11505800004856, 146.7647577721276 -18.15454584040585, 146.7632975308423 -18.23108726378275, 146.6928263186706 -18.26813959960247, 146.6238539121019 -18.22862174925714, 146.6253866089066 -18.15208158779399))",0,26
192,192.0,,,,,,,,151281867.585663,,,,,,,,,36193925.3824467,,,,"POLYGON ((146.7647577721276 -18.15454584040585, 146.83515652517 -18.11746195910033, 146.9041334871147 -18.15689073492309, 146.9027457084534 -18.23343335912937, 146.8323085029139 -18.27054602140012, 146.7632975308423 -18.23108726378275, 146.7647577721276 -18.15454584040585))",0,22
193,193.0,,,,,,,,168640022.888779,,,3329080.55455342,,,,,,,,,15507156.9867158,"POLYGON ((146.9041334871147 -18.15689073492309, 146.9744982265964 -18.11974658773624, 147.0435135281301 -18.15911626573067, 147.0421982188452 -18.23566002967357, 146.9717951364581 -18.27283299060448, 146.9027457084534 -18.23343335912937, 146.9041334871147 -18.15689073492309))",0,16
194,194.0,,,,,,,,51926114.1842302,,,128416621.575231,,,,,,,,,873928.028547764,"POLYGON ((147.0435135281301 -18.15911626573067, 147.113844137883 -18.121911880488, 147.1828976693937 -18.16122242749923, 147.1816548358857 -18.23776727007775, 147.1112859930154 -18.27500050173085, 147.0421982188452 -18.23566002967357, 147.0435135281301 -18.15911626573067))",0,14
195,195.0,,,,,,,,,,,25784340.7293867,,,,,,,,,,"POLYGON ((147.1828976693937 -18.16122242749923, 147.2531940334055 -18.12395783217283, 147.3222856850857 -18.16320921518476, 147.3211153334025 -18.23975507529049, 147.2507808462569 -18.27704854958084, 147.1816548358857 -18.23776727007775, 147.1828976693937 -18.16122242749923))",0,11
196,196.0,,,,,,,,,,,,,,,,,,,,4903141.30086437,"POLYGON ((147.3222856850857 -18.16320921518476, 147.3925476875009 -18.12588443789332, 147.4616773493486 -18.16507662402892, 147.4605794851859 -18.24162344054621, 147.3902794698151 -18.2789771292423, 147.3211153334025 -18.23975507529049, 147.3222856850857 -18.16320921518476))",0,12
197,197.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.4616773493486 -18.16507662402892, 147.5319048744694 -18.12769169303741, 147.6010724362893 -18.166824649559, 147.6000470649903 -18.24337236136557, 147.5297816372854 -18.28078623608917, 147.4605794851859 -18.24162344054621, 147.4616773493486 -18.16507662402892))",0,12
198,198.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.6010724362893 -18.166824649559, 147.6712653685771 -18.12937959327855, 147.7404707199814 -18.16845328758817, 147.7395178465369 -18.24500183355534, 147.6692871222288 -18.282475865782, 147.6000470649903 -18.24337236136557, 147.6010724362893 -18.166824649559))",0,11
199,199.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.7404707199814 -18.16845328758817, 147.8106289440579 -18.13094813457578, 147.8798719744675 -18.1699625342154, 147.8789916035155 -18.2465118532086, 147.8087956981741 -18.28404601426769, 147.7395178465369 -18.24500183355534, 147.7404707199814 -18.16845328758817))",0,14
200,200.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.8798719744675 -18.1699625342154, 147.9499953751156 -18.13239731317372, 148.0192759737613 -18.17135238582528, 148.0184681095872 -18.24790241670462, 147.9483071386198 -18.2854966777795, 147.8789916035155 -18.2465118532086, 147.8798719744675 -18.1699625342154))",0,14
201,201.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((148.0192759737613 -18.17135238582528, 148.0893644359263 -18.13372712560267, 148.1586824918497 -18.17262283908849, 148.157947138386 -18.24917352070898, 148.0878212170365 -18.2868278528372, 148.0184681095872 -18.24790241670462, 148.0192759737613 -18.17135238582528))",0,14
202,202.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((148.1586824918497 -18.17262283908849, 148.2287359006407 -18.13493756867858, 148.2980913026952 -18.17377389096151, 148.2974284635218 -18.25032516217366, 148.2273377068692 -18.28803953624724, 148.157947138386 -18.24917352070898, 148.1586824918497 -18.17262283908849))",0,14
203,203.0,,,,,,,75068200.1210395,,,,,67165735.8654208,,,,,,,,,"POLYGON ((146.0010631073895 -18.02471379000117, 146.0715911916429 -17.98796022979993, 146.1403025074812 -18.02771277471395, 146.1385190598091 -18.10424897902836, 146.067951986848 -18.14103111869064, 145.9992073532118 -18.10124845990132, 146.0010631073895 -18.02471379000117))",0,45
204,204.0,,,82679727.4144436,,,,102603045.438796,,,,,,,2166696.30509773,,,,,,,"POLYGON ((146.1403025074812 -18.02771277471395, 146.2107972695495 -17.9908988450515, 146.2795474615831 -18.03059252158062, 146.2778363290771 -18.10713019935794, 146.207302686543 -18.14397274182262, 146.1385190598091 -18.10424897902836, 146.1403025074812 -18.02771277471395))",0,42
205,205.0,,,54524566.4811687,,,,,,,,,,,,,,,,,,"POLYGON ((146.2795474615831 -18.03059252158062, 146.3500087847394 -17.9937182494355, 146.4187977447001 -18.03335302371756, 146.4171589356697 -18.10989211399614, 146.3466588404914 -18.14679503217394, 146.2778363290771 -18.10713019935794, 146.2795474615831 -18.03059252158062))",0,31
206,206.0,,,,,,,,37062634.2925763,,,,,,,,,62480433.0488943,,,,"POLYGON ((146.4187977447001 -18.03335302371756, 146.4892255123659 -17.99641843621576, 146.5580531317844 -18.03599427452606, 146.556486654189 -18.11253471633426, 146.4860202231455 -18.14949798298811, 146.4171589356697 -18.10989211399614, 146.4187977447001 -18.03335302371756))",0,31
207,207.0,,,,,,,,140812355.266817,,,,,,,,,46638825.3941566,,,,"POLYGON ((146.5580531317844 -18.03599427452606, 146.6284472275314 -17.99899939894062, 146.6973133977392 -18.03851626769176, 146.6958192591875 -18.11505800004856, 146.6253866089066 -18.15208158779399, 146.556486654189 -18.11253471633426, 146.5580531317844 -18.03599427452606))",0,33
208,208.0,,,,,,,,142545508.58225,,,,,,,,,44106297.6492967,,,799893.848625276,"POLYGON ((146.6973133977392 -18.03851626769176, 146.7676737052903 -18.00146113144267, 146.8365783174203 -18.0409189971851, 146.83515652517 -18.11746195910033, 146.7647577721276 -18.15454584040585, 146.6958192591875 -18.11505800004856, 146.6973133977392 -18.03851626769176))",0,29
209,209.0,,,,,,,,107351234.422032,,,51801520.3019612,,,,,,8878824.3582516,,,19420614.9551651,"POLYGON ((146.8365783174203 -18.0409189971851, 146.9069047206505 -18.0038036278392, 146.9758476656382 -18.04320245726133, 146.9744982265964 -18.11974658773624, 146.9041334871147 -18.15689073492309, 146.83515652517 -18.11746195910033, 146.8365783174203 -18.0409189971851))",0,23
210,210.0,,,,,,,,972549.110040382,,,137725820.323867,,,,,,,,,,"POLYGON ((146.9758476656382 -18.04320245726133, 147.046140048576 -18.00602688253205, 147.1151212171604 -18.04536664246042, 147.113844137883 -18.121911880488, 147.0435135281301 -18.15911626573067, 146.9744982265964 -18.11974658773624, 146.9758476656382 -18.04320245726133))",0,15
211,211.0,,,,,,,,,,,2497517.77124107,,,,,,,,,,"POLYGON ((147.1151212171604 -18.04536664246042, 147.1853794639891 -18.00813089020762, 147.2543987467138 -18.0474115476073, 147.2531940334055 -18.12395783217283, 147.1828976693937 -18.16122242749923, 147.113844137883 -18.121911880488, 147.1151212171604 -18.04536664246042))",0,8
212,212.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.2543987467138 -18.0474115476073, 147.324622741772 -18.01011564583711, 147.3936800289863 -18.04933716781194, 147.3925476875009 -18.12588443789332, 147.3222856850857 -18.16320921518476, 147.2531940334055 -18.12395783217283, 147.2543987467138 -18.0474115476073))",0,10
213,213.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.3936800289863 -18.04933716781194, 147.4638696567699 -18.01198114467649, 147.5329648386297 -18.05114349846919, 147.5319048744694 -18.12769169303741, 147.4616773493486 -18.16507662402892, 147.3925476875009 -18.12588443789332, 147.3936800289863 -18.04933716781194))",0,11
214,214.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.5329648386297 -18.05114349846919, 147.6031199837924 -18.01372738226656, 147.6722529502615 -18.05283053525901, 147.6712653685771 -18.12937959327855, 147.6010724362893 -18.166824649559, 147.5319048744694 -18.12769169303741, 147.5329648386297 -18.05114349846919))",0,12
215,215.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.6722529502615 -18.05283053525901, 147.742373497616 -18.01535435443295, 147.8115441384669 -18.05439827414652, 147.8106289440579 -18.13094813457578, 147.7404707199814 -18.16845328758817, 147.6712653685771 -18.12937959327855, 147.6722529502615 -18.05283053525901))",0,11
216,216.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.8115441384669 -18.05439827414652, 147.8816299729864 -18.01686205728623, 147.9508381778014 -18.05584671138205, 147.9499953751156 -18.13239731317372, 147.8798719744675 -18.1699625342154, 147.8106289440579 -18.13094813457578, 147.8115441384669 -18.05439827414652))",0,14
217,217.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.9508381778014 -18.05584671138205, 148.0208891846203 -18.01825048722203, 148.0901348427928 -18.05717584350089, 148.0893644359263 -18.13372712560267, 148.0192759737613 -18.17135238582528, 147.9499953751156 -18.13239731317372, 147.9508381778014 -18.05584671138205))",0,14
218,218.0,,,40524639.4528751,,,,78420574.6799187,,,,,42273190.4549506,,4741803.22416945,,,,,,,"POLYGON ((146.0734079615276 -17.9114238485402, 146.1438638516895 -17.87463849581365, 146.2125418409954 -17.91436096206476, 146.2107972695495 -17.9908988450515, 146.1403025074812 -18.02771277471395, 146.071591191643 -17.98796022979993, 146.0734079615276 -17.9114238485402))",0,37
219,219.0,,,127034144.053315,,,,,,,,,,,,,,,,,,"POLYGON ((146.2125418409955 -17.91436096206476, 146.282964400339 -17.87751530009014, 146.3516811492881 -17.91717892558876, 146.3500087847394 -17.9937182494355, 146.2795474615831 -18.03059252158062, 146.2107972695495 -17.9908988450515, 146.2125418409955 -17.91436096206476))",0,36
220,220.0,,,,,,,,28983537.9726154,,,,,,,,,,,,,"POLYGON ((146.3516811492881 -17.91717892558876, 146.4220702614355 -17.88027298138119, 146.4908256619078 -17.9198777323862, 146.4892255123659 -17.99641843621576, 146.4187977447001 -18.03335302371756, 146.3500087847394 -17.9937182494355, 146.3516811492881 -17.91717892558876))",0,29
221,221.0,,,,,,,,136801954.044358,,,,,,,,,50624374.5310838,,,,"POLYGON ((146.4908256619078 -17.9198777323862, 146.5611812106302 -17.88291153310777, 146.629975154307 -17.92245737601488, 146.6284472275314 -17.99899939894062, 146.5580531317844 -18.03599427452606, 146.4892255123659 -17.99641843621576, 146.4908256619078 -17.9198777323862))",0,32
222,222.0,,,,,,,,187070812.654844,,,,,,,,,356063.257253882,,,,"POLYGON ((146.629975154307 -17.92245737601488, 146.7002970235256 -17.88543094897441, 146.7691294018893 -17.92491785031678, 146.7676737052903 -18.00146113144267, 146.6973133977392 -18.03851626769176, 146.6284472275314 -17.99899939894062, 146.629975154307 -17.92245737601488))",0,32
223,223.0,,,,,,,,77923804.2442214,,,72580561.3994256,,,,,,2755231.16926944,,,14915512.8446109,"POLYGON ((146.7691294018893 -17.92491785031678, 146.8394174756767 -17.88783122296971, 146.9082881800127 -17.92725914941803, 146.9069047206505 -18.0038036278392, 146.8365783174203 -18.0409189971851, 146.7676737052903 -18.00146113144267, 146.7691294018893 -17.92491785031678))",0,28
224,224.0,,,,,,,,,,,27900089.9994874,,,,,,,,,,"POLYGON ((146.9082881800127 -17.92725914941803, 146.9785423425936 -17.89011234936608, 147.0474512639908 -17.92948126772881, 147.046140048576 -18.00602688253205, 146.9758476656382 -18.04320245726133, 146.9069047206505 -18.0038036278392, 146.9082881800127 -17.92725914941803))",0,8
225,225.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.0474512639908 -17.92948126772881, 147.1176713997438 -17.89227432271986, 147.1866184290959 -17.93158419994351, 147.1853794639891 -18.00813089020762, 147.1151212171604 -18.04536664246042, 147.046140048576 -18.00602688253205, 147.0474512639908 -17.92948126772881))",0,8
226,226.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.1866184290959 -17.93158419994351, 147.2568044225541 -17.8943171378715, 147.3257894505604 -17.9335679410409, 147.324622741772 -18.01011564583711, 147.2543987467138 -18.0474115476073, 147.1853794639891 -18.00813089020762, 147.1866184290959 -17.93158419994351))",0,8
227,227.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.3257894505604 -17.9335679410409, 147.3959411864128 -17.89624078994557, 147.4649641035796 -17.93543248628403, 147.4638696567699 -18.01198114467649, 147.3936800289863 -18.04933716781194, 147.324622741772 -18.01011564583711, 147.3257894505604 -17.9335679410409))",0,10
228,228.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.4649641035796 -17.93543248628403, 147.535081466672 -17.89804527435083, 147.6041421633133 -17.93717783122032, 147.6031199837924 -18.01372738226656, 147.5329648386297 -18.05114349846919, 147.4638696567699 -18.01198114467649, 147.4649641035796 -17.93543248628403))",0,11
229,229.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.6041421633133 -17.93717783122032, 147.6742250386498 -17.89973058678011, 147.7433234048885 -17.93880397168177, 147.742373497616 -18.01535435443295, 147.6722529502615 -18.05283053525901, 147.6031199837924 -18.01372738226656, 147.6041421633133 -17.93717783122032))",0,12
230,230.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.7433234048885 -17.93880397168177, 147.8133716776323 -17.90129672321061, 147.8825076034012 -17.94031090378479, 147.8816299729864 -18.01686205728623, 147.8115441384669 -18.05439827414652, 147.742373497616 -18.01535435443295, 147.7433234048885 -17.93880397168177))",0,11
231,231.0,,,62176.1682920419,,,,,,,,,42511372.9016447,,6799203.56112762,,,,,,,"POLYGON ((146.0066188239886 -17.79510603522683, 146.077035850951 -17.75834922363188, 146.1456417539813 -17.79810042572135, 146.1438638516895 -17.87463849581365, 146.0734079615276 -17.9114238485402, 146.0047688397838 -17.8716425754146, 146.0066188239886 -17.79510603522683))",0,41
232,232.0,,,178067064.186731,,,,,,,,,6755885.86179355,,,,,,,,,"POLYGON ((146.1456417539813 -17.79810042572135, 146.2160255578705 -17.76128333811664, 146.2846702121115 -17.80097576086574, 146.282964400339 -17.87751530009014, 146.2125418409955 -17.91436096206476, 146.1438638516895 -17.87463849581365, 146.1456417539813 -17.79810042572135))",0,32
233,233.0,,,37724007.3016766,,,,,,,,,,,,,,,,,,"POLYGON ((146.2846702121115 -17.80097576086574, 146.3550206767499 -17.76409842415608, 146.4237039744303 -17.80373203380751, 146.4220702614355 -17.88027298138119, 146.3516811492881 -17.91717892558876, 146.282964400339 -17.87751530009014, 146.2846702121115 -17.80097576086574))",0,32
234,234.0,,,1769.22472261451,,,,,135166061.77035,,,,,,,,,37728321.9361533,,,,"POLYGON ((146.4237039744303 -17.80373203380751, 146.4940209837883 -17.7667944750445, 146.5627428169374 -17.80636923797733, 146.5611812106302 -17.88291153310777, 146.4908256619078 -17.9198777323862, 146.4220702614355 -17.88027298138119, 146.4237039744303 -17.80373203380751))",0,31
235,235.0,,,,,,,,138207674.681387,,,,,,,,,48749349.1042177,,,444297.368236663,"POLYGON ((146.5627428169374 -17.80636923797733, 146.6330262551348 -17.76937148435896, 146.7017865155838 -17.80888736708929, 146.7002970235256 -17.88543094897441, 146.629975154307 -17.92245737601488, 146.5611812106302 -17.88291153310777, 146.5627428169374 -17.80636923797733))",0,32
236,236.0,,,,,,,,57907838.0608253,,,118612514.92175,,,,,,366117.429493546,,,10515399.7351854,"POLYGON ((146.7017865155838 -17.80888736708929, 146.7720362668903 -17.77182944595987, 146.8408348462732 -17.81128641514096, 146.8394174756767 -17.88783122296971, 146.7691294018893 -17.92491785031678, 146.7002970235256 -17.88543094897441, 146.7017865155838 -17.80888736708929))",0,33
237,237.0,,,,,,,,,,,19251209.0065378,,,,,,,,,,"POLYGON ((146.8408348462732 -17.81128641514096, 146.9110507951098 -17.77416835399091, 146.9798875848643 -17.81356637641333, 146.9785423425936 -17.89011234936608, 146.9082881800127 -17.92725914941803, 146.8394174756767 -17.88783122296971, 146.8408348462732 -17.81128641514096))",0,8
238,238.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.9798875848643 -17.81356637641333, 147.0500696158048 -17.77638820287899, 147.1189445071735 -17.81572724547085, 147.1176713997438 -17.89227432271986, 147.0474512639908 -17.92948126772881, 146.9785423425936 -17.89011234936608, 146.9798875848643 -17.81356637641333))",0,8
239,239.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.1189445071735 -17.81572724547085, 147.1890925049452 -17.77848898733447, 147.2580053889765 -17.81776901716177, 147.2568044225541 -17.8943171378715, 147.1866184290959 -17.93158419994351, 147.1176713997438 -17.89227432271986, 147.1189445071735 -17.81572724547085))",0,8
240,240.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.2580053889765 -17.81776901716177, 147.3281192384615 -17.78047070235098, 147.3970700060106 -17.81969168661795, 147.3959411864128 -17.89624078994557, 147.3257894505604 -17.9335679410409, 147.2568044225541 -17.8943171378715, 147.2580053889765 -17.81776901716177))",0,8
241,241.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.3970700060106 -17.81969168661795, 147.467149592247 -17.78233334320584, 147.5361381339771 -17.82149524925496, 147.535081466672 -17.89804527435083, 147.4649641035796 -17.93543248628403, 147.3959411864128 -17.89624078994557, 147.3970700060106 -17.81969168661795))",0,10
242,242.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.5361381339771 -17.82149524925496, 147.6061833421601 -17.78407690545992, 147.6752095485434 -17.8231797007721, 147.6742250386498 -17.89973058678011, 147.6041421633133 -17.93717783122032, 147.535081466672 -17.89804527435083, 147.5361381339771 -17.82149524925496))",0,11
243,243.0,,,46237249.1689836,,,,,,,,,82943979.0006097,,17767473.8699795,839859.588119507,,,,,,"POLYGON ((146.0788469763436 -17.68181098449231, 146.1491920332845 -17.64502243551849, 146.2177647089212 -17.68474360165921, 146.2160255578705 -17.76128333811664, 146.1456417539813 -17.79810042572135, 146.077035850951 -17.75834922363188, 146.0788469763436 -17.68181098449231))",0,28
244,244.0,,,187373565.437461,,,,,232.934758996591,,,,,,,,,,,,,"POLYGON ((146.2177647089212 -17.68474360165921, 146.288076534209 -17.64789483671271, 146.3566878450525 -17.6875572510695, 146.3550206767499 -17.76409842415608, 146.2846702121115 -17.80097576086574, 146.2160255578705 -17.76128333811664, 146.2177647089212 -17.68474360165921))",0,27
245,245.0,,,18537634.1529169,,,,,132405118.937936,,,,,,,,,36403087.5830871,,,,"POLYGON ((146.3566878450525 -17.6875572510695, 146.4269663228569 -17.65064829709158, 146.4956161612839 -17.69025192602725, 146.4940209837883 -17.7667944750445, 146.4237039744303 -17.80373203380751, 146.3550206767499 -17.76409842415608, 146.3566878450525 -17.6875572510695))",0,27
246,246.0,,,,,,,,151529461.22406,,,,,,,,,35845575.2738321,,,,"POLYGON ((146.4956161612839 -17.69025192602725, 146.5658611759227 -17.65328281010547, 146.6345494341117 -17.6928276201193, 146.6330262551348 -17.76937148435896, 146.5627428169374 -17.80636923797733, 146.4940209837883 -17.7667944750445, 146.4956161612839 -17.69025192602725))",0,28
247,247.0,,,,,,,,53046735.6079089,,,115441676.880083,,,,,,2334767.57440796,,,16552433.963351,"POLYGON ((146.6345494341117 -17.6928276201193, 146.7047608700517 -17.65579836948728, 146.7734874399844 -17.69528432721525, 146.7720362668903 -17.77182944595987, 146.7017865155838 -17.80888736708929, 146.6330262551348 -17.76937148435896, 146.6345494341117 -17.6928276201193))",0,32
248,248.0,,,,,,,,,,,39345720.6189016,,,,,,,,,,"POLYGON ((146.7734874399844 -17.69528432721525, 146.8436651818429 -17.65819496925243, 146.9124299553045 -17.69762204146746, 146.9110507951098 -17.77416835399091, 146.8408348462732 -17.81128641514096, 146.7720362668903 -17.77182944595987, 146.7734874399844 -17.69528432721525))",0,17
249,249.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.9124299553045 -17.69762204146746, 146.9825738878505 -17.66047260369904, 147.0513767564312 -17.69984075731113, 147.0500696158048 -17.77638820287899, 146.9798875848643 -17.81356637641333, 146.9110507951098 -17.77416835399091, 146.9124299553045 -17.69762204146746))",0,8
250,250.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.0513767564312 -17.69984075731113, 147.1214867645861 -17.66263126740795, 147.1903276196823 -17.70194046946466, 147.1890925049452 -17.77848898733447, 147.1189445071735 -17.81572724547085, 147.0500696158048 -17.77638820287899, 147.0513767564312 -17.69984075731113))",0,8
