,FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry,best_solution,select_freq
40,40.0,,,,,,,,,,,,,,,,,4715152.0560086,,,,"POLYGON ((148.2880757741577 -19.32197749217131, 148.3586468199474 -19.28424105239917, 148.4285823935964 -19.3230171215039, 148.4279827527591 -19.3995594896856, 148.3573738750494 -19.43732526740922, 148.2874024711461 -19.39851932401697, 148.2880757741577 -19.32197749217131))",0,19
41,41.0,,,,,,,,,,,,6026779.19367021,,,,,,,,,"POLYGON ((146.5343837772594 -19.18403455765016, 146.6053364264289 -19.14705430903056, 146.6747370748513 -19.18657604324992, 146.6732193744865 -19.2631082291506, 146.602227544208 -19.30011738595727, 146.5327925979599 -19.26056543374378, 146.5343837772594 -19.18403455765016))",0,25
42,42.0,,,,,,,6161964.89536068,,,,,46081999.8446472,,603189.675198246,,,,,,,"POLYGON ((146.6747370748513 -19.18657604324992, 146.7456554223917 -19.14953506399975, 146.8150951366405 -19.18899734399017, 146.8136509226989 -19.26553077779879, 146.7426935056495 -19.30260069864426, 146.6732193744865 -19.2631082291506, 146.6747370748513 -19.18657604324992))",0,25
43,43.0,,,,,,,116777992.738644,,,,,60462379.6391033,,1895887.64069539,,,,,,,"POLYGON ((146.8150951366405 -19.18899734399017, 146.8859790636444 -19.1518956620638, 146.9554577320966 -19.19129845399469, 146.9540870117047 -19.26783307380298, 146.8831641269957 -19.30496373061863, 146.8136509226989 -19.26553077779879, 146.8150951366405 -19.18899734399017))",0,16
44,44.0,,,,,,,57446015.2253544,,,,,74182968.2906011,,,,,,,,,"POLYGON ((146.9554577320966 -19.19129845399469, 147.0263071198146 -19.15413609749646, 147.0958246306446 -19.19347936767854, 147.0945274105667 -19.27001511156999, 147.0236391771504 -19.30720647613667, 146.9540870117047 -19.26783307380298, 146.9554577320966 -19.19129845399469))",0,14
45,45.0,,,,,,,187659034.348753,,,,,,,,,,,,,,"POLYGON ((147.0958246306446 -19.19347936767854, 147.1666393604866 -19.15625636486256, 147.2361956016669 -19.19554007974823, 147.234971888305 -19.27207688579814, 147.1641184249733 -19.30932892974681, 147.0945274105667 -19.27001511156999, 147.0958246306446 -19.19347936767854))",0,16
46,46.0,,,,,,,119605723.672292,,,,,2064.55900422391,,,,,,,,,"POLYGON ((147.2361956016669 -19.19554007974823, 147.3069755552035 -19.15825645901822, 147.3765704145058 -19.19748058520169, 147.3754202138996 -19.27401839147787, 147.3046016392826 -19.31133108628951, 147.234971888305 -19.27207688579814, 147.2361956016669 -19.19554007974823))",0,18
47,47.0,,,,,,,1677143.50966728,,,,,23625850.2001734,,,,,,,,,"POLYGON ((147.3765704145058 -19.19748058520169, 147.4473154734691 -19.16013637511091, 147.5169488384657 -19.1993008793284, 147.5158721562925 -19.27583962389146, 147.4450885888577 -19.31321294089744, 147.3754202138996 -19.27401839147787, 147.3765704145058 -19.19748058520169))",0,18
48,48.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.5169488384657 -19.1993008793284, 147.5876588847508 -19.1618961085793, 147.6573306428155 -19.2010009577095, 147.6563274843898 -19.27754057861339, 147.5855790424407 -19.31497448899554, 147.5158721562925 -19.27583962389146, 147.5169488384657 -19.1993008793284))",0,18
49,49.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.6573306428155 -19.2010009577095, 147.7280055584814 -19.16353565515361, 147.7977155967905 -19.20258081621773, 147.7967859670643 -19.27912125151, 147.7260727687393 -19.31661572630084, 147.6563274843898 -19.27754057861339, 147.6573306428155 -19.2010009577095))",0,17
50,50.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.7977155967905 -19.20258081621773, 147.8683552640617 -19.16505501085534, 147.938103469595 -19.20404045101752, 147.9372473731576 -19.28058163874004, 147.8665695364287 -19.31813664882304, 147.7967859670643 -19.27912125151, 147.7977155967905 -19.20258081621773))",0,19
51,51.0,,,,,,,,30143466.8221595,,,,,,,,,14805542.608798,,,,"POLYGON ((147.938103469595 -19.20404045101752, 148.0087077708623 -19.16645417199766, 148.0784940304048 -19.20537985856491, 148.0777114714825 -19.28192173675418, 148.0070691141542 -19.31953725286389, 147.9372473731576 -19.28058163874004, 147.938103469595 -19.20404045101752))",0,19
52,52.0,,,,,,,,67811327.357164,,,,,,,,,69789301.5677637,,,,"POLYGON ((148.0784940304048 -19.20537985856491, 148.1490628482264 -19.1677331351851, 148.2188870483687 -19.20659903560802, 148.2181780308252 -19.28314154229547, 148.1475712705332 -19.32081753501773, 148.0777114714825 -19.28192173675418, 148.0784940304048 -19.20537985856491))",0,24
53,53.0,,,,,,,,41288189.9833988,,,,,,,,,42415507.9360304,,,,"POLYGON ((148.2188870483687 -19.20659903560802, 148.2894202654718 -19.16889189731395, 148.3592822926116 -19.20769797918646, 148.3586468199474 -19.28424105239917, 148.2880757741577 -19.32197749217131, 148.2181780308252 -19.28314154229547, 148.2188870483687 -19.20659903560802))",0,25
54,54.0,,,,,,,,,,,,,,,,,17565247.5997284,,,,"POLYGON ((148.3592822926116 -19.20769797918646, 148.4297797918932 -19.16993045557188, 148.4996795322363 -19.2086766866319, 148.499117607589 -19.2852202643928, 148.4285823935964 -19.3230171215039, 148.3586468199474 -19.28424105239917, 148.3592822926116 -19.20769797918646))",0,25
55,55.0,,,,,,,,,,,,3128309.73587516,,,,,,,,,"POLYGON ((146.3264120053877 -19.06520257554506, 146.3973595527271 -19.02831192351874, 146.4666476679754 -19.06792222542896, 146.4650223060824 -19.14445340317352, 146.3940354743483 -19.18137289335852, 146.3247132916307 -19.14173235273703, 146.3264120053877 -19.06520257554506))",0,38
56,56.0,,,,,,,41515949.2451558,,,,,68463167.9073135,,1266390.7701734,,,,,,,"POLYGON ((146.4666476679754 -19.06792222542896, 146.5375611437837 -19.03097084849536, 146.6068884284517 -19.07052179252656, 146.6053364264289 -19.14705430903056, 146.5343837772594 -19.18403455765016, 146.4650223060824 -19.14445340317352, 146.4666476679754 -19.06792222542896))",0,32
57,57.0,,,,,,,157343391.742741,,,,,30285070.4541811,,11981.8837475618,,,,,,,"POLYGON ((146.6068884284517 -19.07052179252656, 146.6777677138694 -19.03350971837596, 146.7471340568987 -19.07300127053896, 146.7456554223917 -19.14953506399981, 146.6747370748513 -19.18657604324992, 146.6053364264289 -19.14705430903056, 146.6068884284517 -19.07052179252656))",0,25
58,58.0,,,,,,,179741864.251947,,,,,164182.37767075,,7734771.93240432,,,,,,,"POLYGON ((146.7471340568987 -19.07300127053896, 146.8179790332223 -19.03592852701164, 146.8873843233511 -19.07536065345802, 146.8859790636444 -19.15189566206381, 146.8150951366405 -19.18899734399017, 146.7456554223917 -19.14953506399981, 146.7471340568987 -19.07300127053896))",0,24
59,59.0,,,,,,,170994007.184393,,,,,,,,,,,,,,"POLYGON ((146.8873843233511 -19.07536065345802, 146.9581948720339 -19.03822726854397, 147.0276389977974 -19.07759993556606, 147.0263071198146 -19.15413609749646, 146.9554577320966 -19.19129845399469, 146.8859790636444 -19.15189566206381, 146.8873843233511 -19.07536065345802))",0,16
60,60.0,,,,,,,83829330.4137591,,,,,,,,,,,,,,"POLYGON ((147.0276389977974 -19.07759993556606, 147.0984150004512 -19.04040593740487, 147.167897850183 -19.07971911143625, 147.1666393604866 -19.15625636486256, 147.0958246306446 -19.19347936767854, 147.0263071198146 -19.15413609749646, 147.0276389977974 -19.07759993556606))",0,14
61,61.0,,,,,,,4504907.17433518,,,,,,,,,,,,,,"POLYGON ((147.167897850183 -19.07971911143625, 147.2386391885788 -19.04246452831687, 147.308160650412 -19.0817181759325, 147.3069755552035 -19.15825645901827, 147.2361956016669 -19.19554007974823, 147.1666393604866 -19.15625636486256, 147.167897850183 -19.07971911143625))",0,16
62,62.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.308160650412 -19.0817181759325, 147.3788672064815 -19.04440303629303, 147.4484271683498 -19.08359712420952, 147.4473154734691 -19.16013637511095, 147.3765704145058 -19.19748058520169, 147.3069755552035 -19.15825645901827, 147.308160650412 -19.0817181759325))",0,16
63,63.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.4484271683498 -19.08359712420952, 147.5190988241866 -19.04622145663713, 147.5886971738249 -19.08535595171297, 147.5876588847508 -19.16189610857931, 147.5169488384657 -19.1993008793284, 147.4473154734691 -19.16013637511095, 147.4484271683498 -19.08359712420952))",0,16
64,64.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.5886971738249 -19.08535595171297, 147.6593338116854 -19.04791978494358, 147.7289704366318 -19.08699465417949, 147.7280055584814 -19.16353565515361, 147.6573306428155 -19.2010009577095, 147.5876588847508 -19.16189610857931, 147.5886971738249 -19.08535595171297))",0,17
65,65.0,,,,,,,,12442053.5150882,,,,,,,,,,,,,"POLYGON ((147.7289704366318 -19.08699465417949, 147.7995719389367 -19.04949801709766, 147.8692467265326 -19.08851322763669, 147.8683552640617 -19.16505501085541, 147.7977155967905 -19.20258081621773, 147.7280055584814 -19.16353565515361, 147.7289704366318 -19.08699465417949))",0,17
66,66.0,,,,,,,,131509175.444654,,,,,,,,,519802.944733694,,,,"POLYGON ((147.8692467265326 -19.08851322763669, 147.9398129758678 -19.05095614927541, 148.0095258132596 -19.08991166840313, 148.0087077708623 -19.16645417199766, 147.938103469595 -19.20404045101752, 147.8683552640617 -19.16505501085541, 147.8692467265326 -19.08851322763669))",0,20
67,67.0,,,,,,,,174457032.529876,,,,,,,,,13186311.3572547,,,,"POLYGON ((148.0095258132596 -19.08991166840313, 148.0800566923777 -19.05229417794365, 148.149807466518 -19.09118997308872, 148.1490628482264 -19.16773313518515, 148.0784940304048 -19.20537985856491, 148.0087077708623 -19.16645417199766, 148.0095258132596 -19.08991166840313))",0,24
68,68.0,,,,,,,,173983507.394132,,,,,,,,,13660023.8399314,,,,"POLYGON ((148.149807466518 -19.09118997308872, 148.2203028583388 -19.05351209986018, 148.2900914559871 -19.09234813859432, 148.2894202654718 -19.16889189731396, 148.2188870483687 -19.20659903560802, 148.1490628482264 -19.16773313518515, 148.149807466518 -19.09118997308872))",0,30
69,69.0,,,,,,,,32496692.6315065,,,,,,,,,125679074.515237,,,,"POLYGON ((148.2900914559871 -19.09234813859432, 148.3605512435998 -19.05460991207373, 148.4303775513235 -19.09338616211189, 148.4297797918932 -19.16993045557194, 148.3592822926116 -19.20769797918646, 148.2894202654718 -19.16889189731396, 148.2900914559871 -19.09234813859432))",0,30
70,70.0,,,,,,,5174211.97129309,,,,,31958236.8666717,,,,,,,,,"POLYGON ((146.2588958367149 -18.94900291811178, 146.329804107923 -18.91214106780172, 146.3990189861797 -18.95178046242599, 146.3973595527271 -19.02831192351874, 146.3264120053877 -19.06520257554506, 146.2571631704124 -19.02553294988531, 146.2588958367149 -18.94900291811178))",0,38
71,71.0,,,,,,,138080893.150544,,,,,43080003.5522009,,,,,,,,,"POLYGON ((146.3990189861797 -18.95178046242599, 146.4698932965303 -18.91485792074068, 146.5391473362256 -18.95443801977995, 146.5375611437837 -19.03097084849536, 146.4666476679754 -19.06792222542896, 146.3973595527271 -19.02831192351874, 146.3990189861797 -18.95178046242599))",0,38
72,72.0,,,,,,,186729216.284168,,,,,,,892893.726097735,,,,,,,"POLYGON ((146.5391473362256 -18.95443801977995, 146.609987567064 -18.91745481429621, 146.6792806574993 -18.95697558374418, 146.6777677138694 -19.03350971837596, 146.6068884284517 -19.07052179252656, 146.5375611437837 -19.03097084849536, 146.5391473362256 -18.95443801977995))",0,29
73,73.0,,,,,,,144188624.668981,,,,,,,204488.791362085,,,,,,,"POLYGON ((146.6792806574993 -18.95697558374418, 146.7500866903256 -18.9199317421886, 146.8194187205986 -18.95939314817904, 146.8179790332223 -19.03592852701164, 146.7471340568987 -19.07300127053896, 146.6777677138694 -19.03350971837596, 146.6792806574993 -18.95697558374418))",0,20
74,74.0,,,,,,,50118150.7504014,,,,,,,,,,,,,,"POLYGON ((146.8194187205986 -18.95939314817904, 146.8901904370689 -18.92228869842768, 146.9595612960747 -18.96169070723491, 146.9581948720339 -19.03822726854397, 146.8873843233511 -19.07536065345802, 146.8179790332223 -19.03592852701164, 146.8194187205986 -18.95939314817904))",0,14
75,75.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.9595612960747 -18.96169070723491, 147.0302985780022 -18.92452567731318, 147.0997081544345 -18.96386825535221, 147.0984150004512 -19.04040593740487, 147.0276389977974 -19.07759993556606, 146.9581948720339 -19.03822726854397, 146.9595612960747 -18.96169070723491))",0,14
76,76.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.0997081544345 -18.96386825535221, 147.1704108837909 -18.92664267343467, 147.2398590661426 -18.96592578726148, 147.2386391885788 -19.04246452831687, 147.167897850183 -19.07971911143625, 147.0984150004512 -19.04040593740487, 147.0997081544345 -18.96386825535221))",0,12
77,77.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.2398590661426 -18.96592578726148, 147.310527125059 -18.92863968167151, 147.3800138016241 -18.96786329798323, 147.3788672064815 -19.04440303629303, 147.308160650412 -19.0817181759325, 147.2386391885788 -19.04246452831687, 147.2398590661426 -18.96592578726148))",0,15
78,78.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((147.3800138016241 -18.96786329798323, 147.4506470723924 -18.9305166971931, 147.5201721312661 -18.96968078282842, 147.5190988241866 -19.04622145663713, 147.4484271683498 -19.08359712420952, 147.3788672064815 -19.04440303629303, 147.3800138016241 -18.96786329798323))",0,15
