"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
20,,23853801.540661,26675103.796658,0,4,0,0,yes,1.000000
19,,102797716.068924,120349538.040405,0,7,0,0,yes,1.000000
18,,3456201.354849,4138723.863367,0,2,0,0,yes,1.000000
17,,227195960.353977,273544073.347352,0,9,0,0,yes,1.000000
16,,148175890.094612,198708325.659223,0,8,0,0,yes,1.000000
15,,13102763.391318,13853400.840165,0,1,0,0,yes,1.000000
14,,6001996.155702,6908499.529267,0,2,0,0,yes,1.000000
13,,8931772.451034,13471780.017082,0,3,0,0,yes,1.000000
12,,352533215.344209,396076650.940426,0,7,0,0,yes,1.000000
11,,501908512.966683,529725906.811801,0,6,0,0,yes,1.000000
10,,551448418.822755,613824953.142695,0,4,0,0,yes,1.000000
9,,6062635.478561,13585070.601749,0,2,0,0,yes,1.000000
8,,1170071012.657410,1176422432.483026,0,9,0,0,yes,1.000000
7,,376396272.768339,439050127.310041,0,6,0,0,yes,1.000000
6,,283242187.381411,298184091.214510,0,3,0,0,yes,1.000000
5,,501694534.627578,531034888.666310,0,7,0,0,yes,1.000000
4,,145211448.600232,156710601.093486,0,4,0,0,yes,1.000000
3,,746665780.128168,753839843.102900,0,11,0,0,yes,1.000000
2,,213197082.166299,217322423.257212,0,3,0,0,yes,1.000000
1,,111056428.065240,160741509.346591,0,2,0,0,yes,1.000000
