,FID,geometry,best_solution,select_freq
328,328,"POLYGON ((146.4480079251951 -16.65554533668677, 146.5177763251376 -16.61859316418369, 146.5859740648876 -16.65816248467079, 146.5844364775528 -16.7347137408578, 146.5146301494646 -16.77169436297214, 146.4463993393568 -16.73209526488684, 146.4480079251951 -16.65554533668677))",0,0
329,329,"POLYGON ((146.5859740648876 -16.65816248467079, 146.655709390752 -16.62115057932193, 146.7239449491556 -16.66066146254502, 146.7224783676549 -16.73721398679892, 146.6527052195292 -16.77425437416688, 146.5844364775528 -16.7347137408578, 146.5859740648876 -16.65816248467079))",0,0
330,330,"POLYGON ((145.4166422827721 -16.51734252240977, 145.4866003698847 -16.48083740758896, 145.5544596013197 -16.52084306878115, 145.5523929185558 -16.59738378953642, 145.4823961774699 -16.63391708896626, 145.4145047764542 -16.59388146867834, 145.4166422827721 -16.51734252240977))",0,0
331,331,"POLYGON ((145.5544596013197 -16.52084306878115, 145.6243855138817 -16.48427806949497, 145.6922832902492 -16.52422558754893, 145.6902874408703 -16.60076802303609, 145.6203229785179 -16.63736124009458, 145.5523929185558 -16.59738378953642, 145.5544596013197 -16.52084306878115))",0,3
332,332,"POLYGON ((145.6922832902492 -16.52422558754893, 145.7621769144147 -16.48760072965716, 145.830113131502 -16.52749007078415, 145.8281881250033 -16.60403416123644, 145.7582560554281 -16.64068726995736, 145.6902874408703 -16.60076802303609, 145.6922832902492 -16.52422558754893))",0,2
333,333,"POLYGON ((145.830113131502 -16.52749007078415, 145.8999743535631 -16.49080538029045, 145.9679489069607 -16.53063651083403, 145.9660947525011 -16.60718219647353, 145.8961951896078 -16.6438951707464, 145.8281881250033 -16.60403416123644, 145.830113131502 -16.52749007078415))",0,2
334,334,"POLYGON ((145.9679489069607 -16.53063651083403, 146.0377776133489 -16.49389201388555, 146.1057903984516 -16.53366490032178, 146.1040071048539 -16.61021212135948, 146.0341401624068 -16.64698493493022, 145.9660947525011 -16.60718219647353, 145.9679489069607 -16.53063651083403))",0,4
335,335,"POLYGON ((146.1057903984516 -16.53366490032178, 146.175586475739 -16.49686062320922, 146.2436373877466 -16.53657523214686, 146.2419249634972 -16.61312392878334, 146.1720907551192 -16.64995655525403, 146.1040071048539 -16.61021212135948, 146.1057903984516 -16.53366490032178))",0,1
336,336,"POLYGON ((146.2436373877466 -16.53657523214686, 146.3134007226467 -16.49971120130407, 146.3814896565654 -16.53936749948501, 146.3798481098142 -16.61591761191059, 146.3100467489855 -16.65281002473986, 146.2419249634972 -16.61312392878334, 146.2436373877466 -16.53657523214686))",0,0
337,337,"POLYGON ((146.3814896565654 -16.53936749948501, 146.4512201359344 -16.5024437414891, 146.5193469865774 -16.54204169578832, 146.5177763251376 -16.61859316418369, 146.4480079251951 -16.65554533668677, 146.3798481098142 -16.61591761191059, 146.3814896565654 -16.53936749948501))",0,0
338,338,"POLYGON ((146.5193469865774 -16.54204169578832, 146.5890444974154 -16.5050582373594, 146.6572091594039 -16.54459781478539, 146.655709390752 -16.62115057932193, 146.5859740648876 -16.65816248467079, 146.5177763251376 -16.61859316418369, 146.5193469865774 -16.54204169578832))",0,0
339,339,"POLYGON ((145.3509912671962 -16.4007398323804, 145.4209107104028 -16.36426286710115, 145.4886992272254 -16.40429668622836, 145.4866003698847 -16.48083740758896, 145.4166422827721 -16.51734252240977, 145.3488217002848 -16.47727875200001, 145.3509912671962 -16.4007398323804))",0,4
340,340,"POLYGON ((145.4886992272254 -16.40429668622836, 145.5585865997291 -16.36775986964917, 145.6264136516835 -16.40773560605576, 145.6243855138817 -16.48427806949497, 145.5544596013197 -16.52084306878115, 145.4866003698847 -16.48083740758896, 145.4886992272254 -16.40429668622836))",0,2
341,341,"POLYGON ((145.6264136516835 -16.40773560605576, 145.6962688398359 -16.3711389639303, 145.7641343230443 -16.4110565838136, 145.7621769144147 -16.48760072965716, 145.6922832902492 -16.52422558754893, 145.6243855138817 -16.48427806949497, 145.6264136516835 -16.40773560605576))",0,2
342,342,"POLYGON ((145.7641343230443 -16.4110565838136, 145.8339572133341 -16.37440014203908, 145.901861023722 -16.41425961172826, 145.8999743535631 -16.49080538029045, 145.830113131502 -16.52749007078415, 145.7621769144147 -16.48760072965716, 145.7641343230443 -16.4110565838136))",0,0
343,343,"POLYGON ((145.901861023722 -16.41425961172826, 145.9716515027766 -16.37754339634527, 146.0395935360741 -16.41734468230167, 146.0377776133489 -16.49389201388555, 145.9679489069607 -16.53063651083403, 145.8999743535631 -16.49080538029045, 145.901861023722 -16.41425961172826))",0,3
344,344,"POLYGON ((146.0395935360741 -16.41734468230167, 146.10935149066 -16.3805687194941, 146.1773316424022 -16.42031178831123, 146.175586475739 -16.49686062320922, 146.1057903984516 -16.53366490032178, 146.0377776133489 -16.49389201388555, 146.0395935360741 -16.41734468230167))",0,1
345,345,"POLYGON ((146.1773316424022 -16.42031178831123, 146.2470569594271 -16.38347610440583, 146.3150751249556 -16.42316092280992, 146.3134007226467 -16.49971120130407, 146.2436373877466 -16.53657523214686, 146.175586475739 -16.49686062320922, 146.1773316424022 -16.42031178831123))",0,0
346,346,"POLYGON ((146.3150751249556 -16.42316092280992, 146.3847676914683 -16.3862655442765, 146.452823765932 -16.42589207912666, 146.4512201359344 -16.5024437414891, 146.3814896565654 -16.53936749948501, 146.3134007226467 -16.49971120130407, 146.3150751249556 -16.42316092280992))",0,0
347,347,"POLYGON ((146.452823765932 -16.42589207912666, 146.5224834691244 -16.38893703257757, 146.5905773474803 -16.4285052508659, 146.5890444974154 -16.5050582373594, 146.5193469865774 -16.54204169578832, 146.4512201359344 -16.5024437414891, 146.452823765932 -16.42589207912666))",0,0
348,348,"POLYGON ((146.5905773474803 -16.4285052508659, 146.6602040746881 -16.39149056305617, 146.7283356517023 -16.43100043190803, 146.7268735888557 -16.50755468278614, 146.6572091594039 -16.54459781478539, 146.5890444974154 -16.5050582373594, 146.5905773474803 -16.4285052508659))",0,0
349,349,"POLYGON ((145.2854429130413 -16.284109089024, 145.3553237225453 -16.24766023827912, 145.4230416384724 -16.28772216274605, 145.4209107104028 -16.36426286710114, 145.3509912671962 -16.4007398323804, 145.2832413891856 -16.36064796446679, 145.2854429130413 -16.284109089024))",0,0
350,350,"POLYGON ((145.4230416384724 -16.28772216274605, 145.4928904807869 -16.25121349386872, 145.5606469219084 -16.29121739595183, 145.5585865997291 -16.36775986964916, 145.4886992272254 -16.40429668622836, 145.4209107104028 -16.36426286710114, 145.4230416384724 -16.28772216274605))",0,6
351,351,"POLYGON ((145.5606469219084 -16.29121739595183, 145.6304636835824 -16.25464893458989, 145.6982585463542 -16.29459478047264, 145.6962688398359 -16.37113896393028, 145.6264136516835 -16.40773560605576, 145.5585865997291 -16.36775986964916, 145.5606469219084 -16.29121739595183))",0,1
352,352,"POLYGON ((145.6982585463542 -16.29459478047264, 145.768043114073 -16.25796655241734, 145.8358762947546 -16.29785430841492, 145.8339572133341 -16.37440014203903, 145.7641343230443 -16.4110565838136, 145.6962688398359 -16.37113896393028, 145.6982585463542 -16.29459478047264))",0,1
353,353,"POLYGON ((145.8358762947546 -16.29785430841492, 145.9056285553411 -16.26116633960054, 145.9734999499966 -16.30099597215957, 145.9716515027766 -16.37754339634525, 145.901861023722 -16.41425961172826, 145.8339572133341 -16.37440014203903, 145.8358762947546 -16.29785430841492))",1,4
354,354,"POLYGON ((145.9734999499966 -16.30099597215957, 146.0432197904121 -16.2642482886635, 146.111129294911 -16.30401976436277, 146.10935149066 -16.38056871949409, 146.0395935360741 -16.41734468230167, 145.9716515027766 -16.37754339634525, 145.9734999499966 -16.30099597215957))",0,0
355,355,"POLYGON ((146.111129294911 -16.30401976436277, 146.1808166022565 -16.267212392405, 146.2487641122747 -16.30692567795522, 146.2470569594271 -16.38347610440578, 146.1773316424022 -16.42031178831123, 146.10935149066 -16.38056871949409, 146.111129294911 -16.30401976436277))",0,0
356,356,"POLYGON ((146.2487641122747 -16.30692567795522, 146.3184187737919 -16.27005864389859, 146.3864041848128 -16.30971370614303, 146.3847676914683 -16.38626554427644, 146.3150751249556 -16.42316092280992, 146.2470569594271 -16.38347610440578, 146.2487641122747 -16.30692567795522))",0,0
357,357,"POLYGON ((146.3864041848128 -16.30971370614303, 146.4560260878853 -16.27278703649272, 146.5240492952006 -16.31238384240736, 146.5224834691244 -16.38893703257756, 146.452823765932 -16.42589207912666, 146.3847676914683 -16.38626554427644, 146.3864041848128 -16.30971370614303))",0,0
358,358,"POLYGON ((146.5240492952006 -16.31238384240736, 146.5936383273548 -16.27539756381094, 146.6616992260654 -16.31493608050452, 146.6602040746881 -16.39149056305616, 146.5905773474803 -16.4285052508659, 146.5224834691244 -16.38893703257756, 146.5240492952006 -16.31238384240736))",0,0
359,359,"POLYGON ((145.3574866178305 -16.17111956849729, 145.4272969399613 -16.13463901237692, 145.4949828836329 -16.17467102756378, 145.4928904807869 -16.25121349386872, 145.4230416384724 -16.28772216274605, 145.3553237225453 -16.24766023827912, 145.3574866178305 -16.17111956849729))",0,1
360,360,"POLYGON ((145.4949828836329 -16.17467102756378, 145.5647612285008 -16.13813071202268, 145.632485584082 -16.17810473125181, 145.6304636835824 -16.25464893458989, 145.5606469219084 -16.29121739595183, 145.4928904807869 -16.25121349386872, 145.4949828836329 -16.17467102756378))",0,1
361,361,"POLYGON ((145.632485584082 -16.17810473125181, 145.7022318385688 -16.14150468197552, 145.7699945026521 -16.18142067154799, 145.768043114073 -16.25796655241734, 145.6982585463542 -16.29459478047264, 145.6304636835824 -16.25464893458989, 145.632485584082 -16.17810473125181))",0,4
362,362,"POLYGON ((145.7699945026521 -16.18142067154799, 145.8397085537759 -16.14476091436496, 145.9075094227584 -16.18461884071312, 145.9056285553411 -16.26116633960054, 145.8358762947546 -16.29785430841492, 145.768043114073 -16.25796655241734, 145.7699945026521 -16.18142067154799))",0,3
363,363,"POLYGON ((145.9075094227584 -16.18461884071312, 145.9771911576751 -16.14789940159449, 146.0450301277594 -16.18769923128232, 146.0432197904121 -16.2642482886635, 145.9734999499966 -16.30099597215957, 145.9056285553411 -16.26116633960054, 145.9075094227584 -16.18461884071312))",0,0
364,364,"POLYGON ((146.0450301277594 -16.18769923128232, 146.1146794337634 -16.15092013634185, 146.1825564009588 -16.19066183606499, 146.1808166022565 -16.267212392405, 146.111129294911 -16.30401976436277, 146.0432197904121 -16.2642482886635, 146.0450301277594 -16.18769923128232))",0,0
365,365,"POLYGON ((146.1825564009588 -16.19066183606499, 146.2521731654844 -16.15382311155882, 146.3200880256077 -16.19350664814499, 146.3184187737919 -16.27005864389859, 146.2487641122747 -16.30692567795522, 146.1808166022565 -16.267212392405, 146.1825564009588 -16.19066183606499))",0,0
366,366,"POLYGON ((146.3200880256077 -16.19350664814499, 146.38967213623 -16.15660832047144, 146.4576247849063 -16.19623366088056, 146.4560260878853 -16.27278703649272, 146.3864041848128 -16.30971370614303, 146.3184187737919 -16.27005864389859, 146.3200880256077 -16.19350664814499))",0,0
367,367,"POLYGON ((146.4576247849063 -16.19623366088056, 146.5271761293425 -16.15927575658013, 146.5951664620065 -16.19884286790459, 146.5936383273548 -16.27539756381094, 146.5240492952006 -16.31238384240736, 146.4560260878853 -16.27278703649272, 146.4576247849063 -16.19623366088056))",0,0
368,368,"POLYGON ((145.4294213200961 -16.05809657107153, 145.4991612579666 -16.0215843664685, 145.5668152194076 -16.06158650649406, 145.5647612285008 -16.13813071202268, 145.4949828836329 -16.17467102756378, 145.4272969399613 -16.13463901237692, 145.4294213200961 -16.05809657107153))",0,3
369,369,"POLYGON ((145.5668152194076 -16.06158650649406, 145.6365231701386 -16.02501460111641, 145.7042154305369 -16.06495877163369, 145.7022318385688 -16.14150468197552, 145.632485584082 -16.17810473125181, 145.5647612285008 -16.13813071202268, 145.5668152194076 -16.06158650649406))",0,1
370,370,"POLYGON ((145.7042154305369 -16.06495877163369, 145.7738912813419 -16.02832719120435, 145.8416217374266 -16.0682133586316, 145.8397085537759 -16.14476091436496, 145.7699945026521 -16.18142067154799, 145.7022318385688 -16.14150468197552, 145.7042154305369 -16.06495877163369))",0,6
371,371,"POLYGON ((145.8416217374266 -16.0682133586316, 145.9112653756556 -16.03152212901587, 145.9790339239613 -16.07135025990244, 145.9771911576751 -16.14789940159449, 145.9075094227584 -16.18461884071312, 145.8397085537759 -16.14476091436496, 145.8416217374266 -16.0682133586316))",0,1
372,372,"POLYGON ((145.9790339239613 -16.07135025990244, 146.0486452371022 -16.0345994071081, 146.1164517739704 -16.07436946813481, 146.1146794337634 -16.15092013634185, 146.0450301277594 -16.18769923128232, 145.9771911576751 -16.14789940159449, 145.9790339239613 -16.07135025990244))",0,0
373,373,"POLYGON ((146.1164517739704 -16.07436946813481, 146.18603064965 -16.03755901831177, 146.2538750712298 -16.07727097629089, 146.2521731654844 -16.15382311155882, 146.1825564009588 -16.19066183606499, 146.1146794337634 -16.15092013634185, 146.1164517739704 -16.07436946813481))",0,0
374,374,"POLYGON ((146.2538750712298 -16.07727097629089, 146.3234213972146 -16.04040095573101, 146.3913035994636 -16.08005477760666, 146.38967213623 -16.15660832047144, 146.3200880256077 -16.19350664814499, 146.2521731654844 -16.15382311155882, 146.2538750712298 -16.07727097629089))",0,0
375,375,"POLYGON ((146.3913035994636 -16.08005477760666, 146.4608172636613 -16.04312521274371, 146.5287371423468 -16.08272086559223, 146.5271761293425 -16.15927575658013, 146.4576247849063 -16.19623366088056, 146.38967213623 -16.15660832047144, 146.3913035994636 -16.08005477760666))",0,0
376,376,"POLYGON ((145.3639620150664 -15.94149409650841, 145.4336635558837 -15.90500996802053, 145.5012472360389 -15.94504017639583, 145.4991612579666 -16.0215843664685, 145.4294213200961 -16.05809657107153, 145.3618057606883 -16.01803649525023, 145.3639620150664 -15.94149409650841))",0,2
377,377,"POLYGON ((145.5012472360389 -15.94504017639583, 145.5709168926271 -15.90849638009609, 145.6385388620589 -15.94846867903134, 145.6365231701386 -16.02501460111641, 145.5668152194076 -16.06158650649406, 145.4991612579666 -16.0215843664685, 145.5012472360389 -15.94504017639583))",0,1
378,378,"POLYGON ((145.6385388620589 -15.94846867903134, 145.7081765218265 -15.91186524053744, 145.7758366775946 -15.95177959643694, 145.7738912813419 -16.02832719120435, 145.7042154305369 -16.06495877163369, 145.6365231701386 -16.02501460111641, 145.6385388620589 -15.94846867903134))",0,2
379,379,"POLYGON ((145.7758366775946 -15.95177959643694, 145.845442228086 -15.91511654150894, 145.9131404670561 -15.95497292090786, 145.9112653756556 -16.03152212901587, 145.8416217374266 -16.0682133586316, 145.7738912813419 -16.02832719120435, 145.7758366775946 -15.95177959643694))",0,6
380,380,"POLYGON ((145.9131404670561 -15.95497292090786, 145.9827137959524 -15.91825027544771, 146.0504500147969 -15.958048645012, 146.0486452371022 -16.0345994071081, 145.9790339239613 -16.07135025990244, 145.9112653756556 -16.03152212901587, 145.9131404670561 -15.95497292090786))",0,0
381,381,"POLYGON ((146.0504500147969 -15.958048645012, 146.1199910099171 -15.92126643506377, 146.1877651051165 -15.96100676159066, 146.18603064965 -16.03755901831177, 146.1164517739704 -16.07436946813481, 146.0486452371022 -16.0345994071081, 146.0504500147969 -15.958048645012))",0,0
382,382,"POLYGON ((146.1877651051165 -15.96100676159066, 146.2572736544185 -15.92416501334005, 146.3250855222617 -15.96384726375816, 146.3234213972146 -16.04040095573101, 146.2538750712298 -16.07727097629089, 146.18603064965 -16.03755901831177, 146.1877651051165 -15.96100676159066))",0,0
383,383,"POLYGON ((146.3250855222617 -15.96384726375816, 146.3945615138435 -15.92694600353266, 146.4624110504294 -15.96657014490226, 146.4608172636613 -16.04312521274371, 146.3913035994636 -16.08005477760666, 146.3234213972146 -16.04040095573101, 146.3250855222617 -15.96384726375816))",0,0
384,384,"POLYGON ((145.2986047528396 -15.82486367376201, 145.3682679066823 -15.78840758662602, 145.4357814182109 -15.82846581100712, 145.4336635558837 -15.90500996802053, 145.3639620150664 -15.94149409650841, 145.2964167269328 -15.90140601241912, 145.2986047528396 -15.82486367376201))",0,0
385,385,"POLYGON ((145.4357814182109 -15.82846581100712, 145.5054127904048 -15.79195008902404, 145.5729645813938 -15.83195046395331, 145.5709168926271 -15.90849638009609, 145.5012472360389 -15.94504017639583, 145.4336635558837 -15.90500996802053, 145.4357814182109 -15.82846581100712))",0,1
386,386,"POLYGON ((145.5729645813938 -15.83195046395331, 145.6425640595424 -15.79537513263613, 145.7101540273813 -15.83531762450421, 145.7081765218265 -15.91186524053744, 145.6385388620589 -15.94846867903134, 145.5709168926271 -15.90849638009609, 145.5729645813938 -15.83195046395331))",1,2
387,387,"POLYGON ((145.7101540273813 -15.83531762450421, 145.7797214992231 -15.79868270950777, 145.8473495411076 -15.8385672848357, 145.845442228086 -15.91511654150894, 145.7758366775946 -15.95177959643694, 145.7081765218265 -15.91186524053744, 145.7101540273813 -15.83531762450421))",0,3
388,388,"POLYGON ((145.8473495411076 -15.8385672848357, 145.9168848945166 -15.80187281195683, 145.9845509074492 -15.84169943739598, 145.9827137959524 -15.91825027544771, 145.9131404670561 -15.95497292090786, 145.845442228086 -15.91511654150894, 145.8473495411076 -15.8385672848357))",0,0
389,389,"POLYGON ((145.9845509074492 -15.84169943739598, 146.0540540304366 -15.80494543257309, 146.1217579112278 -15.84471407490594, 146.1199910099171 -15.92126643506377, 146.0504500147969 -15.958048645012, 145.9827137959524 -15.91825027544771, 145.9845509074492 -15.84169943739598))",0,0
390,390,"POLYGON ((146.1217579112278 -15.84471407490594, 146.1912286919428 -15.80790056421898, 146.258970337212 -15.8476111903587, 146.2572736544185 -15.92416501334005, 146.1877651051165 -15.96100676159066, 146.1199910099171 -15.92126643506377, 146.1217579112278 -15.84471407490594))",0,0
391,391,"POLYGON ((146.258970337212 -15.8476111903587, 146.3284086639426 -15.81073820002913, 146.396187970119 -15.8503907770204, 146.3945615138435 -15.92694600353266, 146.3250855222617 -15.96384726375816, 146.2572736544185 -15.92416501334005, 146.258970337212 -15.8476111903587))",0,0
392,392,"POLYGON ((145.2333493182383 -15.70820537257433, 145.3029740953187 -15.67177729208668, 145.370417550684 -15.71186348023213, 145.3682679066823 -15.78840758662602, 145.2986047528396 -15.82486367376201, 145.2311296231871 -15.78474763366849, 145.2333493182383 -15.70820537257433))",0,0
393,393,"POLYGON ((145.370417550684 -15.71186348023213, 145.440010648367 -15.67537579786401, 145.5074923732424 -15.71540419646599, 145.5054127904048 -15.79195008902404, 145.4357814182109 -15.82846581100712, 145.3682679066823 -15.78840758662602, 145.370417550684 -15.71186348023213))",0,4
394,394,"POLYGON ((145.5074923732424 -15.71540419646599, 145.5770536793262 -15.67885693762598, 145.64457357143 -15.71882751306162, 145.6425640595424 -15.79537513263613, 145.5729645813938 -15.83195046395331, 145.5054127904048 -15.79195008902404, 145.5074923732424 -15.71540419646599))",0,2
395,395,"POLYGON ((145.64457357143 -15.71882751306162, 145.7141029738468 -15.6822207032999, 145.7816609307034 -15.72213342207627, 145.7797214992231 -15.79868270950777, 145.7101540273813 -15.83531762450421, 145.6425640595424 -15.79537513263613, 145.64457357143 -15.71882751306162))",0,2
396,396,"POLYGON ((145.7816609307034 -15.72213342207627, 145.8511583175203 -15.68546708708468, 145.9187542364611 -15.72532191583896, 145.9168848945166 -15.80187281195683, 145.8473495411076 -15.8385672848357, 145.7797214992231 -15.79868270950777, 145.7816609307034 -15.72213342207627))",0,0
397,397,"POLYGON ((145.9187542364611 -15.72532191583896, 145.9882194958813 -15.68859608145076, 146.0558532740459 -15.72839298695063, 146.0540540304366 -15.80494543257309, 145.9845509074492 -15.84169943739598, 145.9168848945166 -15.80187281195683, 145.9187542364611 -15.72532191583896))",0,0
398,398,"POLYGON ((146.0558532740459 -15.72839298695063, 146.1252862944096 -15.69160767914037, 146.1929578287466 -15.73134662828405, 146.1912286919428 -15.80790056421898, 146.1217579112278 -15.84471407490594, 146.0540540304366 -15.80494543257309, 146.0558532740459 -15.72839298695063))",0,0
399,399,"POLYGON ((146.1929578287466 -15.73134662828405, 146.2623584985322 -15.69450187316745, 146.3300676858002 -15.73418283298396, 146.3284086639426 -15.81073820002913, 146.258970337212 -15.8476111903587, 146.1912286919428 -15.80790056421898, 146.1929578287466 -15.73134662828405))",0,0
400,400,"POLYGON ((145.3051554187435 -15.59523325382953, 145.3747102519325 -15.55877357643422, 145.4421220228294 -15.59882994648975, 145.440010648367 -15.67537579786401, 145.370417550684 -15.71186348023213, 145.3029740953187 -15.67177729208668, 145.3051554187435 -15.59523325382953))",0,5
401,401,"POLYGON ((145.4421220228294 -15.59882994648975, 145.5116451665372 -15.56231072548677, 145.5790950949065 -15.60230933219127, 145.5770536793262 -15.67885693762598, 145.5074923732424 -15.71540419646599, 145.440010648367 -15.67537579786401, 145.4421220228294 -15.59882994648975))",0,1
402,402,"POLYGON ((145.5790950949065 -15.60230933219127, 145.648586437259 -15.56573059302645, 145.7160744209527 -15.60567140287328, 145.7141029738468 -15.6822207032999, 145.64457357143 -15.71882751306162, 145.5770536793262 -15.67885693762598, 145.5790950949065 -15.60230933219127))",0,2
403,403,"POLYGON ((145.7160744209527 -15.60567140287328, 145.7855338502098 -15.56903317113393, 145.8530597868874 -15.60891615074622, 145.8511583175203 -15.68546708708468, 145.7816609307034 -15.72213342207627, 145.7141029738468 -15.6822207032999, 145.7160744209527 -15.60567140287328))",0,0
404,404,"POLYGON ((145.8530597868874 -15.60891615074622, 145.9224871914441 -15.57221845216074, 145.9900509785731 -15.61204356829158, 145.9882194958813 -15.68859608145076, 145.9187542364611 -15.72532191583896, 145.8511583175203 -15.68546708708468, 145.8530597868874 -15.60891615074622))",0,0
405,405,"POLYGON ((145.9900509785731 -15.61204356829158, 146.0594462469606 -15.57528642872948, 146.1270477818177 -15.61505364826225, 146.1252862944096 -15.69160767914037, 146.0558532740459 -15.72839298695063, 145.9882194958813 -15.68859608145076, 145.9900509785731 -15.61204356829158))",0,0
406,406,"POLYGON ((146.1270477818177 -15.61505364826225, 146.1964108027042 -15.57823709373397, 146.2640499823764 -15.61794638368241, 146.2623584985322 -15.69450187316745, 146.1929578287466 -15.73134662828405, 146.1252862944096 -15.69160767914037, 146.1270477818177 -15.61505364826225))",0,0
407,407,"POLYGON ((146.2640499823764 -15.61794638368241, 146.3333806445686 -15.58107044033904, 146.4010573659535 -15.62072176784769, 146.3994358936251 -15.69727865681767, 146.3300676858002 -15.73418283298396, 146.2623584985322 -15.69450187316745, 146.2640499823764 -15.61794638368241))",0,0
408,408,"POLYGON ((145.2399948081975 -15.47857520141333, 145.3095113870425 -15.4421434944077, 145.3768533159017 -15.48222778379997, 145.3747102519325 -15.55877357643422, 145.3051554187435 -15.59523325382953, 145.2377819072731 -15.55511915405907, 145.2399948081975 -15.47857520141333))",0,2
409,409,"POLYGON ((145.3768533159017 -15.48222778379997, 145.4463383070564 -15.44573656605277, 145.5137183834985 -15.48576315182972, 145.5116451665372 -15.56231072548677, 145.4421220228294 -15.59882994648975, 145.3747102519325 -15.55877357643422, 145.3768533159017 -15.48222778379997))",1,7
410,410,"POLYGON ((145.5137183834985 -15.48576315182972, 145.5831716752824 -15.4492124486829, 145.650589797486 -15.48918129732449, 145.648586437259 -15.56573059302645, 145.5790950949065 -15.60230933219127, 145.5116451665372 -15.56231072548677, 145.5137183834985 -15.48576315182972))",0,4
411,411,"POLYGON ((145.650589797486 -15.48918129732449, 145.7200112783517 -15.45257113426106, 145.7874673443031 -15.49248221237651, 145.7855338502098 -15.56903317113393, 145.7160744209527 -15.60567140287328, 145.648586437259 -15.56573059302645, 145.650589797486 -15.48918129732449))",0,0
412,412,"POLYGON ((145.7874673443031 -15.49248221237651, 145.8568569028372 -15.45581261502037, 145.924350810331 -15.49566588934858, 145.9224871914441 -15.57221845216074, 145.8530597868874 -15.60891615074622, 145.7855338502098 -15.56903317113393, 145.7874673443031 -15.49248221237651))",0,0
413,413,"POLYGON ((145.924350810331 -15.49566588934858, 145.9937083352555 -15.45893688346466, 146.0612399818954 -15.49873232087424, 146.0594462469606 -15.57528642872948, 145.9900509785731 -15.61204356829158, 145.9224871914441 -15.57221845216074, 145.924350810331 -15.49566588934858))",0,0
414,414,"POLYGON ((146.0612399818954 -15.49873232087424, 146.1305653620685 -15.46194393236789, 146.1981346452686 -15.50168149985758, 146.1964108027042 -15.57823709373397, 146.1270477818177 -15.61505364826225, 146.0594462469606 -15.57528642872948, 146.0612399818954 -15.49873232087424))",0,0
415,415,"POLYGON ((146.1981346452686 -15.50168149985758, 146.2674277696859 -15.46483375477485, 146.3350345866713 -15.50451341947358, 146.3333806445686 -15.58107044033904, 146.2640499823764 -15.61794638368241, 146.1964108027042 -15.57823709373397, 146.1981346452686 -15.50168149985758))",0,0
416,416,"POLYGON ((145.1749355053765 -15.36188939245301, 145.2444138401592 -15.32548562131309, 145.3116860387275 -15.36559777802687, 145.3095113870425 -15.4421434944077, 145.2399948081975 -15.47857520141333, 145.1726911285489 -15.43843324205502, 145.1749355053765 -15.36188939245301))",0,2
417,417,"POLYGON ((145.3116860387275 -15.36559777802687, 145.3811328872849 -15.32913452901338, 145.448443223414 -15.36918904176821, 145.4463383070564 -15.44573656605277, 145.3768533159017 -15.48222778379997, 145.3095113870425 -15.4421434944077, 145.3116860387275 -15.36559777802687))",0,2
418,418,"POLYGON ((145.448443223414 -15.36918904176821, 145.517858474259 -15.33266634011935, 145.5852068464532 -15.37266317538203, 145.5831716752824 -15.4492124486829, 145.5137183834985 -15.48576315182972, 145.4463383070564 -15.44573656605277, 145.448443223414 -15.36918904176821))",0,5
419,419,"POLYGON ((145.5852068464532 -15.37266317538203, 145.6545903882308 -15.33608104647684, 145.7219766948021 -15.37602017084282, 145.7200112783517 -15.45257113426106, 145.650589797486 -15.48918129732449, 145.5831716752824 -15.4492124486829, 145.5852068464532 -15.37266317538203))",0,1
420,420,"POLYGON ((145.7219766948021 -15.37602017084282, 145.7913284162907 -15.33937864020121, 145.8587525553594 -15.37926002039538, 145.8568569028372 -15.45581261502037, 145.7874673443031 -15.49248221237651, 145.7200112783517 -15.45257113426106, 145.7219766948021 -15.37602017084282))",0,0
421,421,"POLYGON ((145.8587525553594 -15.37926002039538, 145.9280723454715 -15.34255911367785, 145.9955342149675 -15.38238271655426, 145.9937083352555 -15.45893688346466, 145.924350810331 -15.49566588934858, 145.8568569028372 -15.45581261502037, 145.8587525553594 -15.37926002039538))",0,0
422,422,"POLYGON ((145.9955342149675 -15.38238271655426, 146.0648219627511 -15.3456224595617, 146.1323214604146 -15.38538825210422, 146.1305653620685 -15.46194393236789, 146.0612399818954 -15.49873232087424, 145.9937083352555 -15.45893688346466, 145.9955342149675 -15.38238271655426))",0,0
423,423,"POLYGON ((146.1323214604146 -15.38538825210422, 146.2015770550539 -15.34856867077774, 146.2691140784363 -15.38827662010027, 146.2674277696859 -15.46483375477485, 146.1981346452686 -15.50168149985758, 146.1305653620685 -15.46194393236789, 146.1323214604146 -15.38538825210422))",0,0
424,424,"POLYGON ((145.2466199780948 -15.24893999865655, 145.316028694143 -15.21250468391344, 145.3832694013803 -15.25258707165339, 145.3811328872849 -15.32913452901338, 145.3116860387275 -15.36559777802687, 145.2444138401592 -15.32548562131309, 145.2466199780948 -15.24893999865655))",0,2
425,425,"POLYGON ((145.3832694013803 -15.25258707165339, 145.4526466210494 -15.21609233704107, 145.5199253545226 -15.25611710685279, 145.517858474259 -15.33266634011935, 145.448443223414 -15.36918904176821, 145.3811328872849 -15.32913452901338, 145.3832694013803 -15.25258707165339))",0,1
426,426,"POLYGON ((145.5199253545226 -15.25611710685279, 145.58927096665 -15.21956297764691, 145.6565876249959 -15.25953009611252, 145.6545903882308 -15.33608104647684, 145.5852068464532 -15.37266317538203, 145.517858474259 -15.33266634011935, 145.5199253545226 -15.25611710685279))",0,3
