"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
20,,23853801.540661,45151047.613859,0,7,0,0,yes,1.000000
19,,102797716.068924,103091946.543821,0,6,0,0,yes,1.000000
18,,3456201.354849,20374763.608804,0,4,0,0,yes,1.000000
17,,227195960.353977,253248311.031607,0,8,0,0,yes,1.000000
16,,148175890.094612,170420630.732693,0,7,0,0,yes,1.000000
15,,13102763.391318,13403286.731948,0,4,0,0,yes,1.000000
14,,6001996.155702,18063564.015100,0,3,0,0,yes,1.000000
13,,8931772.451034,18445065.751244,0,3,0,0,yes,1.000000
12,,352533215.344209,383181905.253942,0,5,0,0,yes,1.000000
11,,501908512.966683,545834505.513450,0,10,0,0,yes,1.000000
10,,551448418.822755,569915871.462056,0,4,0,0,yes,1.000000
9,,6062635.478561,14373720.801942,0,3,0,0,yes,1.000000
8,,1170071012.657410,1199893732.679887,0,10,0,0,yes,1.000000
7,,376396272.768339,466078064.345937,0,4,0,0,yes,1.000000
6,,283242187.381411,425650632.106192,0,5,0,0,yes,1.000000
5,,501694534.627578,510569962.052605,0,5,0,0,yes,1.000000
4,,145211448.600232,221325435.411071,0,5,0,0,yes,1.000000
3,,746665780.128168,748556827.961314,0,10,0,0,yes,1.000000
2,,213197082.166299,377052560.116048,0,3,0,0,yes,1.000000
1,,111056428.065240,175386281.830821,0,3,0,0,yes,1.000000
