time,id1,id2,value
2001,pu_010,pu_013,0.107490697
2001,pu_011,pu_013,0.022727457
2001,pu_012,pu_013,0.029184004
2001,pu_013,pu_013,0.198267238
2001,pu_014,pu_013,0.183126156
2001,pu_015,pu_013,0.091413419
2001,pu_016,pu_013,0.04110197
2001,pu_001,pu_014,-0.000125861
2001,pu_002,pu_014,0.009331985
2001,pu_003,pu_014,-0.000368015
2001,pu_004,pu_014,-0.022338663
2001,pu_005,pu_014,0.061390326
2001,pu_006,pu_014,0.034642936
2001,pu_007,pu_014,0.039842936
2001,pu_008,pu_014,-0.001965395
2001,pu_009,pu_014,0.133600224
2001,pu_010,pu_014,0.122590697
2001,pu_011,pu_014,0.145290697
2001,pu_012,pu_014,0.071671166
2001,pu_013,pu_014,0.212267238
2001,pu_014,pu_014,0.178326156
2001,pu_015,pu_014,0.170026156
2001,pu_016,pu_014,0.110903686
2001,pu_001,pu_015,-0.020138663
2001,pu_002,pu_015,-0.000368015
2001,pu_003,pu_015,0.030131985
2001,pu_004,pu_015,0.025774139
2001,pu_005,pu_015,-0.002765395
2001,pu_006,pu_015,0.018742936
2001,pu_007,pu_015,0.050942936
2001,pu_008,pu_015,0.032590326
2001,pu_009,pu_015,0.077171166
2001,pu_010,pu_015,0.128290697
2001,pu_011,pu_015,0.155990697
2001,pu_012,pu_015,0.134600224
2001,pu_013,pu_015,0.103303686
2001,pu_014,pu_015,0.155726156
2001,pu_015,pu_015,0.169326156
2001,pu_016,pu_015,0.208367238
2001,pu_001,pu_016,0.0066
2001,pu_002,pu_016,0.0131
2001,pu_003,pu_016,-0.007568015
2001,pu_004,pu_016,0.014574139
2001,pu_005,pu_016,-0.0051
2001,pu_006,pu_016,-0.0005
2001,pu_007,pu_016,0.035242936
2001,pu_008,pu_016,0.030290326
2001,pu_009,pu_016,0.013384004
2001,pu_010,pu_016,0.040327457
2001,pu_011,pu_016,0.118790697
2001,pu_012,pu_016,0.183900224
2001,pu_013,pu_016,0.05660197
2001,pu_014,pu_016,0.082013419
2001,pu_015,pu_016,0.141926156
2001,pu_016,pu_016,0.183267238
2002,pu_001,pu_001,0.170167238
2002,pu_002,pu_001,0.178022888
2002,pu_003,pu_001,0.131926156
2002,pu_004,pu_001,0.051075748
2002,pu_005,pu_001,0.042413419
2002,pu_006,pu_001,0.04878277
2002,pu_007,pu_001,-0.00439803
2002,pu_008,pu_001,0.04010197
2002,pu_009,pu_001,0.140767238
2002,pu_010,pu_001,0.132710133
2002,pu_011,pu_001,0.133542175
2002,pu_012,pu_001,0.058113419
2002,pu_013,pu_001,0.054706338
2002,pu_014,pu_001,0.01800197
2002,pu_015,pu_001,0.06100197
2002,pu_016,pu_001,-0.0134
2002,pu_001,pu_002,0.130915751
2002,pu_002,pu_002,0.12508024
2002,pu_003,pu_002,0.09268024
2002,pu_004,pu_002,0.114513541
2002,pu_005,pu_002,0.15818532
2002,pu_006,pu_002,0.126897033
2002,pu_007,pu_002,0.122597033
2002,pu_008,pu_002,0.044416372
2002,pu_009,pu_002,0.067077573
2002,pu_010,pu_002,0.011004187
2002,pu_011,pu_002,0.003104187
2002,pu_012,pu_002,0.028190282
2002,pu_013,pu_002,0.044589893
2002,pu_014,pu_002,0.009132483
2002,pu_015,pu_002,-0.006867517
2002,pu_016,pu_002,0.025769725
2002,pu_001,pu_003,0.072113541
2002,pu_002,pu_003,0.10688024
2002,pu_003,pu_003,0.12268024
2002,pu_004,pu_003,0.146315751
2002,pu_005,pu_003,0.036016372
2002,pu_006,pu_003,0.137897033
2002,pu_007,pu_003,0.103097033
2002,pu_008,pu_003,0.10708532
2002,pu_009,pu_003,-0.022409718
2002,pu_010,pu_003,-0.002495813
2002,pu_011,pu_003,-0.012895813
2002,pu_012,pu_003,0.014877573
2002,pu_013,pu_003,0.024169725
2002,pu_014,pu_003,0.026732483
2002,pu_015,pu_003,0.041332483
2002,pu_016,pu_003,0.029589893
2002,pu_001,pu_004,0.032593537
2002,pu_002,pu_004,0.025803677
2002,pu_003,pu_004,0.14048024
2002,pu_004,pu_004,0.139815751
2002,pu_005,pu_004,0.006473809
2002,pu_006,pu_004,0.029664447
2002,pu_007,pu_004,0.081397033
2002,pu_008,pu_004,0.12068532
2002,pu_009,pu_004,0.0077
2002,pu_010,pu_004,-0.0157
2002,pu_011,pu_004,-0.001995813
2002,pu_012,pu_004,0.028277573
2002,pu_013,pu_004,-0.0235
2002,pu_014,pu_004,-0.0468
2002,pu_015,pu_004,0.044132483
2002,pu_016,pu_004,-0.013910107
2002,pu_001,pu_005,0.146915751
2002,pu_002,pu_005,0.13988024
2002,pu_003,pu_005,0.034385235
2002,pu_004,pu_005,0.020102381
2002,pu_005,pu_005,0.13188532
2002,pu_006,pu_005,0.123297033
2002,pu_007,pu_005,-0.009535601
2002,pu_008,pu_005,0.018473658
2002,pu_009,pu_005,0.091300224
2002,pu_010,pu_005,0.095190697
2002,pu_011,pu_005,0.027321878
2002,pu_012,pu_005,-0.007467754
2002,pu_013,pu_005,0.042594131
2002,pu_014,pu_005,0.03574067
2002,pu_015,pu_005,-0.001203292
2002,pu_016,pu_005,0.017613558
2002,pu_001,pu_006,0.168715751
2002,pu_002,pu_006,0.12018024
2002,pu_003,pu_006,0.13088024
2002,pu_004,pu_006,0.110767832
2002,pu_005,pu_006,0.12548532
2002,pu_006,pu_006,0.088297033
2002,pu_007,pu_006,0.087597033
2002,pu_008,pu_006,0.069116312
2002,pu_009,pu_006,0.149700224
2002,pu_010,pu_006,0.136790697
2002,pu_011,pu_006,0.110390697
2002,pu_012,pu_006,0.005016886
2002,pu_013,pu_006,0.013494131
2002,pu_014,pu_006,0.02184067
2002,pu_015,pu_006,0.01004067
2002,pu_016,pu_006,0.005268061
2002,pu_001,pu_007,0.093067832
2002,pu_002,pu_007,0.12478024
2002,pu_003,pu_007,0.15958024
2002,pu_004,pu_007,0.158015751
2002,pu_005,pu_007,0.082816312
2002,pu_006,pu_007,0.133997033
2002,pu_007,pu_007,0.100997033
2002,pu_008,pu_007,0.15588532
2002,pu_009,pu_007,0.014816886
2002,pu_010,pu_007,0.099090697
2002,pu_011,pu_007,0.082290697
2002,pu_012,pu_007,0.116300224
2002,pu_013,pu_007,0.080868061
2002,pu_014,pu_007,0.03914067
2002,pu_015,pu_007,0.02694067
2002,pu_016,pu_007,0.041394131
2002,pu_001,pu_008,0.069102381
2002,pu_002,pu_008,0.015485235
2002,pu_003,pu_008,0.10638024
2002,pu_004,pu_008,0.146515751
2002,pu_005,pu_008,0.036573658
2002,pu_006,pu_008,0.020764399
2002,pu_007,pu_008,0.115197033
2002,pu_008,pu_008,0.12788532
2002,pu_009,pu_008,0.023832246
2002,pu_010,pu_008,0.059121878
2002,pu_011,pu_008,0.087390697
2002,pu_012,pu_008,0.163000224
2002,pu_013,pu_008,-0.012886442
2002,pu_014,pu_008,0.018596708
2002,pu_015,pu_008,0.00404067
2002,pu_016,pu_008,0.026394131
2002,pu_001,pu_009,0.029129614
2002,pu_002,pu_009,0.070395112
2002,pu_003,pu_009,0.035148356
2002,pu_004,pu_009,0.028138698
2002,pu_005,pu_009,0.14868532
2002,pu_006,pu_009,0.111897033
2002,pu_007,pu_009,0.020169044
2002,pu_008,pu_009,-0.006678085
2002,pu_009,pu_009,0.139800224
2002,pu_010,pu_009,0.098590697
2002,pu_011,pu_009,0.03652183
2002,pu_012,pu_009,0.047832098
2002,pu_013,pu_009,0.171367238
2002,pu_014,pu_009,0.133526156
2002,pu_015,pu_009,0.079013473
2002,pu_016,pu_009,0.047002256
2002,pu_001,pu_010,0.069229614
2002,pu_002,pu_010,0.032295112
2002,pu_003,pu_010,0.014995112
2002,pu_004,pu_010,0.062252163
2002,pu_005,pu_010,0.12238532
2002,pu_006,pu_010,0.090097033
2002,pu_007,pu_010,0.136797033
2002,pu_008,pu_010,0.042070756
2002,pu_009,pu_010,0.159400224
2002,pu_010,pu_010,0.079890697
2002,pu_011,pu_010,0.095490697
2002,pu_012,pu_010,0.003516825
2002,pu_013,pu_010,0.158867238
2002,pu_014,pu_010,0.133326156
2002,pu_015,pu_010,0.128826156
2002,pu_016,pu_010,0.035303747
2002,pu_001,pu_011,0.042952163
2002,pu_002,pu_011,0.044195112
2002,pu_003,pu_011,0.062995112
2002,pu_004,pu_011,0.049729614
2002,pu_005,pu_011,0.037970756
2002,pu_006,pu_011,0.080397033
2002,pu_007,pu_011,0.077397033
2002,pu_008,pu_011,0.12958532
2002,pu_009,pu_011,0.046416825
2002,pu_010,pu_011,0.080790697
2002,pu_011,pu_011,0.134490697
2002,pu_012,pu_011,0.095600224
2002,pu_013,pu_011,0.055303747
2002,pu_014,pu_011,0.084026156
2002,pu_015,pu_011,0.144826156
2002,pu_016,pu_011,0.185067238
2002,pu_001,pu_012,-0.013761302
2002,pu_002,pu_012,0.035548356
2002,pu_003,pu_012,0.054295112
2002,pu_004,pu_012,0.039329614
2002,pu_005,pu_012,-0.036778085
2002,pu_006,pu_012,0.033369044
2002,pu_007,pu_012,0.095997033
2002,pu_008,pu_012,0.13448532
2002,pu_009,pu_012,0.004132098
2002,pu_010,pu_012,0.03202183
2002,pu_011,pu_012,0.101890697
2002,pu_012,pu_012,0.150400224
2002,pu_013,pu_012,0.055802256
2002,pu_014,pu_012,0.048513473
2002,pu_015,pu_012,0.167326156
2002,pu_016,pu_012,0.192467238
2002,pu_001,pu_013,0.023074139
2002,pu_002,pu_013,-0.004968015
2002,pu_003,pu_013,-0.027
2002,pu_004,pu_013,0.014
2002,pu_005,pu_013,0.047390326
2002,pu_006,pu_013,-0.019057064
2002,pu_007,pu_013,-0.0259
2002,pu_008,pu_013,-0.027
2002,pu_009,pu_013,0.167900224
2002,pu_010,pu_013,0.072890697
2002,pu_011,pu_013,-0.008772543
2002,pu_012,pu_013,0.044184004
2002,pu_013,pu_013,0.133867238
2002,pu_014,pu_013,0.132026156
2002,pu_015,pu_013,0.050113419
2002,pu_016,pu_013,0.01550197
2002,pu_001,pu_014,0.015974139
2002,pu_002,pu_014,-0.026368015
2002,pu_003,pu_014,-0.009268015
2002,pu_004,pu_014,-0.006838663
2002,pu_005,pu_014,0.022190326
2002,pu_006,pu_014,0.021542936
2002,pu_007,pu_014,0.043642936
2002,pu_008,pu_014,0.012034605
2002,pu_009,pu_014,0.125300224
2002,pu_010,pu_014,0.081690697
2002,pu_011,pu_014,0.119090697
2002,pu_012,pu_014,0.033771166
2002,pu_013,pu_014,0.180467238
2002,pu_014,pu_014,0.151826156
