,pu_001,pu_002,pu_003,pu_004,pu_005,pu_006,pu_007,pu_008,pu_009,pu_010,pu_011,pu_012,pu_013,pu_014,pu_015,pu_016,pu_017,pu_018,pu_019,pu_020,pu_021,pu_022,pu_023,pu_024,pu_025,pu_026,pu_027,pu_028,pu_029,pu_030,pu_031,pu_032,pu_033,pu_034,pu_035,pu_036,pu_037,pu_038,pu_039,pu_040,pu_041,pu_042,pu_043,pu_044,pu_045,pu_046,pu_047,pu_048,pu_049,pu_050,pu_051,pu_052,pu_053,pu_054,pu_055,pu_056,pu_057,pu_058,pu_059,pu_060,pu_061,pu_062,pu_063,pu_064,pu_065,pu_066,pu_067,pu_068,pu_069,pu_070,pu_071,pu_072,pu_073,pu_074,pu_075,pu_076,pu_077,pu_078,pu_079,pu_080
pu_024,0.0125765103,0.034525291,0.057523517100000005,0.1041491776,0.1403111465,0.1403111465,0.1403111465,0.1403111465,0.0125765103,0.0572275659,0.060648140100000004,0.1403111465,0.1403111465,0.1403111465,0.1403111465,0,0.0126329491,0.0345412338,0.057617043300000004,0.104729136,0.1403111465,0.1403111465,0.1403111465,0.1403111465,0.0126691059,0.057380607900000005,0.0607957915,0.1403111465,0.1403111465,0.1403111465,0.1403111465,0,0.010735661,0.0309487996,0.0522313551,0.0943705007,0.1262786917,0.1262786917,0.1262786917,0.1269301584,0.0074918712,0.042860697600000004,0.0453461321,0.10273608470000001,0.10273608470000001,0.10273608470000001,0.10273608470000001,0,0.0064529767,0.0219767326,0.0382636477,0.06793049450000001,0.0908468689,0.0908468689,0.0908468689,0.09502023100000001,9.6366e-06,0.008243939700000001,0.008628338900000001,0.0171086256,0.0171086256,0.0171086256,0.0171269186,0,0.0,0.0040241379,0.0082534684,0.0132160939,0.0169983434,0.0169983434,0.0169983434,0.0169983434,0.0,0.0082534684,0.0082534684,0.0169983434,0.0169983434,0.0169983434,0.0169983434,0
pu_025,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.0832363649,0.0455711662,0.0192284392,0.0040840044,0.0040840044,0.13180022430000002,0.13180022430000002,0.1285457126,0.0455711662,0.0419485114,0.0040840044,0.0040840044,0,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.082759369,0.045720899999999995,0.0188342601,0.0041742705000000005,0.0041764926,0.13180022430000002,0.13180022430000002,0.1285549845,0.045816825000000005,0.0421856509,0.0042320984,0.0042320984,0,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.08281446170000001,0.0458168477,0.0189052549,0.0042321535,0.004232151,0.13180022430000002,0.13180022430000002,0.1285549868,0.0458168858,0.0421857193,0.0042322461,0.0042322461,0,0.1168485035,0.1168485035,0.1168485035,0.07408849270000001,0.0410568303,0.0171667123,0.0036453624000000002,0.0038513708,0.0241162628,0.0241162628,0.0236449595,0.011534435000000001,0.0105311048,5.4438e-06,6.3468e-06,0,0.023977573300000003,0.023977573300000003,0.023977573300000003,0.0168911653,0.0114902816,0.0040826319000000005,0.0,0.0,0.023977573300000003,0.023977573300000003,0.023977573300000003,0.0114902816,0.011481834000000002,0.0,0.0,0
pu_026,0.10407446590000001,0.10407446590000001,0.10407446590000001,0.10375469970000001,0.1035066952,0.0491093442,0.0178363051,0.0178363051,0.10407446590000001,0.10407446590000001,0.1040530367,0.1035066952,0.09602596540000001,0.0178363051,0.0178363051,0,0.10407446590000001,0.10407446590000001,0.10407446590000001,0.1037515589,0.1035076811,0.0481412502,0.0179545939,0.017957505800000002,0.10407446590000001,0.10407446590000001,0.10405309780000001,0.10350831270000001,0.0960443878,0.018030374000000002,0.018030374000000002,0,0.10407446590000001,0.10407446590000001,0.10407446590000001,0.1037519217,0.1035083128,0.048191156900000004,0.0180303923,0.0180303914,0.10407446590000001,0.10407446590000001,0.10405309780000001,0.1035083131,0.0960443924,0.0180304229,0.0180304229,0,0.0901608975,0.0901608975,0.0901608975,0.0898793465,0.0896618512,0.0425595297,0.015530151800000001,0.016407799,0.0038673943000000002,0.0038673943000000002,0.003864291,0.0037845499,0.0034652985,2.31921e-05,2.7039000000000003e-05,0,0.0037383345,0.0037383345,0.0037383345,0.0036916745,0.0036561126,0.0012990597,0.0,0.0,0.0037383345,0.0037383345,0.0037383345,0.0036561126,0.0036534247,0.0,0.0,0
pu_027,0.1006462181,0.1022305807,0.1038906971,0.1038906971,0.1038906971,0.051367515,0.0211719356,0.0211719356,0.1006462181,0.10386933400000001,0.1038906971,0.1038906971,0.09666770320000001,0.0211719356,0.0211719356,0,0.10065068960000001,0.1022286434,0.1038906971,0.1038906971,0.1038906971,0.050432299,0.0212859385,0.021288745,0.10065355420000001,0.10386938230000001,0.1038906971,0.1038906971,0.0966840353,0.0213589731,0.0213589731,0,0.1006535549,0.10223011580000001,0.1038906971,0.1038906971,0.1038906971,0.0504801875,0.0213589904,0.0213589896,0.1006535561,0.10386938230000001,0.1038906971,0.1038906971,0.09668403930000001,0.021359019400000002,0.021359019400000002,0,0.0871768982,0.0885475673,0.0899840097,0.0899840097,0.0899840097,0.044511408,0.0184160368,0.0194490849,0.0035931626,0.0037322872,0.0037331829,0.0037331829,0.0034303439,0.0001633301,0.00016785820000000002,0,0.0034681555000000003,0.0035344803,0.0036041871,0.0036041871,0.0036041871,0.0013683079000000001,0.0001360315,0.0001360315,0.0034681555000000003,0.0036041871,0.0036041871,0.0036041871,0.0036016373,0.0001360315,0.0001360315,0
pu_028,0.0179274566,0.0599055202,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.0179274566,0.1033246766,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0,0.0180459311,0.0598541905,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.0181218303,0.10332595650000001,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0,0.018121848200000002,0.059893202400000005,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.0181218784,0.10332595680000001,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0.1038906971,0,0.0156089253,0.0519251279,0.0899840097,0.0899840097,0.0899840097,0.0899840097,0.0899840097,0.0948655463,2.33097e-05,0.0037094514,0.0037331829,0.0037331829,0.0037331829,0.0037331829,0.0037545801,0,0.0,0.001757291,0.0036041871,0.0036041871,0.0036041871,0.0036041871,0.0036041871,0.0036041871,0.0,0.0036041871,0.0036041871,0.0036041871,0.0036041871,0.0036041871,0.0036041871,0
pu_029,0.016718647700000002,0.056800226700000005,0.09879824150000001,0.10303883280000001,0.1063277542,0.1063277542,0.1063277542,0.1063277542,0.016718647700000002,0.0982577927,0.0990824252,0.1063277542,0.1063277542,0.1063277542,0.1063277542,0,0.0168346591,0.0567590716,0.09881131630000001,0.1030935588,0.1063277542,0.1063277542,0.1063277542,0.1063277542,0.0169089803,0.09828035560000001,0.0991030665,0.1063277542,0.1063277542,0.1063277542,0.1063277542,0,0.0169090015,0.0568013471,0.0988196944,0.1030971262,0.1063277542,0.1063277542,0.1063277542,0.1063277542,0.0169090371,0.09828036130000001,0.09910307160000001,0.1063277542,0.1063277542,0.1063277542,0.1063277542,0,0.014564268200000001,0.049303334000000004,0.0857116933,0.0894454932,0.0923298146,0.0923298146,0.0923298146,0.0972433826,2.17496e-05,0.0043861218,0.004455541600000001,0.0055130314,0.0055130314,0.0055130314,0.0055345690000000005,0,0.0,0.0020930375,0.004292799999999999,0.0049115845,0.0053831891000000005,0.0053831891000000005,0.0053831891000000005,0.0053831891000000005,0.0,0.004292799999999999,0.004292799999999999,0.0053831891000000005,0.0053831891000000005,0.0053831891000000005,0.0053831891000000005,0
pu_030,0.0040840044,0.0243432537,0.0455711662,0.0941350255,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.0040840044,0.0452979961,0.0488256778,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0,0.0041742705000000005,0.024408445600000002,0.045720899999999995,0.0947617553,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.0042320984,0.0455430126,0.0490620649,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0,0.0042321535,0.024484832800000002,0.0458168477,0.0948026103,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.0042322461,0.0455430739,0.0490621233,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0,0.0036453624000000002,0.0218999675,0.0410568303,0.0838168411,0.1168485035,0.1168485035,0.1168485035,0.1220968686,5.4438e-06,0.0114587779,0.0120057383,0.0241162628,0.0241162628,0.0241162628,0.0241392678,0,0.0,0.0056023087,0.0114902816,0.0185766897,0.023977573300000003,0.023977573300000003,0.023977573300000003,0.023977573300000003,0.0,0.0114902816,0.0114902816,0.023977573300000003,0.023977573300000003,0.023977573300000003,0.023977573300000003,0
pu_031,0.0040840044,0.0243432537,0.0455711662,0.0941350255,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.0040840044,0.0452979961,0.0488256778,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0,0.0041742705000000005,0.024408445600000002,0.045720899999999995,0.0947617553,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.0042320984,0.0455430126,0.0490620649,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0,0.0042321535,0.024484832800000002,0.0458168477,0.0948026103,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.0042322461,0.0455430739,0.0490621233,0.13180022430000002,0.13180022430000002,0.13180022430000002,0.13180022430000002,0,0.0036453624000000002,0.0218999675,0.0410568303,0.0838168411,0.1168485035,0.1168485035,0.1168485035,0.1220968686,5.4438e-06,0.0114587779,0.0120057383,0.0241162628,0.0241162628,0.0241162628,0.0241392678,0,0.0,0.0056023087,0.0114902816,0.0185766897,0.023977573300000003,0.023977573300000003,0.023977573300000003,0.023977573300000003,0.0,0.0114902816,0.0114902816,0.023977573300000003,0.023977573300000003,0.023977573300000003,0.023977573300000003,0
pu_032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pu_033,0.0915758255,0.0915758255,0.0915758255,0.0585074036,0.032860169200000004,0.013620001100000001,0.0025588278,0.0025588278,0.0915758255,0.0915758255,0.089359742,0.032860169200000004,0.0302142591,0.0025588278,0.0025588278,0,0.1160216907,0.1160216907,0.1160216907,0.0731972657,0.0407697765,0.0167516862,0.0035991629000000002,0.0036247730000000004,0.13168262290000002,0.13168262290000002,0.1284425818,0.0458369657,0.042206961800000005,0.0042656404,0.0042656404,0,0.13168262290000002,0.13168262290000002,0.13168262290000002,0.08279502500000001,0.0458712265,0.0189596988,0.004286838,0.0042858539,0.13168262290000002,0.13168262290000002,0.12844604440000001,0.0459287067,0.042295648400000004,0.0043224018,0.0043224018,0,0.1223146413,0.1223146413,0.1223146413,0.07736033020000001,0.0429463032,0.0179138073,0.0039546983,0.0040837699,0.0642133742,0.0642133742,0.0627148015,0.0244491035,0.0224625156,0.0016741604,0.0016747262000000001,0,0.0641264785,0.0641264785,0.0641264785,0.041594282,0.0244214393,0.0097543366,0.0016707496,0.0016707496,0.0641264785,0.0641264785,0.0641264785,0.0244214393,0.0244047129,0.0016707496,0.0016707496,0
pu_034,0.079337448,0.079337448,0.079337448,0.0623908742,0.0492474363,0.022287774700000002,0.0067886642,0.0067886642,0.079337448,0.079337448,0.0782017718,0.0492474363,0.0455399406,0.0067886642,0.0067886642,0,0.1029823811,0.1029823811,0.1029823811,0.0810211457,0.064391566,0.028851349800000002,0.0093692809,0.009432808400000001,0.1181302064,0.1181302064,0.1164681437,0.0740934599,0.0685861118,0.0110225202,0.0110225202,0,0.1181302064,0.1181302064,0.1181302064,0.09305207210000001,0.074111072,0.0332989169,0.0110466621,0.011045541300000001,0.1181302064,0.1181302064,0.11646992360000001,0.0741406203,0.06863479900000001,0.011087165500000001,0.011087165500000001,0,0.10908153250000001,0.10908153250000001,0.10908153250000001,0.0860186028,0.06836348190000001,0.031048774100000003,0.0101309532,0.0104666036,0.0529606472,0.0529606472,0.0521908003,0.032533024800000004,0.0300629292,0.0042004177,0.004201889,0,0.0528767133,0.0528767133,0.0528767133,0.041301471400000005,0.0324794371,0.014242567000000001,0.0041915481,0.0041915481,0.0528767133,0.0528767133,0.0528767133,0.0324794371,0.0324586399,0.0041915481,0.0041915481,0
pu_035,0.066453043,0.066453043,0.066453043,0.066453043,0.066453043,0.031390107800000004,0.0112324251,0.0112324251,0.066453043,0.066453043,0.066453043,0.066453043,0.0616311842,0.0112324251,0.0112324251,0,0.08925069370000001,0.08925069370000001,0.08925069370000001,0.08925069370000001,0.08925069370000001,0.0415854655,0.015442397100000001,0.015546034700000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.09637098350000001,0.0181394621,0.0181394621,0,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.0484022384,0.018166718800000002,0.0181654534,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.0963773566,0.018212448000000003,0.018212448000000003,0,0.0951425011,0.0951425011,0.0951425011,0.0951425011,0.0951425011,0.044886889400000005,0.0166379629,0.017190639900000002,0.0411021556,0.0411021556,0.0411021556,0.0411021556,0.0381190365,0.0068728308,0.006875253400000001,0,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.0189967791,0.0068582262,0.0068582262,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.0409962166,0.0068582262,0.0068582262,0
pu_036,0.0351597145,0.0504410525,0.066453043,0.066453043,0.066453043,0.051260148900000004,0.0425257535,0.0425257535,0.0351597145,0.0662469937,0.066453043,0.066453043,0.0643637145,0.0425257535,0.0425257535,0,0.0472664173,0.0677198425,0.08925069370000001,0.08925069370000001,0.08925069370000001,0.0686981817,0.057426673500000004,0.057793491700000005,0.055022422300000005,0.103534178,0.10385571830000001,0.10385571830000001,0.10063510190000001,0.0669727581,0.0669727581,0,0.055038098300000005,0.0788133917,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.07999447080000001,0.0669843388,0.0669838012,0.055064398300000005,0.1035344544,0.10385571830000001,0.10385571830000001,0.1006378097,0.067003768,0.067003768,0,0.0503951548,0.072221433,0.0951425011,0.0951425011,0.0951425011,0.073534362,0.0613853091,0.0633575051,0.0214359859,0.0409729117,0.0411021556,0.0411021556,0.039833009,0.0265390005,0.0265476452,0,0.0213926748,0.030963006300000002,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.031651144900000004,0.0264868847,0.0264868847,0.0213926748,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.0410106476,0.0264868847,0.0264868847,0
pu_037,0.0112324251,0.0381980746,0.066453043,0.066453043,0.066453043,0.066453043,0.066453043,0.066453043,0.0112324251,0.0660894457,0.066453043,0.066453043,0.066453043,0.066453043,0.066453043,0,0.015442397100000001,0.0513993699,0.08925069370000001,0.08925069370000001,0.08925069370000001,0.08925069370000001,0.08925069370000001,0.0898119069,0.0181394621,0.1032913241,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0,0.018166718800000002,0.059899214000000006,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.018212448000000003,0.1032918047,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0.10385571830000001,0,0.0166379629,0.0549302473,0.0951425011,0.0951425011,0.0951425011,0.0951425011,0.0951425011,0.09820102160000001,0.0068728308,0.0408772104,0.0411021556,0.0411021556,0.0411021556,0.0411021556,0.0411155619,0,0.0068582262,0.0235151088,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.0068582262,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0.041021333300000004,0
pu_038,0.0056717029000000006,0.0248591579,0.04496403,0.0662072231,0.0826830367,0.0826830367,0.0826830367,0.0826830367,0.0056717029000000006,0.0447053117,0.0463876446,0.0826830367,0.0826830367,0.0826830367,0.0826830367,0,0.0077985943,0.0322415983,0.0579744196,0.0856252882,0.10656404030000001,0.10656404030000001,0.10656404030000001,0.10715192250000001,0.0091611602,0.0659330706,0.0684061044,0.12186310110000001,0.12186310110000001,0.12186310110000001,0.12186310110000001,0,0.009184434,0.0370165229,0.06633187900000001,0.0979685614,0.12186310110000001,0.12186310110000001,0.12186310110000001,0.12186310110000001,0.0092234809,0.0659933837,0.0684641283,0.12186310110000001,0.12186310110000001,0.12186310110000001,0.12186310110000001,0,0.0084226746,0.0342248998,0.061330519300000004,0.0904450091,0.1127301084,0.1127301084,0.1127301084,0.1159359789,0.0034559844,0.029902180900000002,0.0310574253,0.0560862691,0.0560862691,0.0560862691,0.0561003214,0,0.0034485563000000003,0.0164090797,0.030030466000000002,0.0447687877,0.056001553200000005,0.056001553200000005,0.056001553200000005,0.056001553200000005,0.0034485563000000003,0.030030466000000002,0.030030466000000002,0.056001553200000005,0.056001553200000005,0.056001553200000005,0.056001553200000005,0
pu_039,0.0025588278,0.0173557529,0.032860169200000004,0.0659285911,0.0915758255,0.0915758255,0.0915758255,0.0915758255,0.0025588278,0.0326606516,0.0350762526,0.0915758255,0.0915758255,0.0915758255,0.0915758255,0,0.0035991629000000002,0.0217060313,0.0407697765,0.0835942015,0.1160216907,0.1160216907,0.1160216907,0.1166234783,0.0042656404,0.045563241500000004,0.0490770068,0.13168262290000002,0.13168262290000002,0.13168262290000002,0.13168262290000002,0,0.004286838,0.024539354200000002,0.0458712265,0.0947588244,0.13168262290000002,0.13168262290000002,0.13168262290000002,0.13168262290000002,0.0043224018,0.0456547522,0.0491652853,0.13168262290000002,0.13168262290000002,0.13168262290000002,0.13168262290000002,0,0.0039546983,0.022966026100000002,0.0429463032,0.0879006143,0.1223146413,0.1223146413,0.1223146413,0.1256029978,0.0016741604,0.024299302800000002,0.025947676200000002,0.0642133742,0.0642133742,0.0642133742,0.06422778800000001,0,0.0016707496,0.0127632877,0.0244214393,0.046953635800000004,0.0641264785,0.0641264785,0.0641264785,0.0641264785,0.0016707496,0.0244214393,0.0244214393,0.0641264785,0.0641264785,0.0641264785,0.0641264785,0
pu_040,0.0026296352,0.017680152600000002,0.0334502862,0.0672380949,0.0934432718,0.0934432718,0.0934432718,0.0934432718,0.0026296352,0.0332473493,0.0357145794,0.0934432718,0.0934432718,0.0934432718,0.0934432718,0,0.0036258627000000003,0.0218314928,0.040999635900000005,0.0841126631,0.11675422040000001,0.11675422040000001,0.11675422040000001,0.1173280695,0.0042640832,0.0455623023,0.049076313100000005,0.1316880826,0.1316880826,0.1316880826,0.1316880826,0,0.0042842992,0.024536823000000003,0.0458687019,0.0947608572,0.1316880826,0.1316880826,0.1316880826,0.1316880826,0.0043182162,0.0456495674,0.049160495900000004,0.1316880826,0.1316880826,0.1316880826,0.1316880826,0,0.0039403372,0.0229165336,0.042858583000000006,0.0877110222,0.122060872,0.122060872,0.122060872,0.1254402232,0.001596689,0.023703172300000002,0.025300411800000002,0.0623518372,0.0623518372,0.0623518372,0.0623666499,0,0.0015931839,0.012430834100000001,0.023821101100000002,0.0456362159,0.06226253700000001,0.06226253700000001,0.06226253700000001,0.06226253700000001,0.0015931839,0.023821101100000002,0.023821101100000002,0.06226253700000001,0.06226253700000001,0.06226253700000001,0.06226253700000001,0
pu_041,0.0240903262,0.0240903262,0.0240903262,0.0170189947,0.0115346055,0.0042105816,0.0,0.0,0.0240903262,0.0240903262,0.0236164402,0.0115346055,0.0105274049,0.0,0.0,0,0.0895496426,0.0895496426,0.0895496426,0.0571546813,0.0324631504,0.0132576989,0.0026342903,0.002699139,0.1314853201,0.1314853201,0.12825400110000001,0.0458707562,0.0422427156,0.0043219148,0.0043219148,0,0.1314853201,0.1314853201,0.1314853201,0.0827624154,0.0459624592,0.0190510406,0.0043785835,0.0043759526,0.1314853201,0.1314853201,0.128263269,0.0461163115,0.0424800792,0.0044736582,0.0044736582,0,0.1314853201,0.1314853201,0.1314853201,0.0828495754,0.0461163199,0.0191672275,0.0044736791,0.0044736717,0.1314853201,0.1314853201,0.1282632713,0.046116372,0.042480147600000004,0.0044738087,0.0044738087,0,0.1314853201,0.1314853201,0.1314853201,0.08303933050000001,0.046116372,0.0192699003,0.0044738089,0.0044738089,0.1314853201,0.1314853201,0.1314853201,0.046116372,0.046085756400000004,0.0044738089,0.0044738089,0
pu_042,0.0037775711,0.0037775711,0.0037775711,0.0037310103,0.0036948986,0.0013487823,0.0,0.0,0.0037775711,0.0037775711,0.0037744508,0.0036948986,0.0033722604000000003,0.0,0.0,0,0.0648524818,0.0648524818,0.0648524818,0.0646391789,0.0644765988,0.0301488055,0.011018808500000001,0.0112900602,0.10397934560000001,0.10397934560000001,0.10395806910000001,0.10341562100000001,0.095963937,0.0180778679,0.0180778679,0,0.10397934560000001,0.10397934560000001,0.10397934560000001,0.1036585322,0.1034162248,0.0482372638,0.0181507163,0.0181473343,0.10397934560000001,0.10397934560000001,0.1039581301,0.1034172378,0.095982446,0.018272936,0.018272936,0,0.10397934560000001,0.10397934560000001,0.10397934560000001,0.10365910610000001,0.1034172379,0.048315988500000004,0.0182729428,0.0182729404,0.10397934560000001,0.10397934560000001,0.1039581302,0.1034172382,0.0959824506,0.0182729848,0.0182729848,0,0.10397934560000001,0.10397934560000001,0.10397934560000001,0.10366035550000001,0.1034172382,0.0485257372,0.0182729849,0.0182729849,0.10397934560000001,0.10397934560000001,0.10397934560000001,0.1034172382,0.1033546401,0.0182729849,0.0182729849,0
pu_043,0.0035054423,0.0035725842000000002,0.0036429363,0.0036429363,0.0036429363,0.0014171174,0.000137494,0.000137494,0.0035054423,0.0036420310000000004,0.0036429363,0.0036429363,0.0033368415000000003,0.000137494,0.000137494,0,0.062665238,0.063651835,0.06468878680000001,0.06468878680000001,0.06468878680000001,0.0315601656,0.0130979306,0.0134169797,0.1005652077,0.1037757537,0.10379703350000001,0.10379703350000001,0.0966022088,0.0214008693,0.0214008693,0,0.10056796130000001,0.1021405949,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.0505203834,0.0214710715,0.0214678123,0.10057258100000001,0.1037758023,0.10379703350000001,0.10379703350000001,0.0966186234,0.0215888514,0.0215888514,0,0.1005725812,0.1021429618,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.0505958979,0.0215888579,0.0215888556,0.1005725828,0.1037758023,0.10379703350000001,0.10379703350000001,0.0966186274,0.0215888977,0.0215888977,0,0.1005725828,0.102144726,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.0507984131,0.0215888978,0.0215888978,0.1005725828,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.103736594,0.0215888978,0.0215888978,0
pu_044,0.0,0.0017789396,0.0036429363,0.0036429363,0.0036429363,0.0036429363,0.0036429363,0.0036429363,0.0,0.0036189496,0.0036429363,0.0036429363,0.0036429363,0.0036429363,0.0036429363,0,0.011074381900000001,0.0372145019,0.06468878680000001,0.06468878680000001,0.06468878680000001,0.06468878680000001,0.06468878680000001,0.0661915618,0.0181690436,0.1032332205,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0,0.018241999300000002,0.059909299900000004,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.018364398900000002,0.1032345068,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0,0.0183644056,0.0599720126,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.018364447000000002,0.1032345071,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0,0.0183644471,0.060018754300000005,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.0183644471,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0.10379703350000001,0
pu_045,0.0,0.0021154448,0.0043320361000000005,0.004949504,0.0054284003,0.0054284003,0.0054284003,0.0054284003,0.0,0.004303512000000001,0.0043734158000000006,0.0054284003,0.0054284003,0.0054284003,0.0054284003,0,0.0103373939,0.0354644033,0.0618748475,0.0647035723,0.0668596342,0.0668596342,0.0668596342,0.0683718962,0.0169599137,0.09820044730000001,0.0990210753,0.1062147719,0.1062147719,0.1062147719,0.1062147719,0,0.0170314472,0.0568287871,0.0987469243,0.10300140340000001,0.1062147719,0.1062147719,0.1062147719,0.1062147719,0.0171514608,0.0982230092,0.0990417079,0.1062147719,0.1062147719,0.1062147719,0.1062147719,0,0.017151468700000002,0.0568968299,0.0987603594,0.10300722770000001,0.1062147719,0.1062147719,0.1062147719,0.1062147719,0.0171515179,0.09822301480000001,0.09904171290000001,0.1062147719,0.1062147719,0.1062147719,0.1062147719,0,0.017151518,0.0569414867,0.098760364,0.1029906629,0.1062147719,0.1062147719,0.1062147719,0.1062147719,0.017151518,0.098760364,0.098760364,0.1062147719,0.1062147719,0.1062147719,0.1062147719,0
pu_046,0.0,0.0056326448,0.0115346055,0.018605937,0.0240903262,0.0240903262,0.0240903262,0.0240903262,0.0,0.011458656400000001,0.0120084914,0.0240903262,0.0240903262,0.0240903262,0.0240903262,0,0.0026342903,0.0171721221,0.0324631504,0.0648581118,0.0895496426,0.0895496426,0.0895496426,0.0911610645,0.0043219148,0.0455971801,0.049102075200000005,0.1314853201,0.1314853201,0.1314853201,0.1314853201,0,0.0043785835,0.0246308262,0.0459624592,0.0946853638,0.1314853201,0.1314853201,0.1314853201,0.1314853201,0.0044736582,0.045842117700000004,0.049338362600000005,0.1314853201,0.1314853201,0.1314853201,0.1314853201,0,0.0044736791,0.024754579800000003,0.0461163199,0.0947520646,0.1314853201,0.1314853201,0.1314853201,0.1314853201,0.0044738087,0.0458421787,0.049338420800000005,0.1314853201,0.1314853201,0.1314853201,0.1314853201,0,0.0044738089,0.0247774447,0.046116372,0.0945623616,0.1314853201,0.1314853201,0.1314853201,0.1314853201,0.0044738089,0.046116372,0.046116372,0.1314853201,0.1314853201,0.1314853201,0.1314853201,0
